,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
6889,54.95495955394042,0.022222222222222223,0.0196078431372549,78.0,23.0,1
22519,80.37838730825318,0.015873015873015872,0.012345679012345678,72.0,95.0,1
19802,73.61104623279537,0.002506265664160401,0.03571428571428571,37.0,16.0,1
2604,73.61104623279537,1.0,0.06060606060606061,31.0,1.0,1
15071,70.47219448651589,0.002770083102493075,0.01107011070110701,73.0,121.0,1
6613,33.46182423727881,0.0009157509157509158,0.009523809523809525,72.0,13.0,1
26332,86.30096255343574,1.0,0.2857142857142857,6.0,1.0,1
10903,56.85474387049281,0.0026455026455026454,0.009433962264150943,26.0,140.0,1
132,27.874766864616365,0.0011574074074074073,0.008064516129032258,56.0,60.0,0
17002,30.020646745431762,0.020833333333333332,0.010309278350515464,29.0,66.0,1
276,31.580037487819826,0.0016611295681063123,0.007692307692307693,32.0,68.0,0
375,28.2944571502549,0.0016611295681063123,0.009345794392523364,18.0,68.0,0
196,52.92534228946496,0.25,0.00796812749003984,54.0,151.0,0
13396,110.92686543971902,0.25,0.05263157894736842,30.0,15.0,1
52154,34.51183618697126,0.0007541478129713424,0.008928571428571428,60.0,35.0,1
102,28.74709278228795,0.0025,0.00909090909090909,56.0,29.0,0
170,32.26624146620151,0.015625,0.008620689655172414,24.0,50.0,0
33,30.96620711228367,0.016666666666666666,0.009523809523809525,38.0,44.0,0
713,29.005919825597942,0.01282051282051282,0.010752688172043012,38.0,44.0,0
101,29.81473342004669,0.0025,0.010752688172043012,56.0,30.0,0
501,32.73532829038444,0.020833333333333332,0.0070921985815602835,103.0,25.0,0
44,31.19116159596869,0.1111111111111111,0.014925373134328358,56.0,5.0,0
344,31.580037487819826,0.018518518518518517,0.01282051282051282,21.0,36.0,0
32309,35.33726603969192,0.027777777777777776,0.015151515151515152,29.0,30.0,1
301,76.5926733321481,0.001451378809869376,0.008450704225352112,38.0,202.0,0
13788,46.01361775069839,1.0,0.008130081300813009,115.0,101.0,1
24225,43.80146483810307,0.02,0.007874015748031496,87.0,126.0,1
37801,33.12132490889616,0.0018115942028985507,0.007042253521126761,81.0,57.0,1
1427,35.004482660656365,0.001893939393939394,0.008064516129032258,20.0,98.0,0
59437,80.68558512589381,0.004761904761904762,0.041666666666666664,30.0,14.0,1
505,30.192513642097953,0.16666666666666666,0.015384615384615385,36.0,21.0,0
1328,48.2453260394235,0.047619047619047616,0.004032258064516129,98.0,236.0,0
224,45.53757203880024,0.008333333333333333,0.008264462809917356,54.0,86.0,0
16,33.12132490889616,0.002380952380952381,0.009900990099009901,38.0,39.0,0
44112,33.27599623234974,0.005128205128205128,0.021739130434782608,21.0,20.0,1
6525,33.46182423727881,0.009615384615384616,0.011494252873563218,18.0,53.0,1
390,50.2537822163393,0.002,0.0078125,103.0,116.0,0
807,33.94227725119701,0.002,0.009174311926605505,32.0,59.0,0
269,33.94227725119701,0.002,0.011627906976744186,32.0,39.0,0
5531,35.34393241528672,0.0011123470522803114,0.011494252873563218,47.0,32.0,1
134,32.26624146620151,0.08333333333333333,0.022727272727272728,24.0,9.0,0
55439,33.13112815139902,0.004166666666666667,0.014084507042253521,37.0,26.0,1
