,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
9912,61.63707495480204,1.0,0.045454545454545456,41.0,2.0,1
4451,72.29107412771009,0.0030959752321981426,0.029850746268656716,31.0,28.0,1
757,95.80583399630329,0.16666666666666666,0.05357142857142857,29.0,17.0,1
142,34.51183618697126,0.002,0.01694915254237288,24.0,30.0,0
15495,57.604004728045716,0.00510204081632653,0.01015228426395939,119.0,20.0,1
58694,55.14727289012517,0.001443001443001443,0.010309278350515464,57.0,97.0,1
9771,73.61104623279537,0.023809523809523808,0.046511627906976744,35.0,6.0,1
36528,75.96110559913943,0.007407407407407408,0.0425531914893617,27.0,14.0,1
9590,35.543017004155395,1.0,0.041666666666666664,21.0,2.0,1
28183,30.672966656016154,1.0,0.008849557522123894,38.0,69.0,1
1406,58.875345758646546,1.0,0.007042253521126761,20.0,252.0,1
44112,33.27599623234974,0.005128205128205128,0.021739130434782608,21.0,20.0,1
123,28.74709278228795,0.002028397565922921,0.007874015748031496,56.0,56.0,0
34051,32.56831786754327,0.0030959752321981426,0.01098901098901099,24.0,46.0,1
141,32.26624146620151,0.002,0.011627906976744186,24.0,59.0,0
45,27.874766864616365,0.1111111111111111,0.014084507042253521,56.0,7.0,0
64086,30.81853747740102,0.0007541478129713424,0.010101010101010102,62.0,20.0,1
191,43.41092833269323,0.012195121951219513,0.004784688995215311,54.0,146.0,0
7,31.935277998767763,0.002380952380952381,0.010416666666666666,38.0,31.0,0
38279,30.192513642097953,0.011111111111111112,0.010752688172043012,58.0,34.0,1
4358,99.13258612191193,0.002304147465437788,0.06,14.0,35.0,1
61531,33.94227725119701,0.00390625,0.007407407407407408,35.0,91.0,1
23,29.437126701394636,0.015625,0.008695652173913044,38.0,44.0,0
3250,34.65040531978519,0.0006666666666666666,0.012658227848101266,36.0,43.0,1
162,33.27599623234974,0.001984126984126984,0.007407407407407408,24.0,94.0,0
37184,34.02906421960072,0.0018115942028985507,0.0078125,75.0,50.0,1
1,30.146869352234003,0.07142857142857142,0.006097560975609756,38.0,95.0,0
807,33.94227725119701,0.002,0.009174311926605505,32.0,59.0,0
143,38.35070571792637,0.002,0.023809523809523808,24.0,14.0,0
43805,72.21022199431323,0.002,0.02564102564102564,27.0,38.0,1
127,29.81473342004669,0.0011574074074074073,0.01020408163265306,56.0,38.0,0
24812,36.80552311639769,0.0017094017094017094,0.014285714285714285,40.0,30.0,1
57990,29.51033565730982,1.0,0.009900990099009901,69.0,6.0,1
330,33.77787529730385,0.0007541478129713424,0.01639344262295082,21.0,35.0,0
518,48.96345761293467,0.015873015873015872,0.006578947368421052,36.0,252.0,0
29,31.935277998767763,0.004048582995951417,0.009900990099009901,38.0,37.0,0
12529,31.580037487819826,0.011111111111111112,0.011235955056179775,30.0,45.0,1
705,29.91364457008331,0.0625,0.01694915254237288,38.0,15.0,0
5004,36.44752288275134,0.0030959752321981426,0.01818181818181818,33.0,11.0,1
14195,32.73532829038444,0.002770083102493075,0.006289308176100629,101.0,27.0,1
