,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
23346,132.90257034896084,0.1111111111111111,0.1111111111111111,9.0,9.0,1
7348,281.0455768969919,0.0029239766081871343,0.028,99.0,95.0,0
1895,286.3074493505218,0.0004914004914004914,0.03428571428571429,46.0,68.0,1
4657,142.78871897956384,0.0625,0.03,28.0,46.0,1
3916,164.34232305592744,0.03333333333333333,0.024390243902439025,38.0,64.0,0
2874,287.0215113927073,0.015625,0.02834008097165992,86.0,72.0,0
7516,190.38495863941847,0.0022222222222222222,0.029197080291970802,38.0,51.0,0
47961,263.0339083748206,0.0015432098765432098,0.030120481927710843,61.0,81.0,1
141055,143.1537246752609,0.1111111111111111,0.029411764705882353,43.0,29.0,0
33879,239.64364815010128,0.00909090909090909,0.0297029702970297,47.0,105.0,0
9477,91.54320677793874,0.0002192982456140351,0.029850746268656716,19.0,29.0,0
111602,281.0455768969919,0.0004914004914004914,0.029914529914529916,58.0,78.0,0
6736,233.30118230196805,0.04,0.03,78.0,50.0,0
9298,132.90257034896084,0.0011904761904761906,0.03125,30.0,34.0,1
159936,127.75313014045946,0.00641025641025641,0.03,31.0,36.0,0
48683,229.3121035750038,0.006944444444444444,0.03048780487804878,70.0,42.0,0
61664,137.3148101669081,0.0625,0.02702702702702703,29.0,43.0,0
30467,63.146028585137245,0.006493506493506494,0.030303030303030304,13.0,17.0,0
13643,145.9791768956672,0.007575757575757576,0.030927835051546393,48.0,38.0,1
11634,166.25614776699643,0.0625,0.030534351145038167,46.0,48.0,0
11801,364.04712135160736,0.003472222222222222,0.030612244897959183,68.0,75.0,0
3902,107.93329725557017,0.006493506493506494,0.03125,15.0,30.0,0
18831,105.21356334992825,0.012987012987012988,0.05555555555555555,8.0,18.0,0
73701,243.29862815944531,0.011111111111111112,0.043859649122807015,66.0,30.0,1
5673,428.02053800326416,0.04,0.032362459546925564,79.0,90.0,1
91289,126.29205717027449,0.010101010101010102,0.04081632653061224,29.0,17.0,1
30312,88.52386414480266,0.16666666666666666,0.044444444444444446,11.0,17.0,0
80347,187.54866558826123,0.0005787037037037037,0.03076923076923077,31.0,62.0,0
150011,396.2013459594378,0.00392156862745098,0.030985915492957747,165.0,76.0,1
28865,299.6143766022849,0.010101010101010102,0.03017241379310345,73.0,91.0,0
126630,428.02053800326416,0.001890359168241966,0.03067484662576687,126.0,128.0,1
98760,429.0816031457504,0.015873015873015872,0.03054989816700611,113.0,180.0,0
147824,156.12194303107128,0.0625,0.03076923076923077,54.0,38.0,0
34500,97.31945126377812,0.0625,0.03333333333333333,36.0,9.0,0
61937,124.69211082524733,0.04,0.03225806451612903,39.0,20.0,0
27116,145.9791768956672,0.1111111111111111,0.03333333333333333,38.0,27.0,0
136312,121.60182342836892,1.0,0.046511627906976744,28.0,8.0,1
21565,220.9588035600453,0.01,0.03184713375796178,42.0,59.0,0
2596,230.72021254611303,0.012987012987012988,0.032467532467532464,24.0,54.0,0
37644,231.10680848536757,0.016666666666666666,0.14285714285714285,8.0,17.0,1
10704,132.90257034896084,0.0017482517482517483,0.03508771929824561,18.0,22.0,1
161429,255.16457979549884,0.004761904761904762,0.03333333333333333,54.0,61.0,1
34885,215.86659451114033,0.003663003663003663,0.03225806451612903,51.0,45.0,1
3998,130.47407051111367,0.013888888888888888,0.03,26.0,35.0,0
118134,222.5239650712268,0.0625,0.04081632653061224,43.0,51.0,1
142039,192.34338361009415,0.006993006993006993,0.031007751937984496,66.0,36.0,1
12502,105.21356334992825,0.1111111111111111,0.08333333333333333,6.0,7.0,0
103710,143.1537246752609,0.013888888888888888,0.03225806451612903,30.0,35.0,0
48560,134.57430175841267,0.01,0.033707865168539325,37.0,38.0,0
6157,190.38495863941847,0.013888888888888888,0.034482758620689655,40.0,25.0,0
101598,194.63890252755624,0.02040816326530612,0.0392156862745098,41.0,54.0,1
16251,184.57617003689043,0.023809523809523808,0.03669724770642202,27.0,23.0,0
122096,243.29862815944531,0.012987012987012988,0.03546099290780142,38.0,41.0,1
27048,174.46845510371034,0.027777777777777776,0.04081632653061224,15.0,39.0,0
87642,173.33010636402565,0.006944444444444444,0.07142857142857142,12.0,23.0,1
12493,138.43212752766783,0.08333333333333333,0.04411764705882353,6.0,45.0,0
17884,173.9654273481516,0.16666666666666666,0.036036036036036036,47.0,42.0,0
12760,176.10925924423825,0.08333333333333333,0.05319148936170213,13.0,16.0,0
85633,180.01552184906168,0.027777777777777776,0.13043478260869565,6.0,8.0,1
21324,210.4271266998565,0.08333333333333333,0.06060606060606061,20.0,39.0,1
2362,177.9119720990374,0.013888888888888888,0.038834951456310676,32.0,25.0,0
98732,180.01552184906168,0.005917159763313609,0.04054054054054054,31.0,36.0,1
137606,180.01552184906168,0.03225806451612903,0.061224489795918366,5.0,37.0,1
34019,256.81232280195843,0.023809523809523808,0.03076923076923077,54.0,79.0,0
29712,177.04772828960532,0.027777777777777776,0.06060606060606061,8.0,15.0,0
5491,140.0250186240116,0.0005302226935312832,0.030927835051546393,37.0,29.0,0
63022,194.63890252755624,0.011904761904761904,0.0380952380952381,32.0,24.0,0
1058,200.04630449081696,0.16666666666666666,0.03875968992248062,23.0,63.0,0
105307,153.0987478772993,0.011111111111111112,0.045454545454545456,30.0,28.0,1
21071,281.04557689699186,0.011111111111111112,0.03255813953488372,47.0,74.0,0
71002,333.1736776189823,0.027777777777777776,0.03723404255319149,77.0,90.0,1
15874,99.49394807202943,0.003703703703703704,0.037037037037037035,20.0,24.0,0
99231,222.5239650712268,0.0033333333333333335,0.03418803418803419,34.0,66.0,1
8561,148.74771624636466,0.0005980861244019139,0.04411764705882353,16.0,40.0,0
146213,132.90257034896084,0.1111111111111111,0.06666666666666667,16.0,14.0,1
8897,258.1706447557644,0.1111111111111111,0.0335195530726257,32.0,67.0,0
6419,134.92423688623498,0.0007309941520467836,0.045454545454545456,12.0,35.0,0
24430,177.04772828960532,0.015625,0.0547945205479452,29.0,16.0,0
35703,140.0250186240116,0.16666666666666666,0.05660377358490566,26.0,12.0,0
52857,230.72021254611303,0.25,0.03875968992248062,45.0,64.0,0
26405,205.4279038199093,0.007575757575757576,0.031446540880503145,33.0,89.0,0
54367,204.13166383639907,0.1111111111111111,0.05714285714285714,37.0,26.0,1
69029,248.73487018007359,0.027777777777777776,0.033783783783783786,58.0,65.0,1
2828,161.94814521890666,0.007407407407407408,0.045454545454545456,24.0,29.0,0
133957,225.67769111136835,0.0625,0.035211267605633804,38.0,49.0,1
153581,243.98364090703657,0.008333333333333333,0.045454545454545456,21.0,82.0,1
160180,132.90257034896084,0.00641025641025641,0.044444444444444446,21.0,24.0,1
40885,136.41541554809098,0.1111111111111111,0.061224489795918366,12.0,16.0,0
92202,248.73487018007359,0.02040816326530612,0.031055900621118012,58.0,76.0,1
156769,428.02053800326416,0.0004914004914004914,0.030395136778115502,109.0,123.0,1
76573,161.89994588335526,0.0030864197530864196,0.038461538461538464,28.0,30.0,1
46150,174.46845510371034,0.004166666666666667,0.037037037037037035,25.0,42.0,0
62579,272.80783157458586,0.01,0.03153153153153153,59.0,105.0,0
69220,222.38996512379674,0.25,0.0364963503649635,39.0,44.0,0
18088,220.9588035600453,0.0025252525252525255,0.03125,41.0,39.0,0
30842,208.0462320010831,0.0004180602006688963,0.03787878787878788,41.0,59.0,0
87196,361.34097245916,0.001976284584980237,0.024213075060532687,134.0,150.0,0
155130,291.9583537913344,0.002777777777777778,0.03278688524590164,75.0,72.0,1
96217,298.4818442160883,0.16666666666666666,0.038461538461538464,46.0,65.0,1
26481,214.01026900163208,0.25,0.03333333333333333,77.0,40.0,0
11626,210.892516779253,0.0004180602006688963,0.05154639175257732,46.0,23.0,0
129470,168.14449524607184,0.006944444444444444,0.05084745762711865,28.0,30.0,1
32813,140.0250186240116,0.006944444444444444,0.04,44.0,16.0,0
53895,204.13166383639907,0.1111111111111111,0.05194805194805195,24.0,31.0,0
53348,243.29862815944531,0.0012345679012345679,0.03048780487804878,69.0,67.0,1
70540,299.6143766022849,0.010101010101010102,0.0330188679245283,69.0,81.0,0
61190,218.8542609100595,0.0625,0.04716981132075472,11.0,55.0,0
105557,298.4818442160883,0.003125,0.031413612565445025,82.0,87.0,1
54595,265.571592434408,0.011111111111111112,0.03428571428571429,38.0,72.0,0
13058,270.81322933364197,0.008547008547008548,0.03680981595092025,60.0,93.0,1
41701,168.14449524607187,0.011363636363636364,0.06382978723404255,27.0,9.0,1
61701,221.30966036200667,0.027777777777777776,0.060240963855421686,13.0,22.0,0
23635,142.78871897956384,0.25,0.06382978723404255,17.0,15.0,0
47292,224.87372814372497,0.011111111111111112,0.032679738562091505,49.0,52.0,0
30946,215.86659451114033,0.0005537098560354374,0.0975609756097561,22.0,16.0,1
58442,246.01843833660627,0.003663003663003663,0.030303030303030304,84.0,58.0,0
29716,209.9276938777215,0.03333333333333333,0.06097560975609756,8.0,24.0,0
121954,180.01552184906168,0.00042625745950554135,0.04285714285714286,35.0,33.0,1
67834,279.5842561751182,0.003663003663003663,0.0319634703196347,50.0,120.0,0
10023,238.36281578037205,0.25,0.0625,26.0,16.0,0
118781,222.5239650712268,0.006944444444444444,0.05714285714285714,17.0,47.0,1
100612,143.1537246752609,0.006944444444444444,0.04918032786885246,22.0,23.0,0
115113,354.09545657921063,0.25,0.0311284046692607,109.0,124.0,1
37922,230.72021254611303,0.023809523809523808,0.045871559633027525,18.0,34.0,0
2831,205.4279038199093,0.007407407407407408,0.04716981132075472,24.0,49.0,0
65348,263.0339083748206,0.00909090909090909,0.045871559633027525,16.0,71.0,1
121262,222.5239650712268,0.002777777777777778,0.031746031746031744,58.0,58.0,1
120766,204.13166383639907,0.0011904761904761906,0.037037037037037035,35.0,31.0,0
58719,257.1465867772227,0.015873015873015872,0.03550295857988166,42.0,81.0,0
39341,270.81322933364197,0.0009009009009009009,0.03550295857988166,44.0,77.0,0
32566,243.60445267960608,0.04,0.06,23.0,18.0,0
135074,180.01552184906168,0.02857142857142857,0.04054054054054054,32.0,36.0,1
8910,221.30966036200664,0.0025252525252525255,0.03424657534246575,32.0,49.0,0
81421,261.76049516128296,0.5,0.05747126436781609,29.0,35.0,1
72776,239.64364815010128,0.015873015873015872,0.03896103896103896,47.0,55.0,0
121332,304.43949785926526,0.0015432098765432098,0.029535864978902954,121.0,89.0,1
751,249.65547840129975,0.03333333333333333,0.03,63.0,86.0,0
129061,215.86659451114033,0.000819000819000819,0.032520325203252036,50.0,40.0,1
23530,58.981897750709265,0.25,0.1,3.0,3.0,0
26968,354.09545657921063,0.001893939393939394,0.026936026936026935,79.0,76.0,1
2592,298.4818442160883,0.25,0.05,24.0,28.0,1
