,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
1212,180.54215288909467,0.001851851851851852,0.019704433497536946,66.0,89.0,0
46808,421.785033558506,0.002849002849002849,0.03333333333333333,90.0,102.0,1
76573,161.89994588335526,0.0030864197530864196,0.038461538461538464,28.0,30.0,1
9622,91.72484143000152,0.25,0.02857142857142857,10.0,36.0,0
1201,253.07102013510354,0.001851851851851852,0.028985507246376812,66.0,72.0,0
110532,347.9308546963032,0.003676470588235294,0.025477707006369428,116.0,128.0,1
129061,215.86659451114033,0.000819000819000819,0.032520325203252036,50.0,40.0,1
26968,354.09545657921063,0.001893939393939394,0.026936026936026935,79.0,76.0,1
58918,215.86659451114033,0.0010080645161290322,0.02631578947368421,50.0,68.0,1
87638,121.60182342836892,0.25,0.25,2.0,2.0,1
29720,519.2279043252194,0.02857142857142857,0.07303370786516854,57.0,92.0,1
147927,404.772710658705,0.000819000819000819,0.055900621118012424,59.0,80.0,1
75635,749.741632698313,0.25,0.17293233082706766,51.0,53.0,1
104368,281.3229983823918,0.1111111111111111,0.047244094488188976,57.0,55.0,1
97643,298.4818442160883,0.0625,0.07142857142857142,33.0,35.0,1
138387,48.65972563188906,0.001152073732718894,0.006535947712418301,54.0,63.0,0
103699,46.14404250922261,0.0005302226935312832,0.009174311926605505,30.0,52.0,0
47625,45.86242071500076,0.015625,0.008,37.0,54.0,0
160895,47.3368499093324,0.00390625,0.005405405405405406,54.0,53.0,0
15587,42.857764462870456,0.1111111111111111,0.009708737864077669,58.0,14.0,0
