,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
104535,284.24098905438393,0.0006265664160401002,0.009615384615384616,589.0,22.0,1
5833,272.4928638184818,8.329168748958855e-05,0.004379562043795621,1267.0,28.0,1
1161040,92.88814650062565,0.007142857142857143,0.007434944237918215,204.0,24.0,1
619817,136.2464319092409,0.006060606060606061,0.005597014925373134,433.0,77.0,1
183869,58.575984332210716,0.015384615384615385,0.038461538461538464,17.0,8.0,1
571974,54.666383020993166,0.002898550724637681,0.002890173410404624,284.0,22.0,1
552,41.5963353872089,0.025,0.005076142131979695,150.0,28.0,0
427,54.666383020993166,0.00010004001600640257,0.001941747572815534,463.0,34.0,0
23,54.666383020993166,8.685079034219212e-05,0.0020408163265306124,463.0,9.0,0
856891,129.10651396221877,0.00025138260432378077,0.005870841487279843,440.0,50.0,1
899406,51.97644078061736,0.015625,0.004219409282700422,234.0,3.0,1
575,47.505972717345145,0.002564102564102564,0.005747126436781609,150.0,8.0,0
769,56.446908843889574,0.0014925373134328358,0.0058823529411764705,150.0,4.0,0
636930,43.32693020889869,0.027777777777777776,0.004366812227074236,211.0,9.0,1
424058,47.505972717345145,0.015151515151515152,0.006578947368421052,139.0,7.0,1
238176,59.36079115344385,0.0014124293785310734,0.0045045045045045045,217.0,4.0,1
1282,51.26861865445621,0.007352941176470588,0.005714285714285714,163.0,10.0,0
534,49.715461943802744,0.1,0.0020242914979757085,463.0,10.0,0
10176,56.0931640585996,0.0023923444976076554,0.009615384615384616,90.0,10.0,1
291,62.51340727236997,8.474576271186441e-05,0.002061855670103093,463.0,4.0,0
493637,94.4789830983863,0.0004784688995215311,0.0026845637583892616,711.0,6.0,1
903,49.36138460293158,0.030303030303030304,0.005917159763313609,150.0,3.0,0
876183,57.562486195179545,0.0005307855626326964,0.003257328990228013,301.0,5.0,1
997,54.85086989315975,0.00012436264146250465,0.007692307692307693,69.0,56.0,0
1022,61.6792094731618,0.00012436264146250465,0.008547008547008548,69.0,46.0,0
118133,48.7088136857731,0.06666666666666667,0.002702702702702703,337.0,1.0,1
154,95.32128808159743,8.685079034219212e-05,0.0036900369003690036,463.0,45.0,0
955944,248.57730971901373,0.00010570824524312896,0.026881720430107527,134.0,48.0,1
437097,76.59938041104864,0.0003360215053763441,0.009900990099009901,82.0,20.0,1
730924,105.6510739275107,8.163265306122449e-05,0.003861003861003861,473.0,15.0,1
989,59.36079115344385,0.041666666666666664,0.008064516129032258,69.0,50.0,0
961,51.97644078061736,0.0008802816901408451,0.009259259259259259,69.0,33.0,0
1025,61.6792094731618,0.00012436264146250465,0.010638297872340425,69.0,25.0,0
218,102.03544905534307,8.685079034219212e-05,0.003838771593090211,463.0,36.0,0
222,105.22313023597827,8.685079034219212e-05,0.003913894324853229,463.0,31.0,0
1032,59.36079115344385,0.00012436264146250465,0.01098901098901099,69.0,22.0,0
105,109.33276604198633,8.685079034219212e-05,0.00404040404040404,463.0,15.0,0
1286725,118.7215823068877,0.00018800526414739614,0.0078125,234.0,21.0,1
72999,99.43092388760549,0.041666666666666664,0.004166666666666667,348.0,78.0,1
1065379,115.12497239035909,0.00010604453870625662,0.007874015748031496,244.0,7.0,1
925,64.94683656800603,0.0008802816901408451,0.012048192771084338,69.0,14.0,0
287038,105.22313023597827,0.00015508684863523573,0.003284072249589491,588.0,9.0,1
2160,52.61156511798914,0.010416666666666666,0.003676470588235294,242.0,28.0,0
217751,109.7017397863195,6.089392278650591e-05,0.00425531914893617,466.0,6.0,1
1707,93.63871753923272,0.0006901311249137336,0.009389671361502348,158.0,46.0,0
1700,97.22882923520143,0.0006901311249137336,0.010638297872340425,158.0,25.0,0
1871,109.33276604198633,0.00027056277056277056,0.011428571428571429,158.0,13.0,0
444905,61.6792094731618,0.25,0.013157894736842105,75.0,2.0,1
547,87.79343664512199,0.025,0.010582010582010581,150.0,23.0,0
835155,112.74842211020042,0.0012626262626262627,0.01092896174863388,148.0,33.0,1
489970,109.33276604198633,0.0625,0.0125,123.0,37.0,1
2166,51.26861865445621,0.010416666666666666,0.003745318352059925,242.0,22.0,0
2144,59.36079115344385,0.0005030181086519115,0.003787878787878788,242.0,22.0,0
810,95.01194543469029,0.08333333333333333,0.011235955056179775,150.0,12.0,0
2213,59.36079115344385,0.010416666666666666,0.003937007874015748,242.0,12.0,0
230566,109.33276604198633,0.00027056277056277056,0.005208333333333333,357.0,18.0,1
2269,56.37421105510021,0.000984251968503937,0.003401360544217687,281.0,11.0,0
2470,51.26861865445621,0.00423728813559322,0.0032679738562091504,281.0,21.0,0
3307,86.49603691602202,0.00028935185185185184,0.002554278416347382,709.0,51.0,0
1011727,64.94683656800603,0.00016937669376693767,0.0038461538461538464,256.0,5.0,1
4470,51.26861865445621,0.0004374453193350831,0.002688172043010753,362.0,8.0,0
2063,102.53723730891242,0.0002768549280177187,0.006514657980456026,242.0,58.0,0
3412,51.208339852287885,0.027777777777777776,0.001364256480218281,709.0,3.0,0
990,64.94683656800603,0.041666666666666664,0.0125,69.0,10.0,0
1119428,106.54197182829824,9.587727708533077e-05,0.006153846153846154,309.0,12.0,1
4412,99.43092388760549,0.0004374453193350831,0.005319148936170213,362.0,13.0,0
1348,60.917709462742984,0.0005494505494505495,0.005847953216374269,163.0,6.0,0
287894,87.94372890869778,0.06666666666666667,0.006369426751592357,293.0,17.0,1
4333,51.26861865445621,0.05,0.002702702702702703,362.0,6.0,0
7691,90.8309546061606,0.0005192107995846313,0.0023391812865497076,813.0,17.0,0
2011,54.255198752799856,0.14285714285714285,0.004016064257028112,242.0,7.0,0
2008,56.37421105510021,0.14285714285714285,0.0040650406504065045,242.0,4.0,0
2172,59.36079115344385,0.010416666666666666,0.0040650406504065045,242.0,4.0,0
2966,102.13842527407724,0.00014814814814814815,0.004424778761061947,435.0,8.0,0
3573,93.6078715428514,5.0730519480519484e-05,0.0027137042062415195,709.0,8.0,0
2272,59.36079115344385,0.000984251968503937,0.0034602076124567475,281.0,6.0,0
2389,59.36079115344385,0.00423728813559322,0.0034965034965034965,281.0,3.0,0
4324,56.0931640585996,0.05,0.00273224043715847,362.0,2.0,0
7638,102.13842527407724,0.02631578947368421,0.002372479240806643,813.0,4.0,0
9942,53.27098591414912,0.0016891891891891893,0.008695652173913044,90.0,20.0,0
1294064,87.94372890869778,0.0005707762557077625,0.006557377049180328,293.0,8.0,1
186411,56.37421105510021,0.125,0.010752688172043012,88.0,6.0,1
10173,56.0931640585996,0.0023923444976076554,0.009259259259259259,90.0,14.0,0
818001,64.94683656800603,0.004166666666666667,0.007874015748031496,125.0,1.0,1
2013,64.46638355408784,0.14285714285714285,0.00411522633744856,242.0,1.0,0
4320,94.7469963514613,0.05,0.005128205128205128,362.0,26.0,0
10069,53.27098591414912,8.689607229753215e-05,0.01,90.0,6.0,0
741728,107.5494914777633,0.0022222222222222222,0.004705882352941176,413.0,12.0,1
9898,94.7469963514613,0.027777777777777776,0.015625,90.0,26.0,0
9901,53.27098591414912,0.027777777777777776,0.009615384615384616,90.0,10.0,0
12388,46.32431827354678,0.06666666666666667,0.002849002849002849,332.0,17.0,0
12129,54.85086989315975,0.00015508684863523573,0.0029498525073746312,332.0,5.0,0
15945,102.03544905534307,0.0004816955684007707,0.006172839506172839,300.0,20.0,0
13772,108.51039750559971,0.0012376237623762376,0.010471204188481676,170.0,15.0,0
