,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
87251,70.70795037496771,0.0017241379310344827,0.002861230329041488,303.0,276.0,1
343489,41.452770079257995,0.00013815971262779773,0.001976284584980237,386.0,24.0,1
444631,32.791798230134134,0.5,0.0012547051442910915,313.0,310.0,1
3695,52.00597988713197,0.0010121457489878543,0.001053740779768177,665.0,508.0,0
2836,52.16821441115252,7.704160246533128e-05,0.001182033096926714,853.0,265.0,0
3043,52.16821441115252,0.00012134449702705982,0.0012202562538133007,853.0,266.0,0
2665,56.291420045248614,0.00028546959748786756,0.0012547051442910915,853.0,274.0,0
192214,111.84818760255438,0.0016,0.0011768661735036988,2300.0,401.0,1
30,38.960993144790585,0.0007936507936507937,0.0011668611435239206,59.0,409.0,0
103,38.960993144790585,0.00022153300841825432,0.001336898395721925,59.0,422.0,0
50260,85.27400073365801,0.0016,0.00088948187680676,2050.0,190.0,1
753986,79.8401506408177,0.00034317089910775565,0.0011312217194570137,1171.0,273.0,1
346754,36.89792865671846,0.022727272727272728,0.001402524544179523,497.0,113.0,1
79,39.82141061026688,0.0002937720329024677,0.001564945226917058,59.0,306.0,0
910916,63.48208633705303,0.00015432098765432098,0.0018231540565177757,617.0,245.0,1
184,35.05381456810465,0.0001249375312343828,0.0018587360594795538,145.0,290.0,0
586043,45.66672858057572,0.025,0.002380952380952381,54.0,242.0,1
259,38.1660949505889,0.00046685340802987864,0.002207505518763797,145.0,233.0,0
31,42.82119307436596,0.0007936507936507937,0.0026954177897574125,59.0,212.0,0
1282,20.638990074399032,0.16666666666666666,0.00032362459546925567,1664.0,83.0,0
109536,62.854435718692116,8.158603247124092e-05,0.0006353240152477764,2176.0,61.0,1
6,41.162227486945135,0.01282051282051282,0.0038461538461538464,59.0,163.0,0
46,50.53120365838279,0.0007936507936507937,0.007042253521126761,59.0,75.0,0
868,59.352962181011065,0.013333333333333334,0.0008307947936859596,1664.0,411.0,0
5632,33.280854259928105,0.05,0.0016778523489932886,202.0,250.0,1
369955,49.000724210767125,0.0026455026455026454,0.0036900369003690036,211.0,29.0,1
12,49.25167934659851,0.01282051282051282,0.009009009009009009,59.0,32.0,0
321410,60.848169527441385,8.158603247124092e-05,0.0006172839506172839,2163.0,133.0,1
5670,35.40939462023555,0.0012254901960784314,0.0016611295681063123,202.0,280.0,0
722140,53.7422372004195,0.0625,0.001256281407035176,842.0,325.0,1
