,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
9023,72.4356012984553,0.003472222222222222,0.01764705882352941,102.0,35.0,1
25026,87.01775947679381,0.041666666666666664,0.0410958904109589,30.0,30.0,1
59437,80.68558512589381,0.004761904761904762,0.041666666666666664,30.0,14.0,1
17819,83.21059735037839,0.009615384615384616,0.06666666666666667,16.0,13.0,1
9395,39.27535885455576,1.0,0.0196078431372549,34.0,17.0,1
52154,34.51183618697126,0.0007541478129713424,0.008928571428571428,60.0,35.0,1
10903,56.85474387049281,0.0026455026455026454,0.009433962264150943,26.0,140.0,1
20783,29.382199678335805,0.5,0.009009009009009009,49.0,51.0,1
22,27.282008904782142,0.015625,0.0078125,38.0,46.0,0
119,27.874766864616365,0.002028397565922921,0.009523809523809525,56.0,42.0,0
317,31.486411121079737,0.014285714285714285,0.008064516129032258,38.0,65.0,0
301,76.5926733321481,0.001451378809869376,0.008450704225352112,38.0,202.0,0
59745,50.2537822163393,0.0625,0.008620689655172414,108.0,107.0,1
41,27.874766864616365,0.022727272727272728,0.009900990099009901,56.0,32.0,0
38279,30.192513642097953,0.011111111111111112,0.010752688172043012,58.0,34.0,1
741,29.005919825597942,0.0011198208286674132,0.01,38.0,53.0,0
429,30.81853747740102,0.5,0.005681818181818182,103.0,59.0,0
1036,42.00109919761908,0.058823529411764705,0.006309148264984227,101.0,46.0,0
352,31.580037487819826,0.0010214504596527069,0.009345794392523364,21.0,81.0,0
80,27.874766864616365,0.02857142857142857,0.010638297872340425,56.0,32.0,0
178,29.91364457008331,0.012987012987012988,0.010101010101010102,54.0,23.0,0
58964,36.80552311639769,0.0025252525252525255,0.008849557522123894,48.0,63.0,1
46243,31.486411121079737,0.02,0.014492753623188406,56.0,12.0,1
45,27.874766864616365,0.1111111111111111,0.014084507042253521,56.0,7.0,0
156,29.437126701394636,0.1,0.013157894736842105,24.0,40.0,0
29,31.935277998767763,0.004048582995951417,0.009900990099009901,38.0,37.0,0
44410,108.31533299146984,0.002,0.05660377358490566,23.0,20.0,1
379,28.90926861367205,0.1,0.02040816326530612,18.0,25.0,0
53166,86.24127834686385,1.0,0.007692307692307693,133.0,193.0,1
977,31.02460987041342,0.002028397565922921,0.008620689655172414,58.0,39.0,0
28183,30.672966656016154,1.0,0.008849557522123894,38.0,69.0,1
37405,31.935277998767763,0.002380952380952381,0.016129032258064516,17.0,31.0,1
390,50.2537822163393,0.002,0.0078125,103.0,116.0,0
7,31.935277998767763,0.002380952380952381,0.010416666666666666,38.0,31.0,0
158,32.26624146620151,0.016666666666666666,0.0136986301369863,24.0,44.0,0
267,37.980552799569715,0.002,0.012195121951219513,32.0,39.0,0
566,33.46182423727881,0.002380952380952381,0.012195121951219513,37.0,22.0,0
35668,79.38801343419743,0.001443001443001443,0.014084507042253521,56.0,114.0,1
