,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
20758,187.3594128046249,0.004166666666666667,0.017937219730941704,82.0,37.0,1
3985,130.47407051111367,0.03333333333333333,0.02097902097902098,26.0,74.0,0
2598,184.57617003689043,0.012987012987012988,0.02702702702702703,24.0,50.0,0
12437,198.3302883284862,0.004166666666666667,0.026143790849673203,36.0,37.0,1
2363,177.9119720990374,0.013888888888888888,0.03389830508474576,32.0,40.0,0
16252,208.0462320010831,0.023809523809523808,0.028409090909090908,27.0,68.0,0
11693,184.57617003689043,0.0005787037037037037,0.0223463687150838,85.0,42.0,0
48397,189.74744491434544,0.004166666666666667,0.016666666666666666,88.0,58.0,1
65348,263.0339083748206,0.00909090909090909,0.045871559633027525,16.0,71.0,1
2595,194.63890252755624,0.012987012987012988,0.030534351145038167,24.0,41.0,0
11564,194.63890252755624,0.000819000819000819,0.020618556701030927,49.0,64.0,0
12577,132.90257034896084,1.0,0.5,2.0,2.0,1
44094,298.4818442160883,0.0008547008547008547,0.03571428571428571,57.0,63.0,1
76573,161.89994588335526,0.0030864197530864196,0.038461538461538464,28.0,30.0,1
13643,145.9791768956672,0.007575757575757576,0.030927835051546393,48.0,38.0,1
626,168.71401342340238,0.027777777777777776,0.02962962962962963,42.0,39.0,0
251,115.1670970088235,0.0625,0.012987012987012988,130.0,38.0,0
92202,248.73487018007359,0.02040816326530612,0.031055900621118012,58.0,76.0,1
3229,205.0153652805052,0.001976284584980237,0.02262443438914027,58.0,99.0,0
5678,205.4279038199093,0.003676470588235294,0.01639344262295082,79.0,88.0,0
26968,354.09545657921063,0.001893939393939394,0.026936026936026935,79.0,76.0,1
6438,134.57430175841267,0.05,0.030612244897959183,61.0,5.0,0
41372,222.5239650712268,0.000925925925925926,0.018957345971563982,145.0,55.0,1
7160,177.17418833531016,0.023809523809523808,0.04,22.0,39.0,0
24,48.65972563188906,0.25,0.03571428571428571,3.0,16.0,0
622,177.04772828960532,0.027777777777777776,0.037383177570093455,42.0,16.0,0
85633,180.01552184906168,0.027777777777777776,0.13043478260869565,6.0,8.0,1
135074,180.01552184906168,0.02857142857142857,0.04054054054054054,32.0,36.0,1
17328,210.892516779253,0.0025,0.01858736059479554,90.0,95.0,0
7123,143.1537246752609,0.25,0.03896103896103896,22.0,35.0,0
575,45.86242071500076,0.006993006993006993,0.007874015748031496,82.0,31.0,0
122709,166.89297380342012,0.0026455026455026454,0.04,29.0,40.0,1
7126,179.89898251498,0.002777777777777778,0.03508771929824561,22.0,55.0,0
20858,173.13693948109278,0.06666666666666667,0.042105263157894736,22.0,25.0,0
12760,176.10925924423825,0.08333333333333333,0.05319148936170213,13.0,16.0,0
7347,219.25321223685765,0.0029239766081871343,0.02112676056338028,99.0,116.0,0
91289,126.29205717027449,0.010101010101010102,0.04081632653061224,29.0,17.0,1
60732,180.01552184906168,0.1111111111111111,0.1111111111111111,12.0,14.0,1
15734,92.28808501844522,0.00035650623885918,0.03125,32.0,18.0,0
4282,217.4567841851895,0.005917159763313609,0.022026431718061675,66.0,61.0,0
12438,224.873728143725,0.004166666666666667,0.022222222222222223,36.0,89.0,0
136754,132.90257034896084,0.00390625,0.029411764705882353,35.0,33.0,1
25593,230.72021254611303,0.0033333333333333335,0.03496503496503497,53.0,79.0,1
147297,132.90257034896084,0.003676470588235294,0.02564102564102564,36.0,42.0,1
133957,225.67769111136835,0.0625,0.035211267605633804,38.0,49.0,1
136312,121.60182342836892,1.0,0.046511627906976744,28.0,8.0,1
8561,148.74771624636466,0.0005980861244019139,0.04411764705882353,16.0,40.0,0
87642,173.33010636402565,0.006944444444444444,0.07142857142857142,12.0,23.0,1
621,184.57617003689043,0.027777777777777776,0.038461538461538464,42.0,15.0,0
6213,138.4321275276678,0.010416666666666666,0.02608695652173913,45.0,30.0,0
118296,132.90257034896084,0.001851851851851852,0.028985507246376812,21.0,27.0,1
1780,190.87163290034786,0.008264462809917356,0.047058823529411764,25.0,41.0,0
445,191.94516168137247,0.01,0.0273224043715847,98.0,29.0,0
2682,168.71401342340238,0.004166666666666667,0.020512820512820513,90.0,42.0,0
2774,51.45703054877737,0.0029411764705882353,0.017543859649122806,10.0,30.0,0
29712,177.04772828960532,0.027777777777777776,0.06060606060606061,8.0,15.0,0
38112,140.0250186240116,0.00392156862745098,0.019867549668874173,62.0,38.0,0
10801,177.65060654297514,0.004166666666666667,0.0121580547112462,153.0,58.0,0
95049,215.86659451114033,0.0009009009009009009,0.03636363636363636,36.0,39.0,1
13541,146.4699582628862,0.0625,0.03773584905660377,30.0,35.0,0
706,88.52386414480266,0.0037593984962406013,0.02531645569620253,39.0,25.0,0
58918,215.86659451114033,0.0010080645161290322,0.02631578947368421,50.0,68.0,1
60302,209.40839612902636,0.027777777777777776,0.041666666666666664,62.0,31.0,1
7851,238.58954112543483,0.004166666666666667,0.02242152466367713,36.0,89.0,0
18949,115.55340424268378,0.004166666666666667,0.027777777777777776,13.0,45.0,0
73179,198.3302883284862,0.004166666666666667,0.02185792349726776,72.0,37.0,1
6419,134.92423688623498,0.0007309941520467836,0.045454545454545456,12.0,35.0,0
160180,132.90257034896084,0.00641025641025641,0.044444444444444446,21.0,24.0,1
2055,217.4567841851895,0.00909090909090909,0.028735632183908046,67.0,49.0,0
21324,210.4271266998565,0.08333333333333333,0.06060606060606061,20.0,39.0,1
5765,286.83953436245616,0.001976284584980237,0.018518518518518517,114.0,167.0,0
119833,578.03926125922,1.0,0.030405405405405407,235.0,222.0,1
20276,128.57329338861135,0.008264462809917356,0.02912621359223301,30.0,39.0,0
137606,180.01552184906168,0.03225806451612903,0.061224489795918366,5.0,37.0,1
12767,156.96950471680935,0.00909090909090909,0.05194805194805195,13.0,19.0,0
110532,347.9308546963032,0.003676470588235294,0.025477707006369428,116.0,128.0,1
23945,224.873728143725,0.0004914004914004914,0.024875621890547265,68.0,64.0,0
20463,249.6554784012997,0.003472222222222222,0.01935483870967742,81.0,75.0,0
20452,217.4567841851895,0.003472222222222222,0.018115942028985508,81.0,56.0,0
5491,140.0250186240116,0.0005302226935312832,0.030927835051546393,37.0,29.0,0
64619,305.3197964314931,0.001893939393939394,0.023890784982935155,78.0,76.0,0
2879,249.65547840129975,0.001851851851851852,0.025423728813559324,86.0,83.0,0
83543,222.5239650712268,0.004166666666666667,0.02564102564102564,33.0,58.0,1
36141,112.47810977910171,0.001851851851851852,0.0273972602739726,28.0,27.0,0
1956,246.5134845838911,0.03333333333333333,0.027649769585253458,84.0,82.0,0
2596,230.72021254611303,0.012987012987012988,0.032467532467532464,24.0,54.0,0
4993,239.64364815010128,0.00909090909090909,0.03076923076923077,83.0,59.0,0
1203,291.2647248015163,0.001851851851851852,0.029411764705882353,66.0,98.0,0
71439,306.1974957545986,0.003663003663003663,0.02142857142857143,205.0,52.0,1
2831,205.4279038199093,0.007407407407407408,0.04716981132075472,24.0,49.0,0
9298,132.90257034896084,0.0011904761904761906,0.03125,30.0,34.0,1
45115,149.75268768914148,0.00641025641025641,0.029411764705882353,32.0,28.0,0
7242,261.76049516128296,0.0021645021645021645,0.03205128205128205,68.0,65.0,1
121954,180.01552184906168,0.00042625745950554135,0.04285714285714286,35.0,33.0,1
7516,190.38495863941847,0.0022222222222222222,0.029197080291970802,38.0,51.0,0
121332,304.43949785926526,0.0015432098765432098,0.029535864978902954,121.0,89.0,1
24431,180.54215288909467,0.015625,0.05555555555555555,29.0,16.0,0
150580,291.9583537913344,0.000819000819000819,0.02912621359223301,96.0,74.0,1
27518,184.57617003689043,0.05,0.06060606060606061,23.0,25.0,0
23635,142.78871897956384,0.25,0.06382978723404255,17.0,15.0,0
165120,222.5239650712268,0.25,0.06666666666666667,25.0,29.0,1
2874,287.0215113927073,0.015625,0.02834008097165992,86.0,72.0,0
41701,168.14449524607187,0.011363636363636364,0.06382978723404255,27.0,9.0,1
17025,143.1537246752609,0.004524886877828055,0.028037383177570093,52.0,38.0,0
10379,183.08641355587747,0.0009009009009009009,0.025974025974025976,44.0,63.0,0
96381,180.01552184906168,0.011363636363636364,0.06521739130434782,21.0,24.0,1
31357,215.14220396313698,0.03333333333333333,0.03875968992248062,15.0,71.0,0
105307,153.0987478772993,0.011111111111111112,0.045454545454545456,30.0,28.0,1
12340,197.91967129316254,0.0010080645161290322,0.026737967914438502,58.0,74.0,0
22536,233.37503104001937,0.0004914004914004914,0.02824858757062147,46.0,68.0,0
18306,99.1651441642431,0.009259259259259259,0.04081632653061224,19.0,17.0,0
48560,134.57430175841267,0.01,0.033707865168539325,37.0,38.0,0
16195,246.01843833660624,0.04,0.05217391304347826,24.0,53.0,0
47961,263.0339083748206,0.0015432098765432098,0.030120481927710843,61.0,81.0,1
52021,135.40661466682099,0.0025575447570332483,0.033707865168539325,38.0,39.0,0
2828,161.94814521890666,0.007407407407407408,0.045454545454545456,24.0,29.0,0
17884,173.9654273481516,0.16666666666666666,0.036036036036036036,47.0,42.0,0
53348,243.29862815944531,0.0012345679012345679,0.03048780487804878,69.0,67.0,1
25940,183.08641355587747,0.006666666666666667,0.028985507246376812,52.0,36.0,0
122096,243.29862815944531,0.012987012987012988,0.03546099290780142,38.0,41.0,1
21565,220.9588035600453,0.01,0.03184713375796178,42.0,59.0,0
54367,204.13166383639907,0.1111111111111111,0.05714285714285714,37.0,26.0,1
153581,243.98364090703657,0.008333333333333333,0.045454545454545456,21.0,82.0,1
31888,130.47407051111367,0.0030864197530864196,0.03125,25.0,38.0,0
216,272.69592509622333,0.25,0.02681992337164751,130.0,67.0,0
26718,153.0987478772993,0.0011904761904761906,0.024390243902439025,36.0,37.0,0
22960,210.892516779253,0.027777777777777776,0.03731343283582089,39.0,39.0,0
42657,186.7000248320155,0.0029239766081871343,0.0273972602739726,80.0,35.0,0
121262,222.5239650712268,0.002777777777777778,0.031746031746031744,58.0,58.0,1
47177,177.17418833531016,0.04,0.047619047619047616,38.0,22.0,0
44512,274.6296203338162,0.00510204081632653,0.029411764705882353,64.0,73.0,0
23377,222.38996512379674,0.1111111111111111,0.03125,32.0,86.0,0
17545,299.6143766022849,0.0004914004914004914,0.023178807947019868,89.0,123.0,0
30842,208.0462320010831,0.0004180602006688963,0.03787878787878788,41.0,59.0,0
140132,121.60182342836892,1.0,0.038461538461538464,24.0,28.0,1
751,249.65547840129975,0.03333333333333333,0.03,63.0,86.0,0
53619,225.86224348106762,0.0625,0.031914893617021274,40.0,76.0,0
33647,287.599065347873,0.25,0.03167420814479638,67.0,88.0,0
28865,299.6143766022849,0.010101010101010102,0.03017241379310345,73.0,91.0,0
21071,281.04557689699186,0.011111111111111112,0.03255813953488372,47.0,74.0,0
165164,385.2184842029377,0.04,0.029605263157894735,79.0,89.0,1
83243,298.4818442160883,0.000819000819000819,0.02654867256637168,73.0,77.0,1
114789,215.86659451114033,0.006060606060606061,0.03773584905660377,37.0,41.0,1
19408,162.4029684530707,0.1111111111111111,0.041237113402061855,39.0,31.0,0
122687,109.27169497178375,1.0,0.037037037037037035,35.0,16.0,1
22854,320.0740871853071,0.003472222222222222,0.02416918429003021,95.0,80.0,0
142039,192.34338361009415,0.006993006993006993,0.031007751937984496,66.0,36.0,1
30847,214.01026900163208,0.0004180602006688963,0.05434782608695652,41.0,23.0,0
1900,286.3074493505218,0.0004914004914004914,0.03488372093023256,46.0,64.0,0
118134,222.5239650712268,0.0625,0.04081632653061224,43.0,51.0,1
13058,270.81322933364197,0.008547008547008548,0.03680981595092025,60.0,93.0,1
61746,230.72021254611303,0.0006079027355623101,0.03333333333333333,80.0,41.0,0
129470,168.14449524607184,0.006944444444444444,0.05084745762711865,28.0,30.0,1
65654,298.4818442160883,0.0005787037037037037,0.04918032786885246,43.0,42.0,1
18088,220.9588035600453,0.0025252525252525255,0.03125,41.0,39.0,0
48683,229.3121035750038,0.006944444444444444,0.03048780487804878,70.0,42.0,0
8219,275.1745242900045,0.005917159763313609,0.03428571428571429,48.0,43.0,0
105557,298.4818442160883,0.003125,0.031413612565445025,82.0,87.0,1
34019,256.81232280195843,0.023809523809523808,0.03076923076923077,54.0,79.0,0
63020,194.63890252755624,0.011904761904761904,0.037383177570093455,32.0,25.0,0
4348,229.3121035750038,0.013888888888888888,0.03787878787878788,26.0,60.0,0
15163,222.5239650712268,0.0033333333333333335,0.03418803418803419,28.0,35.0,1
34018,214.01026900163208,0.023809523809523808,0.03289473684210526,54.0,34.0,0
47079,263.0339083748206,0.00040016006402561027,0.041666666666666664,41.0,49.0,1
10704,132.90257034896084,0.0017482517482517483,0.03508771929824561,18.0,22.0,1
30716,331.46482869169876,0.0625,0.03333333333333333,76.0,114.0,0
160874,261.76049516128296,0.004761904761904762,0.034482758620689655,54.0,57.0,1
3713,337.42802684680476,0.0004914004914004914,0.026578073089700997,99.0,123.0,0
53120,263.78777214082305,0.003703703703703704,0.0330188679245283,45.0,79.0,0
156769,428.02053800326416,0.0004914004914004914,0.030395136778115502,109.0,123.0,1
36439,256.81232280195843,0.015873015873015872,0.034482758620689655,52.0,66.0,0
61190,218.8542609100595,0.0625,0.04716981132075472,11.0,55.0,0
40153,214.28882231435227,0.04,0.043859649122807015,32.0,52.0,0
96217,298.4818442160883,0.16666666666666666,0.038461538461538464,46.0,65.0,1
23427,320.4012237227856,0.05,0.03482587064676617,68.0,75.0,0
161429,255.16457979549884,0.004761904761904762,0.03333333333333333,54.0,61.0,1
22217,270.81322933364197,0.04,0.04878048780487805,37.0,57.0,0
129061,215.86659451114033,0.000819000819000819,0.032520325203252036,50.0,40.0,1
157067,328.21016477945716,0.0625,0.056910569105691054,27.0,56.0,1
122022,309.34232498406345,0.03333333333333333,0.03535353535353535,78.0,74.0,1
31364,110.30107650777698,0.011363636363636364,0.04878048780487805,15.0,11.0,0
29244,222.5239650712268,0.027777777777777776,0.04938271604938271,39.0,40.0,1
44520,238.5895411254348,0.00641025641025641,0.03184713375796178,64.0,52.0,0
80336,198.98789614405885,0.0005787037037037037,0.0380952380952381,31.0,42.0,0
132710,210.4271266998565,0.005917159763313609,0.046511627906976744,31.0,43.0,1
64609,332.51229553399287,0.001893939393939394,0.02909090909090909,78.0,86.0,1
15874,99.49394807202943,0.003703703703703704,0.037037037037037035,20.0,24.0,0
37939,299.6143766022849,0.005917159763313609,0.03211009174311927,52.0,61.0,0
38516,225.67769111136832,0.0625,0.04,30.0,66.0,0
62745,210.892516779253,0.002976190476190476,0.038461538461538464,40.0,54.0,0
19225,335.0046982032003,0.004901960784313725,0.03367003367003367,65.0,115.0,0
64030,320.0740871853071,0.003472222222222222,0.026936026936026935,69.0,63.0,0
2187,285.5774379591277,0.04,0.05172413793103448,36.0,44.0,0
58719,257.1465867772227,0.015873015873015872,0.03550295857988166,42.0,81.0,0
10799,133.23795490723137,0.004166666666666667,0.009615384615384616,153.0,37.0,0
8514,133.20935172194123,0.05,0.045454545454545456,29.0,3.0,0
64611,295.2495234909542,0.001893939393939394,0.025454545454545455,78.0,69.0,0
1092,291.2647248015163,0.04,0.059322033898305086,41.0,44.0,0
74325,253.07102013510354,0.020833333333333332,0.05504587155963303,22.0,35.0,0
88930,261.76049516128296,0.015873015873015872,0.04716981132075472,42.0,38.0,1
24801,306.1974957545986,0.027777777777777776,0.05042016806722689,40.0,65.0,1
61935,214.28882231435227,0.00909090909090909,0.04854368932038835,39.0,28.0,0
41594,242.92221782835998,0.04,0.05825242718446602,26.0,38.0,0
13146,279.5842561751181,0.0022727272727272726,0.03932584269662921,46.0,70.0,0
30342,291.9583537913344,0.04,0.048,55.0,54.0,1
78866,280.0648262871438,0.004761904761904762,0.03783783783783784,75.0,67.0,0
69025,286.3074493505218,0.027777777777777776,0.03636363636363636,58.0,67.0,0
57476,319.7112446541413,0.25,0.0380952380952381,46.0,96.0,1
101091,298.4818442160883,0.0006349206349206349,0.0335195530726257,67.0,59.0,1
131437,291.9583537913344,0.04,0.06,36.0,45.0,1
97066,269.8332431389254,0.001388888888888889,0.05555555555555555,40.0,47.0,1
148188,285.5774379591277,0.02040816326530612,0.0425531914893617,39.0,50.0,1
143504,275.1745242900045,0.0030864197530864196,0.03571428571428571,77.0,62.0,1
38451,234.43583198532653,0.010416666666666666,0.03676470588235294,63.0,30.0,0
31333,255.16457979549884,0.011111111111111112,0.056818181818181816,27.0,38.0,1
65849,250.48344579899316,0.1111111111111111,0.03821656050955414,62.0,52.0,0
1201,253.07102013510354,0.001851851851851852,0.028985507246376812,66.0,72.0,0
19035,255.16457979549884,0.25,0.054945054945054944,37.0,42.0,1
8910,221.30966036200664,0.0025252525252525255,0.03424657534246575,32.0,49.0,0
55927,212.4345707117278,0.25,0.042735042735042736,40.0,51.0,0
27440,328.6846461118549,0.001890359168241966,0.027874564459930314,87.0,131.0,0
58442,246.01843833660627,0.003663003663003663,0.030303030303030304,84.0,58.0,0
99231,222.5239650712268,0.0033333333333333335,0.03418803418803419,34.0,66.0,1
