,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
100536,86.65386041779738,0.017543859649122806,0.0024875621890547263,790.0,4.0,1
525551,140.35858815812637,0.0008333333333333334,0.010830324909747292,215.0,21.0,1
3573,93.6078715428514,5.0730519480519484e-05,0.0027137042062415195,709.0,8.0,0
94489,278.6644395018769,5.1440329218106995e-05,0.006322444678609062,920.0,22.0,1
7664,49.14960635215586,0.09090909090909091,0.0011655011655011655,813.0,19.0,0
89442,148.08415380879472,7.086167800453515e-05,0.005136986301369863,506.0,26.0,1
5694,98.29921270431171,5.1440329218106995e-05,0.0014803849000740192,1267.0,10.0,0
72999,99.43092388760549,0.041666666666666664,0.004166666666666667,348.0,78.0,1
1698,93.63871753923272,0.0006901311249137336,0.00975609756097561,158.0,40.0,0
186411,56.37421105510021,0.125,0.010752688172043012,88.0,6.0,1
230566,109.33276604198633,0.00027056277056277056,0.005208333333333333,357.0,18.0,1
925,64.94683656800603,0.0008802816901408451,0.012048192771084338,69.0,14.0,0
1162800,98.5296489571951,0.0011574074074074073,0.004024144869215292,441.0,26.0,1
818001,64.94683656800603,0.004166666666666667,0.007874015748031496,125.0,1.0,1
560,47.505972717345145,0.05555555555555555,0.005747126436781609,150.0,8.0,0
593,56.446908843889574,0.002564102564102564,0.005952380952380952,150.0,2.0,0
183869,58.575984332210716,0.015384615384615385,0.038461538461538464,17.0,8.0,1
1300,56.0931640585996,0.007352941176470588,0.005952380952380952,163.0,3.0,0
10424,60.917709462742984,0.008771929824561403,0.0025,384.0,2.0,0
7621,95.32128808159743,0.02631578947368421,0.002355712603062426,813.0,7.0,0
989,59.36079115344385,0.041666666666666664,0.008064516129032258,69.0,50.0,0
10451,96.89288102001147,0.008771929824561403,0.004524886877828055,384.0,38.0,0
13953,59.568566188199476,0.006944444444444444,0.008403361344537815,106.0,4.0,0
9900,89.78183307931873,0.027777777777777776,0.014814814814814815,90.0,28.0,0
26934,98.29921270431171,0.02564102564102564,0.009259259259259259,192.0,20.0,0
19617,59.568566188199476,0.16666666666666666,0.0025974025974025974,368.0,1.0,0
13682,102.53723730891242,0.0012376237623762376,0.009569377990430622,170.0,31.0,0
444905,61.6792094731618,0.25,0.013157894736842105,75.0,2.0,1
440504,98.72276920586316,0.027777777777777776,0.017543859649122806,102.0,4.0,1
2063,102.53723730891242,0.0002768549280177187,0.006514657980456026,242.0,58.0,0
81233,284.24098905438393,0.004329004329004329,0.02643171806167401,197.0,24.0,1
1409741,232.2203662515641,0.014705882352941176,0.023809523809523808,169.0,33.0,1
866738,242.23220255002866,0.008403361344537815,0.002360717658168083,2094.0,11.0,1
1197777,265.3651472765885,0.08333333333333333,0.008264462809917356,645.0,42.0,1
1047109,430.35504654072923,0.16666666666666666,0.01631321370309951,525.0,37.0,1
858820,47.37349817573065,0.0009689922480620155,0.0016806722689075631,534.0,31.0,0
197236,43.73854014846979,0.0001277139208173691,0.0031847133757961785,192.0,69.0,0
504082,48.614414617600715,0.000925925925925926,0.0056179775280898875,102.0,66.0,0
435283,45.4154773030803,0.0002463054187192118,0.004329004329004329,182.0,43.0,0
1200914,52.61156511798914,0.00034211426616489907,0.0026455026455026454,337.0,30.0,0
