,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
118133,48.7088136857731,0.06666666666666667,0.002702702702702703,337.0,1.0,1
42591,320.562594765588,0.0004784688995215311,0.007525870178739417,1000.0,39.0,1
274680,157.8346953539674,0.00012436264146250465,0.004658385093167702,604.0,27.0,1
541,47.505972717345145,0.025,0.005681818181818182,150.0,10.0,0
34221,169.12263316530064,0.0002768549280177187,0.012345679012345678,144.0,56.0,1
818001,64.94683656800603,0.004166666666666667,0.007874015748031496,125.0,1.0,1
566,51.97644078061736,0.05555555555555555,0.005747126436781609,150.0,8.0,0
238176,59.36079115344385,0.0014124293785310734,0.0045045045045045045,217.0,4.0,1
190682,54.85086989315975,0.0049261083743842365,0.0029069767441860465,330.0,11.0,1
1100,52.82553696375535,0.00012436264146250465,0.009433962264150943,69.0,24.0,0
378,54.666383020993166,0.0011574074074074073,0.0019723865877712033,463.0,24.0,0
2421,54.255198752799856,0.00423728813559322,0.003367003367003367,281.0,14.0,0
999,54.85086989315975,0.00012436264146250465,0.00847457627118644,69.0,46.0,0
301,97.22882923520143,8.474576271186441e-05,0.003418803418803419,463.0,102.0,0
364,57.562486195179545,0.0011574074074074073,0.001953125,463.0,31.0,0
194959,52.82553696375535,0.16666666666666666,0.041666666666666664,22.0,2.0,1
744883,105.22313023597827,0.002457002457002457,0.003976143141153081,466.0,29.0,1
533,48.614414617600715,0.1,0.001937984496124031,463.0,34.0,0
669647,70.53288198256824,0.0004472271914132379,0.004672897196261682,191.0,17.0,1
942767,56.37421105510021,0.0013422818791946308,0.003787878787878788,254.0,10.0,1
222,105.22313023597827,8.685079034219212e-05,0.003913894324853229,463.0,31.0,0
844791,56.0931640585996,0.00019805902158843335,0.0015503875968992248,633.0,11.0,1
535,51.01772452767153,0.1,0.002036659877800407,463.0,7.0,0
105,109.33276604198633,8.685079034219212e-05,0.00404040404040404,463.0,15.0,0
64185,227.07738651540149,9.850275807722617e-05,0.010330578512396695,436.0,39.0,1
252557,112.1863281171992,0.0006793478260869565,0.004830917874396135,374.0,31.0,1
217751,109.7017397863195,6.089392278650591e-05,0.00425531914893617,466.0,6.0,1
936,54.85086989315975,0.0008802816901408451,0.010526315789473684,69.0,24.0,0
991,56.0931640585996,0.041666666666666664,0.008695652173913044,69.0,39.0,0
1162800,98.5296489571951,0.0011574074074074073,0.004024144869215292,441.0,26.0,1
10176,56.0931640585996,0.0023923444976076554,0.009615384615384616,90.0,10.0,1
89,140.45807630884906,8.685079034219212e-05,0.0055658627087198514,463.0,52.0,0
40,163.99914906297948,8.685079034219212e-05,0.006,463.0,16.0,0
697,51.97644078061736,0.0014925373134328358,0.0058823529411764705,150.0,4.0,0
309791,190.02389086938058,8.163265306122449e-05,0.008368200836820083,409.0,25.0,1
52,210.44626047195655,8.685079034219212e-05,0.008032128514056224,463.0,13.0,1
1260,56.0931640585996,6.69882100750268e-05,0.005813953488372093,163.0,7.0,0
947,61.6792094731618,0.0008802816901408451,0.00980392156862745,69.0,33.0,0
899406,51.97644078061736,0.015625,0.004219409282700422,234.0,3.0,1
542,83.1926707744178,0.025,0.009302325581395349,150.0,44.0,0
453863,123.3584189463236,6.1009090354462815e-05,0.014814814814814815,100.0,36.0,1
1335851,159.81295774244737,0.00022148394241417498,0.006,458.0,39.0,1
72999,99.43092388760549,0.041666666666666664,0.004166666666666667,348.0,78.0,1
322,57.562486195179545,8.474576271186441e-05,0.002061855670103093,463.0,4.0,0
1355734,112.74842211020042,0.0006313131313131314,0.009345794392523364,153.0,55.0,1
551,89.78183307931873,0.025,0.01020408163265306,150.0,27.0,0
502669,64.94683656800603,8.329168748958855e-05,0.0024752475247524753,402.0,2.0,1
913,51.97644078061736,0.030303030303030304,0.005952380952380952,150.0,2.0,0
677,86.07100930814585,0.002564102564102564,0.010582010582010581,150.0,24.0,0
783,98.72276920586316,0.0014925373134328358,0.011428571428571429,150.0,10.0,0
