,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
130578,94.94125970244299,0.00018155410312273057,0.001029654036243822,2167.0,166.0,1
910201,66.46569397612228,0.125,0.0030075187969924814,468.0,78.0,1
336623,41.162227486945135,0.0008403361344537816,0.0020242914979757085,178.0,200.0,1
185,35.40939462023555,0.0001249375312343828,0.001183431952662722,145.0,394.0,0
248253,64.29789152202227,7.861635220125786e-05,0.0006662225183211193,2074.0,151.0,1
76,40.133371038376445,0.0002937720329024677,0.0015174506828528073,59.0,367.0,0
60497,48.30510005161644,0.0017241379310344827,0.000598623166716552,1816.0,25.0,1
2285,41.54166876258168,0.00014351320321469576,0.0016051364365971107,81.0,355.0,0
41,40.459846371497356,0.0007936507936507937,0.00234192037470726,59.0,243.0,0
65,43.30538187770712,0.0002937720329024677,0.0029154518950437317,59.0,195.0,0
36429,49.000724210767125,1.0,0.001838235294117647,15.0,344.0,1
198544,42.90974887488181,0.000946969696969697,0.000432152117545376,2101.0,125.0,1
346754,36.89792865671846,0.022727272727272728,0.001402524544179523,497.0,113.0,1
387662,40.26407226923159,0.008403361344537815,0.0004380201489268506,2110.0,263.0,1
444631,32.791798230134134,0.5,0.0012547051442910915,313.0,310.0,1
463612,83.88560777139533,7.704160246533128e-05,0.0022598870056497176,113.0,379.0,1
213,34.401445679923555,0.0017094017094017094,0.0014184397163120568,145.0,374.0,0
829126,36.3576098528227,0.0001987281399046105,0.0009794319294809011,716.0,86.0,1
462872,34.71856477744255,0.00041118421052631577,0.001349527665317139,394.0,209.0,1
114,46.406143840388744,0.00022153300841825432,0.003703703703703704,59.0,187.0,0
186,42.23159347599296,0.0001249375312343828,0.0048543689320388345,145.0,35.0,0
453585,32.44899399361813,0.16666666666666666,0.000777000777000777,358.0,474.0,1
28,80.91969274299471,0.0007936507936507937,0.003316749585406302,59.0,360.0,0
337,20.638990074399032,0.0035087719298245615,0.000315357931251971,1664.0,156.0,0
184603,81.71188622222897,0.5,0.004618937644341801,38.0,250.0,1
632781,45.80736766535517,0.020833333333333332,0.0031746031746031746,73.0,182.0,1
460890,80.26674207675289,0.0024630541871921183,0.0016051364365971107,88.0,522.0,1
8,40.133371038376445,0.01282051282051282,0.002785515320334262,59.0,219.0,0
663636,38.374410873673376,0.25,0.002421307506053269,68.0,235.0,1
923999,113.92337986123069,0.00033456005352960856,0.015503875968992248,56.0,70.0,1
55,43.30538187770712,0.020833333333333332,0.0020161290322580645,59.0,260.0,0
443451,48.508660444747264,0.0003787878787878788,0.002012072434607646,47.0,285.0,1
