,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
1727,58.22553786940321,0.04,0.02857142857142857,27.0,42.0,1
9590,35.543017004155395,1.0,0.041666666666666664,21.0,2.0,1
15495,57.604004728045716,0.00510204081632653,0.01015228426395939,119.0,20.0,1
12529,31.580037487819826,0.011111111111111112,0.011235955056179775,30.0,45.0,1
13581,84.7532393737987,0.0034602076124567475,0.016483516483516484,62.0,96.0,1
369,31.36262378063308,0.001984126984126984,0.007692307692307693,18.0,94.0,0
59745,50.2537822163393,0.0625,0.008620689655172414,108.0,107.0,1
3458,141.3757296611469,1.0,0.4444444444444444,6.0,1.0,1
60,48.350808195642664,0.002824858757062147,0.0072992700729927005,56.0,154.0,0
66,28.74709278228795,0.004166666666666667,0.008620689655172414,56.0,49.0,0
33250,32.456893250948774,0.005208333333333333,0.008264462809917356,71.0,31.0,1
63997,73.95124362647935,0.009615384615384616,0.045454545454545456,25.0,16.0,1
17002,30.020646745431762,0.020833333333333332,0.010309278350515464,29.0,66.0,1
57695,27.847132310917917,0.1111111111111111,0.008264462809917356,54.0,57.0,1
147,32.26624146620151,0.002,0.009345794392523364,24.0,58.0,0
27,31.935277998767763,0.004048582995951417,0.008695652173913044,38.0,57.0,0
846,31.36262378063308,0.0011123470522803114,0.013157894736842105,29.0,38.0,1
176,30.672966656016154,0.015625,0.0078125,24.0,71.0,0
16415,27.22676630252074,1.0,0.005747126436781609,88.0,58.0,1
182,27.573636445062586,0.012987012987012988,0.007633587786259542,54.0,44.0,0
775,31.935277998767763,0.001893939393939394,0.010101010101010102,29.0,58.0,0
21645,32.0071185599074,0.0030959752321981426,0.009259259259259259,68.0,20.0,1
24,31.935277998767763,0.015625,0.009523809523809525,38.0,45.0,0
52,26.49833868869436,0.07142857142857142,0.007194244604316547,56.0,60.0,0
18576,58.011839651195885,0.0014184397163120568,0.009708737864077669,112.0,53.0,1
37801,33.12132490889616,0.0018115942028985507,0.007042253521126761,81.0,57.0,1
235,29.91364457008331,0.00196078431372549,0.008849557522123894,54.0,36.0,0
47144,98.82004210988842,0.009615384615384616,0.046875,48.0,14.0,1
637,25.070399082716946,0.0023923444976076554,0.006578947368421052,74.0,35.0,0
202,26.987229780782467,0.125,0.00625,54.0,39.0,0
16,33.12132490889616,0.002380952380952381,0.009900990099009901,38.0,39.0,0
411,28.40366664612354,0.002,0.0056179775280898875,103.0,53.0,0
28001,30.96620711228367,1.0,0.009615384615384616,24.0,56.0,1
204,31.02460987041342,0.012345679012345678,0.009523809523809525,54.0,28.0,0
179,29.005919825597942,0.012987012987012988,0.01020408163265306,54.0,22.0,0
14,33.12132490889616,0.002380952380952381,0.010309278350515464,38.0,33.0,0
477,30.81853747740102,0.001451378809869376,0.005988023952095809,103.0,51.0,0
64086,30.81853747740102,0.0007541478129713424,0.010101010101010102,62.0,20.0,1
14195,32.73532829038444,0.002770083102493075,0.006289308176100629,101.0,27.0,1
10749,35.33726603969192,0.0017857142857142857,0.013513513513513514,35.0,39.0,1
175,30.020646745431762,0.015625,0.010752688172043012,24.0,66.0,0
20783,29.382199678335805,0.5,0.009009009009009009,49.0,51.0,1
616,27.19797255921335,0.05,0.007142857142857143,74.0,28.0,0
263,80.68558512589381,0.002,0.03389830508474576,32.0,14.0,0
19802,73.61104623279537,0.002506265664160401,0.03571428571428571,37.0,16.0,1
268,75.96110559913943,0.002,0.031746031746031744,32.0,17.0,0
44410,108.31533299146984,0.002,0.05660377358490566,23.0,20.0,1
1076,42.00109919761908,0.002976190476190476,0.004608294930875576,101.0,140.0,0
5004,36.44752288275134,0.0030959752321981426,0.01818181818181818,33.0,11.0,1
1430,33.94227725119701,0.3333333333333333,0.006289308176100629,20.0,133.0,0
291,34.98875227838594,0.003401360544217687,0.010526315789473684,38.0,34.0,0
196,52.92534228946496,0.25,0.00796812749003984,54.0,151.0,0
24629,56.5889143005098,0.001443001443001443,0.010416666666666666,43.0,103.0,1
46467,71.08603400831079,0.002173913043478261,0.03333333333333333,41.0,13.0,1
141,32.26624146620151,0.002,0.011627906976744186,24.0,59.0,0
10,34.65040531978519,0.002380952380952381,0.012048192771084338,38.0,22.0,0
127,29.81473342004669,0.0011574074074074073,0.01020408163265306,56.0,38.0,0
1406,58.875345758646546,1.0,0.007042253521126761,20.0,252.0,1
24225,43.80146483810307,0.02,0.007874015748031496,87.0,126.0,1
37405,31.935277998767763,0.002380952380952381,0.016129032258064516,17.0,31.0,1
52154,34.51183618697126,0.0007541478129713424,0.008928571428571428,60.0,35.0,1
177,29.005919825597942,0.14285714285714285,0.009009009009009009,54.0,25.0,0
337,30.744458332654556,0.0007541478129713424,0.011235955056179775,21.0,55.0,0
209,34.47558329576425,0.002506265664160401,0.011111111111111112,54.0,16.0,0
703,28.238449489566435,0.0625,0.012345679012345678,38.0,33.0,0
381,28.90926861367205,0.1,0.01020408163265306,18.0,57.0,0
1005,42.71309572827492,0.002631578947368421,0.005698005698005698,101.0,71.0,0
3250,34.65040531978519,0.0006666666666666666,0.012658227848101266,36.0,43.0,1
441,29.45855275243055,0.000641025641025641,0.0072992700729927005,103.0,21.0,0
168,32.26624146620151,0.047619047619047616,0.011627906976744186,24.0,51.0,0
26367,106.70072087126766,0.008771929824561403,0.026845637583892617,73.0,34.0,1
12438,87.3649042313601,1.0,0.02586206896551724,69.0,39.0,1
41871,88.49733961696397,0.004166666666666667,0.03409090909090909,55.0,29.0,1
19829,89.74093371024993,0.0033222591362126247,0.020689655172413793,49.0,80.0,1
16728,145.0295991279897,0.25,0.06329113924050633,37.0,25.0,1
42980,87.01775947679381,0.006493506493506494,0.046153846153846156,30.0,15.0,0
55516,27.822808935947737,0.003125,0.004694835680751174,38.0,145.0,0
16097,26.374983696852322,0.0026455026455026454,0.0038314176245210726,91.0,105.0,0
