,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
151351,86.14247611154208,0.0024630541871921183,0.001433349259436216,1340.0,158.0,1
267,33.03123043613702,0.00046685340802987864,0.0011737089201877935,145.0,396.0,0
59,43.30538187770712,0.0002937720329024677,0.002898550724637681,59.0,202.0,0
159083,62.20477024214192,0.1,0.0017683465959328027,489.0,336.0,1
52080,55.608970179687404,0.006944444444444444,0.0006963788300835655,2013.0,300.0,1
2684,52.16821441115252,0.00028546959748786756,0.001027221366204417,853.0,410.0,0
499,60.30453705017323,0.00019290123456790122,0.0008389261744966443,1664.0,389.0,0
376,59.81793253760575,0.001282051282051282,0.0008424599831508003,1664.0,338.0,0
364,64.54574695952908,0.001851851851851852,0.0008759124087591241,1664.0,323.0,0
559551,40.62919820266213,1.0,0.0020920502092050207,212.0,185.0,1
50260,85.27400073365801,0.0016,0.00088948187680676,2050.0,190.0,1
685469,64.77657343172417,0.0004166666666666667,0.0016090104585679806,631.0,325.0,1
505926,53.271043758700706,0.001182033096926714,0.001488095238095238,763.0,212.0,1
109528,61.26286906713844,8.158603247124092e-05,0.0006321112515802782,2176.0,83.0,1
663636,38.374410873673376,0.25,0.002421307506053269,68.0,235.0,1
217,35.78793076649037,0.00012663036596175764,0.0016474464579901153,145.0,298.0,0
38,42.82119307436596,0.0007936507936507937,0.0018214936247723133,59.0,291.0,0
387650,25.484659799294207,0.008403361344537815,0.00023679848448969926,2110.0,26.0,1
887,61.9169702231971,0.0010526315789473684,0.0009121313469139556,1664.0,194.0,0
1020,20.101512350057742,0.004807692307692308,0.00030193236714975844,1664.0,241.0,0
586043,45.66672858057572,0.025,0.002380952380952381,54.0,242.0,1
343489,41.452770079257995,0.00013815971262779773,0.001976284584980237,386.0,24.0,1
281,32.791798230134134,0.006993006993006993,0.0012919896640826874,145.0,379.0,0
364397,73.98814735708225,0.0001411631846414455,0.0010911074740861974,1818.0,286.0,1
5632,33.280854259928105,0.05,0.0016778523489932886,202.0,250.0,1
153,37.096728961541075,0.0001249375312343828,0.0025575447570332483,145.0,184.0,0
189,32.791798230134134,0.018518518518518517,0.0014619883040935672,145.0,320.0,0
198544,42.90974887488181,0.000946969696969697,0.000432152117545376,2101.0,125.0,1
369129,39.56512621676133,0.002770083102493075,0.002320185614849188,142.0,214.0,1
539,62.5148535584911,0.047619047619047616,0.0009357454772301934,1664.0,179.0,0
359,79.75724338347433,0.001851851851851852,0.0011402508551881414,1664.0,370.0,0
387662,40.26407226923159,0.008403361344537815,0.0004380201489268506,2110.0,263.0,1
186,42.23159347599296,0.0001249375312343828,0.0048543689320388345,145.0,35.0,0
753986,79.8401506408177,0.00034317089910775565,0.0011312217194570137,1171.0,273.0,1
417015,79.04545838196874,0.0005714285714285715,0.0023952095808383233,154.0,433.0,1
874,71.7961431885646,0.0010526315789473684,0.0009630818619582664,1664.0,116.0,0
233,34.10059642518484,0.041666666666666664,0.002793296089385475,145.0,125.0,0
722140,53.7422372004195,0.0625,0.001256281407035176,842.0,325.0,1
10,42.368264697194135,0.01282051282051282,0.0027397260273972603,59.0,238.0,0
477,77.42737109572855,7.722007722007723e-05,0.0011173184357541898,1664.0,372.0,0
443451,48.508660444747264,0.0003787878787878788,0.002012072434607646,47.0,285.0,1
346754,36.89792865671846,0.022727272727272728,0.001402524544179523,497.0,113.0,1
462872,34.71856477744255,0.00041118421052631577,0.001349527665317139,394.0,209.0,1
283,35.05381456810465,0.000992063492063492,0.0022727272727272726,145.0,226.0,0
690686,80.10151661018125,0.002932551319648094,0.001015572105619499,1674.0,34.0,1
283362,54.69541416795647,0.0001984126984126984,0.0011254924029262803,1020.0,268.0,1
750303,77.41789438843735,0.002770083102493075,0.005235602094240838,86.0,218.0,1
358300,29.654574404975428,0.06666666666666667,0.0010277492291880781,460.0,283.0,1
14,45.66672858057572,0.01282051282051282,0.002932551319648094,59.0,209.0,0
58,49.25167934659851,0.020833333333333332,0.007407407407407408,59.0,63.0,0
41,40.459846371497356,0.0007936507936507937,0.00234192037470726,59.0,243.0,0
637,80.40604940023097,0.00014351320321469576,0.0011431837667905116,1664.0,356.0,0
340,82.55596029759613,0.0035087719298245615,0.0011412268188302425,1664.0,332.0,0
877269,68.80289135984711,0.0058823529411764705,0.0044943820224719105,139.0,191.0,1
192214,111.84818760255438,0.0016,0.0011768661735036988,2300.0,401.0,1
182,82.32445497389027,0.0001249375312343828,0.008064516129032258,145.0,74.0,0
519,86.06099594603879,0.00019290123456790122,0.0011267605633802818,1664.0,322.0,0
316366,63.201646731532726,0.0001249375312343828,0.0008761682242990654,1807.0,173.0,1
764184,62.58766501884122,0.0036231884057971015,0.010869565217391304,68.0,25.0,1
163948,83.72453523706129,0.018518518518518517,0.005,59.0,218.0,1
428,82.55596029759613,0.0005555555555555556,0.0012146978439113271,1664.0,225.0,0
453585,32.44899399361813,0.16666666666666666,0.000777000777000777,358.0,474.0,1
114999,24.564106359919382,0.0001984126984126984,0.00028793550244745177,1854.0,59.0,1
484,99.69655422934291,0.00010411244143675169,0.0015342129487572874,1664.0,194.0,0
463612,83.88560777139533,7.704160246533128e-05,0.0022598870056497176,113.0,379.0,1
