,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
523053,75.9074875491415,0.002770083102493075,0.003246753246753247,274.0,237.0,1
26,42.368264697194135,0.0007936507936507937,0.0027397260273972603,59.0,233.0,0
190627,68.59326618910426,0.00026371308016877635,0.0016556291390728477,889.0,87.0,1
386,62.5148535584911,0.001282051282051282,0.0009196811771919068,1664.0,178.0,0
289280,58.7830340145315,0.0125,0.0014054813773717498,912.0,81.0,1
527682,88.14080440526905,0.0001223091976516634,0.0009134505594884677,2111.0,164.0,1
1138,69.1673664522326,0.0007716049382716049,0.0009345794392523365,1664.0,170.0,0
208,65.58359646026827,0.0017094017094017094,0.0027397260273972603,145.0,390.0,0
50260,85.27400073365801,0.0016,0.00088948187680676,2050.0,190.0,1
439219,57.187479070133485,1.0,0.0019305019305019305,521.0,315.0,1
2279,50.53120365838279,0.00014351320321469576,0.005747126436781609,81.0,71.0,0
109536,62.854435718692116,8.158603247124092e-05,0.0006353240152477764,2176.0,61.0,1
698887,54.37884323277906,0.01282051282051282,0.0010298661174047373,1144.0,254.0,1
804458,65.97960971538588,0.0007017543859649122,0.0018231540565177757,357.0,415.0,1
934327,59.40958211186581,0.014285714285714285,0.000968054211035818,1043.0,217.0,1
462,61.35142110432776,0.00013904338153503893,0.0008453085376162299,1664.0,376.0,0
369955,49.000724210767125,0.0026455026455026454,0.0036900369003690036,211.0,29.0,1
2730,53.03767548345831,9.713453132588635e-05,0.0010621348911311736,853.0,402.0,0
226963,50.08454062014038,0.25,0.004098360655737705,44.0,170.0,1
321410,60.848169527441385,8.158603247124092e-05,0.0006172839506172839,2163.0,133.0,1
283362,54.69541416795647,0.0001984126984126984,0.0011254924029262803,1020.0,268.0,1
632781,45.80736766535517,0.020833333333333332,0.0031746031746031746,73.0,182.0,1
95639,205.81113743472568,0.0008403361344537816,0.0057670126874279125,142.0,391.0,1
47,45.66672858057572,0.0007936507936507937,0.00425531914893617,59.0,159.0,0
623118,42.45209262896273,0.25,0.0018248175182481751,35.0,340.0,1
443451,48.508660444747264,0.0003787878787878788,0.002012072434607646,47.0,285.0,1
539,62.5148535584911,0.047619047619047616,0.0009357454772301934,1664.0,179.0,0
1822,47.86409545904307,0.05,0.0006611570247933885,1664.0,23.0,0
663636,38.374410873673376,0.25,0.002421307506053269,68.0,235.0,1
71,41.54166876258168,0.0002937720329024677,0.0012953367875647669,59.0,377.0,0
346754,36.89792865671846,0.022727272727272728,0.001402524544179523,497.0,113.0,1
52080,55.608970179687404,0.006944444444444444,0.0006963788300835655,2013.0,300.0,1
60,41.162227486945135,0.0002937720329024677,0.0017094017094017094,59.0,304.0,0
280,37.60707457754568,0.006993006993006993,0.0022172949002217295,145.0,215.0,0
14,45.66672858057572,0.01282051282051282,0.002932551319648094,59.0,209.0,0
5632,33.280854259928105,0.05,0.0016778523489932886,202.0,250.0,1
192,33.81442871643818,0.010101010101010102,0.0017857142857142857,145.0,282.0,0
4771,50.93053861571462,0.0026041666666666665,0.0010775862068965517,829.0,416.0,0
11,48.16985695551419,0.01282051282051282,0.008064516129032258,59.0,51.0,0
2515,52.16821441115252,0.00013779798814937303,0.0012911555842479018,853.0,184.0,0
76391,52.6691999946283,0.006896551724137931,0.0013012361743656475,837.0,234.0,1
762,75.43157021110068,0.00019805902158843335,0.001037344398340249,1664.0,449.0,0
12,49.25167934659851,0.01282051282051282,0.009009009009009009,59.0,32.0,0
514,66.15818013255294,0.00019290123456790122,0.0009055236945366737,1664.0,240.0,0
387662,40.26407226923159,0.008403361344537815,0.0004380201489268506,2110.0,263.0,1
298434,54.34692980165221,0.00014934289127837514,0.0007171886206072197,1901.0,281.0,1
410961,73.37865327725984,0.0001411631846414455,0.0010784578053383662,1829.0,287.0,1
939,82.55596029759613,7.296074711805048e-05,0.0012281240405280934,1664.0,193.0,0
316366,63.201646731532726,0.0001249375312343828,0.0008761682242990654,1807.0,173.0,1
966,60.81488756768137,0.041666666666666664,0.0008802816901408451,1664.0,292.0,0
670837,133.12976159718403,0.0007107320540156361,0.00132375189107413,2233.0,272.0,1
357746,144.4713229935151,0.0001249375312343828,0.004561003420752566,272.0,387.0,1
732016,206.421378442894,0.0010964912280701754,0.005368098159509203,534.0,339.0,1
179159,139.04020150236136,0.0001411631846414455,0.0015854141894569957,2219.0,298.0,1
903043,455.09572651914186,0.0007017543859649122,0.01105379513633014,660.0,323.0,1
210952,25.850134245056903,0.000165809981760902,0.0005350454788657035,831.0,438.0,0
612355,31.01078030719092,0.0016339869281045752,0.0009191176470588235,587.0,212.0,0
735788,30.736483762398066,0.0003831417624521073,0.0005998800239952009,885.0,389.0,0
504215,21.069820044256552,0.00011337868480725624,0.0002842524161455372,1793.0,189.0,0
246392,40.630817182092024,0.0006587615283267457,0.0004811161895597787,2051.0,225.0,0
