,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
130578,94.94125970244299,0.00018155410312273057,0.001029654036243822,2167.0,166.0,1
62,43.30538187770712,0.0002937720329024677,0.00141643059490085,59.0,395.0,0
473048,68.829884473613,0.001488095238095238,0.0018399264029438822,582.0,353.0,1
436,60.81488756768137,0.00013904338153503893,0.0008476970895733258,1664.0,357.0,0
381351,56.01656251354133,0.16666666666666666,0.002229654403567447,444.0,259.0,1
369955,49.000724210767125,0.0026455026455026454,0.0036900369003690036,211.0,29.0,1
58772,32.23724140620929,0.5,0.0016181229773462784,410.0,134.0,1
205,35.05381456810465,0.0017094017094017094,0.001310615989515072,145.0,362.0,0
557378,40.54950215667459,0.00017507002801120448,0.0017211703958691911,58.0,304.0,1
189,32.791798230134134,0.018518518518518517,0.0014619883040935672,145.0,320.0,0
670837,133.12976159718403,0.0007107320540156361,0.00132375189107413,2233.0,272.0,1
357746,144.4713229935151,0.0001249375312343828,0.004561003420752566,272.0,387.0,1
732016,206.421378442894,0.0010964912280701754,0.005368098159509203,534.0,339.0,1
179159,139.04020150236136,0.0001411631846414455,0.0015854141894569957,2219.0,298.0,1
903043,455.09572651914186,0.0007017543859649122,0.01105379513633014,660.0,323.0,1
210952,25.850134245056903,0.000165809981760902,0.0005350454788657035,831.0,438.0,0
612355,31.01078030719092,0.0016339869281045752,0.0009191176470588235,587.0,212.0,0
735788,30.736483762398066,0.0003831417624521073,0.0005998800239952009,885.0,389.0,0
504215,21.069820044256552,0.00011337868480725624,0.0002842524161455372,1793.0,189.0,0
246392,40.630817182092024,0.0006587615283267457,0.0004811161895597787,2051.0,225.0,0
