,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
4738,85.81190204671942,0.025,0.03488372093023256,38.0,39.0,1
9395,39.27535885455576,1.0,0.0196078431372549,34.0,17.0,1
7172,34.07829579150304,0.004166666666666667,0.013333333333333334,28.0,47.0,1
1406,58.875345758646546,1.0,0.007042253521126761,20.0,252.0,1
25923,73.61104623279537,0.02040816326530612,0.06666666666666667,20.0,7.0,1
191,43.41092833269323,0.012195121951219513,0.004784688995215311,54.0,146.0,0
56900,56.5889143005098,0.003703703703703704,0.009216589861751152,53.0,105.0,1
19,29.437126701394636,0.002380952380952381,0.0072992700729927005,38.0,54.0,0
64,27.874766864616365,0.004166666666666667,0.008333333333333333,56.0,58.0,0
28183,30.672966656016154,1.0,0.008849557522123894,38.0,69.0,1
26367,106.70072087126766,0.008771929824561403,0.026845637583892617,73.0,34.0,1
12438,87.3649042313601,1.0,0.02586206896551724,69.0,39.0,1
41871,88.49733961696397,0.004166666666666667,0.03409090909090909,55.0,29.0,1
19829,89.74093371024993,0.0033222591362126247,0.020689655172413793,49.0,80.0,1
16728,145.0295991279897,0.25,0.06329113924050633,37.0,25.0,1
42980,87.01775947679381,0.006493506493506494,0.046153846153846156,30.0,15.0,0
55516,27.822808935947737,0.003125,0.004694835680751174,38.0,145.0,0
16097,26.374983696852322,0.0026455026455026454,0.0038314176245210726,91.0,105.0,0
8026,26.18177721447666,0.009259259259259259,0.006622516556291391,30.0,104.0,0
63474,24.7874760642156,0.003861003861003861,0.004405286343612335,41.0,167.0,0
