,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2,label
5751,84.7153484686993,0.0030959752321981426,0.02040816326530612,55.0,47.0,1
2122,206.05988690976247,0.03125,0.04487179487179487,23.0,119.0,1
8834,65.88002807325894,0.1111111111111111,0.04,39.0,10.0,1
140,38.35070571792637,0.022727272727272728,0.02631578947368421,24.0,13.0,1
2024,35.543017004155395,0.0034965034965034965,0.013157894736842105,39.0,26.0,1
846,31.36262378063308,0.0011123470522803114,0.013157894736842105,29.0,38.0,1
1406,58.875345758646546,1.0,0.007042253521126761,20.0,252.0,1
53677,29.437126701394636,0.00510204081632653,0.00625,76.0,66.0,1
58119,86.30096255343574,0.009615384615384616,0.06451612903225806,15.0,15.0,1
0,29.437126701394636,0.07142857142857142,0.005208333333333333,38.0,93.0,0
126,27.874766864616365,0.0011574074074074073,0.006802721088435374,56.0,65.0,0
1216,29.437672879323273,0.00909090909090909,0.005714285714285714,67.0,67.0,0
296,47.77318696052122,0.0015873015873015873,0.005988023952095809,38.0,144.0,0
44410,108.31533299146984,0.002,0.05660377358490566,23.0,20.0,1
420,30.81853747740102,0.002,0.006289308176100629,103.0,46.0,0
54266,29.437126701394636,0.00510204081632653,0.006578947368421052,71.0,65.0,1
97,27.874766864616365,0.0037593984962406013,0.007246376811594203,56.0,68.0,0
57695,27.847132310917917,0.1111111111111111,0.008264462809917356,54.0,57.0,1
79,26.49833868869436,0.02857142857142857,0.007462686567164179,56.0,51.0,0
58694,55.14727289012517,0.001443001443001443,0.010309278350515464,57.0,97.0,1
69,28.74709278228795,0.004166666666666667,0.007633587786259542,56.0,62.0,0
91,26.49833868869436,0.0037593984962406013,0.008130081300813009,56.0,56.0,0
58,27.137225810203482,0.07142857142857142,0.008403361344537815,56.0,49.0,0
61531,33.94227725119701,0.00390625,0.007407407407407408,35.0,91.0,1
1009,47.67298263248733,0.002631578947368421,0.006230529595015576,101.0,53.0,0
578,31.9851944697009,0.007042253521126761,0.006493506493506494,37.0,90.0,0
276,31.580037487819826,0.0016611295681063123,0.007692307692307693,32.0,68.0,0
23,29.437126701394636,0.015625,0.008695652173913044,38.0,44.0,0
784,30.96620711228367,0.011363636363636364,0.010638297872340425,29.0,44.0,0
36466,31.02460987041342,0.008928571428571428,0.00819672131147541,81.0,18.0,1
2169,33.94227725119701,0.002,0.008333333333333333,39.0,58.0,1
28183,30.672966656016154,1.0,0.008849557522123894,38.0,69.0,1
27,31.935277998767763,0.004048582995951417,0.008695652173913044,38.0,57.0,0
210,29.91364457008331,0.002506265664160401,0.008695652173913044,54.0,37.0,0
179,29.005919825597942,0.012987012987012988,0.01020408163265306,54.0,22.0,0
24839,27.573636445062586,1.0,0.007575757575757576,43.0,65.0,1
1461,27.874766864616365,0.05555555555555555,0.012345679012345678,47.0,30.0,0
141,32.26624146620151,0.002,0.011627906976744186,24.0,59.0,0
877,25.628016711287255,0.25,0.0072992700729927005,29.0,89.0,0
473,30.81853747740102,0.0009157509157509158,0.008,103.0,13.0,0
378,27.744489555541584,0.1,0.008620689655172414,18.0,88.0,0
511,28.22796591782881,0.05555555555555555,0.013333333333333334,36.0,31.0,0
174,32.26624146620151,0.015625,0.01639344262295082,24.0,30.0,0
1095,31.586382434865712,0.0011123470522803114,0.010309278350515464,63.0,20.0,0
217,47.64166215770231,0.002506265664160401,0.006872852233676976,54.0,132.0,0
16775,51.34971584840363,0.0030959752321981426,0.010471204188481676,83.0,55.0,1
505,30.192513642097953,0.16666666666666666,0.015384615384615385,36.0,21.0,0
162,33.27599623234974,0.001984126984126984,0.007407407407407408,24.0,94.0,0
55904,33.13112815139902,0.004166666666666667,0.01639344262295082,27.0,26.0,1
429,30.81853747740102,0.5,0.005681818181818182,103.0,59.0,0
504,30.192513642097953,0.0006779661016949153,0.020833333333333332,36.0,4.0,0
44,31.19116159596869,0.1111111111111111,0.014925373134328358,56.0,5.0,0
14,33.12132490889616,0.002380952380952381,0.010309278350515464,38.0,33.0,0
157,33.27599623234974,0.1,0.017241379310344827,24.0,31.0,0
1871,55.96813992754707,0.0014184397163120568,0.006493506493506494,100.0,113.0,0
407,50.2537822163393,0.002,0.008620689655172414,103.0,98.0,0
24225,43.80146483810307,0.02,0.007874015748031496,87.0,126.0,1
10903,56.85474387049281,0.0026455026455026454,0.009433962264150943,26.0,140.0,1
37184,34.02906421960072,0.0018115942028985507,0.0078125,75.0,50.0,1
345,32.56831786754327,0.018518518518518517,0.023809523809523808,21.0,15.0,0
26367,106.70072087126766,0.008771929824561403,0.026845637583892617,73.0,34.0,1
12438,87.3649042313601,1.0,0.02586206896551724,69.0,39.0,1
41871,88.49733961696397,0.004166666666666667,0.03409090909090909,55.0,29.0,1
19829,89.74093371024993,0.0033222591362126247,0.020689655172413793,49.0,80.0,1
16728,145.0295991279897,0.25,0.06329113924050633,37.0,25.0,1
42980,87.01775947679381,0.006493506493506494,0.046153846153846156,30.0,15.0,0
55516,27.822808935947737,0.003125,0.004694835680751174,38.0,145.0,0
16097,26.374983696852322,0.0026455026455026454,0.0038314176245210726,91.0,105.0,0
8026,26.18177721447666,0.009259259259259259,0.006622516556291391,30.0,104.0,0
63474,24.7874760642156,0.003861003861003861,0.004405286343612335,41.0,167.0,0
