id_l,id_r,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_js,description_tv,description_oc,description_cs,description_bag,description_rO,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,manufacturer_bag,manufacturer_rO,price_div,label
b000hcz8gm,http://www.google.com/base/feeds/snippets/13673799320876526338,0.7735849056603774,0.7735849056603774,0.9111111111111112,0.8731313054999179,0.8367346938775511,0.7872340425531915,0.031262687779131104,0.031262687779131104,0.9935483870967742,0.1762591836469205,0.03126903553299487,0.04921259842519685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
b000hhvbdq,http://www.google.com/base/feeds/snippets/9685850187894108398,0.2542372881355932,0.2542372881355932,1.0,0.5042194840896107,0.2542372881355932,0.40540540540540543,0.3657407407407407,0.3657407407407407,0.9556451612903226,0.5962834965046222,0.37205651491365777,0.2485875706214689,0.125,0.125,0.3333333333333333,0.2357022603955159,0.16666666666666666,0.2222222222222222,0.7697697697697697,1
b000ujw3ss,http://www.google.com/base/feeds/snippets/16548551216650905466,0.21250000000000002,0.21250000000000002,0.8095238095238095,0.4255322481734951,0.22368421052631582,0.26804123711340205,0.07058823529411762,0.07058823529411762,0.8571428571428571,0.24743582965269673,0.0714285714285714,0.10256410256410256,0.050000000000000044,0.050000000000000044,0.33333333333333326,0.13608276348795434,0.05555555555555558,0.09523809523809523,0.28467811158798284,0
b000k7ving,http://www.google.com/base/feeds/snippets/13468530879861986847,0.5945945945945946,0.5945945945945946,0.9565217391304348,0.7645528515426074,0.6111111111111112,0.7457627118644068,0.038263428991905823,0.038263428991905823,0.981132075471698,0.1938275578523615,0.03829160530191456,0.06094968107725018,0.25,0.25,0.6666666666666666,0.4364357804719847,0.2857142857142857,0.4,0.99799899949975,1
b000i8od4i,http://www.google.com/base/feeds/snippets/18213081663134894535,0.7014925373134329,0.7014925373134329,0.8545454545454545,0.8250694512486008,0.7966101694915254,0.7017543859649122,0.09363745498199284,0.09363745498199284,0.912280701754386,0.2935979416597996,0.094488188976378,0.07025246981339188,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.2581988897471611,0.2,0.25,0.5347619047619048,1
b000t9luce,http://www.google.com/base/feeds/snippets/11487394514676430806,0.30434782608695654,0.30434782608695654,0.6086956521739131,0.47991381913374265,0.3783783783783784,0.2,0.036869448634154534,0.036869448634154534,0.9865470852017937,0.19076620137115285,0.03688799463447345,0.05236786811055439,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.40824829046386313,0.25,0.36363636363636365,0.054752737636881835,0
b000byr41s,http://www.google.com/base/feeds/snippets/825708128584676723,0.23076923076923084,0.23076923076923084,1.0,0.4803844614152615,0.23076923076923075,0.375,0.2665198237885462,0.2665198237885462,0.8768115942028986,0.4927255791364564,0.2768878718535469,0.21217391304347827,0.11111111111111116,0.11111111111111116,0.3333333333333333,0.2182178902359924,0.1428571428571429,0.2,1.0,1
b000k6b3zu,http://www.google.com/base/feeds/snippets/257434657988780139,0.4166666666666667,0.4166666666666667,1.0,0.6454972243679028,0.4166666666666666,0.5882352941176471,0.17049408489909534,0.17049408489909534,0.9919028340080972,0.4115206730443148,0.1707317073170732,0.18430439952437566,0.09090909090909094,0.09090909090909094,0.3333333333333333,0.19245008972987526,0.11111111111111116,0.16666666666666666,0.7999959999199984,1
b000jz4hqo,http://www.google.com/base/feeds/snippets/13429083937059707287,0.43157894736842106,0.43157894736842106,0.8723404255319149,0.6339279851951471,0.4606741573033708,0.2794117647058824,0.021428571428571463,0.021428571428571463,1.0,0.14638501094227996,0.021428571428571463,0.04195804195804196,0.08333333333333337,0.08333333333333337,0.3333333333333333,0.18257418583505536,0.09999999999999998,0.15384615384615385,0.0,0
b000fnevhk,http://www.google.com/base/feeds/snippets/13218397055165778921,0.23404255319148937,0.23404255319148937,0.7857142857142857,0.4432026302139591,0.25,0.1896551724137931,0.1383874849578821,0.1383874849578821,0.9704641350210971,0.36724396186403196,0.13897280966767367,0.07928118393234672,0.11111111111111116,0.11111111111111116,0.33333333333333326,0.21821789023599236,0.1428571428571429,0.2,0.0880107698413316,0
b000ickl1s,http://www.google.com/base/feeds/snippets/13440353610523579374,0.2272727272727273,0.2272727272727273,0.8695652173913043,0.4523312730319007,0.2352941176470589,0.16666666666666666,0.2422110552763819,0.2422110552763819,0.9640000000000001,0.4854098454427334,0.244421906693712,0.19741100323624594,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.2,0.3076923076923077,0.0,0
b000ujw3ss,http://www.google.com/base/feeds/snippets/18427191929555331953,0.24193548387096775,0.24193548387096775,0.7142857142857143,0.4374088826398532,0.2678571428571429,0.2597402597402597,0.21052631578947367,0.21052631578947367,0.38095238095238093,0.34914862437758776,0.31999999999999995,0.17391304347826086,0.050000000000000044,0.050000000000000044,0.33333333333333326,0.13608276348795434,0.05555555555555558,0.09523809523809523,0.017470672389127324,0
b0006i7glw,http://www.google.com/base/feeds/snippets/16445577344159065644,0.5416666666666666,0.5416666666666666,0.8125,0.7092081432669752,0.6190476190476191,0.4864864864864865,0.5,0.5,0.7142857142857143,0.6681531047810609,0.625,0.1032258064516129,0.09375,0.09375,1.0,0.3061862178478973,0.09375,0.11428571428571427,0.9599919983996801,1
b000t9luce,http://www.google.com/base/feeds/snippets/3040037286169376262,0.42622950819672134,0.42622950819672134,0.7027027027027027,0.6044877214678602,0.52,0.3218390804597701,0.008372404554588098,0.008372404554588098,0.8620689655172413,0.08501336174998142,0.008383635144198487,0.014945200929923613,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.40824829046386313,0.25,0.36363636363636365,0.16985849292464622,0
b000ickl1s,http://www.google.com/base/feeds/snippets/13255609368261584070,0.4705882352941176,0.4705882352941176,0.6956521739130435,0.6420578831241025,0.5925925925925926,0.32,0.10685483870967738,0.10685483870967738,0.9464285714285714,0.3189762855795051,0.10750507099391482,0.11657559198542805,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.2,0.3076923076923077,0.0,0
b0009yn1ks,http://www.google.com/base/feeds/snippets/10202903815808902868,0.5645161290322581,0.5645161290322581,0.8333333333333334,0.7282190812544191,0.6363636363636364,0.12371134020618557,0.21074380165289253,0.21074380165289253,0.9272727272727272,0.4457592384923712,0.2142857142857143,0.13651877133105803,0.33333333333333326,0.33333333333333326,0.7777777777777778,0.5353033790313108,0.368421052631579,0.35714285714285715,0.8260330578512396,0
b000b6n2m6,http://www.google.com/base/feeds/snippets/12929795214910360357,0.7959183673469388,0.7959183673469388,1.0,0.8921425711997711,0.7959183673469388,0.8181818181818182,0.10049349484073578,0.10049349484073578,0.9068825910931174,0.3034567398008807,0.10154125113327296,0.10110069302894414,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.8695084819486734,1
b000o24l3q,http://www.google.com/base/feeds/snippets/9489728552695383239,0.8125,0.8125,0.9285714285714286,0.8970852271450606,0.8666666666666667,0.8275862068965517,0.0045668720550924285,0.0045668720550924285,1.0,0.06757863608487835,0.0045668720550924285,0.008947900129888872,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.2581988897471611,0.2,0.25,0.9336455893832944,1
b0006g2zce,http://www.google.com/base/feeds/snippets/16821958940203637711,0.6447368421052632,0.6447368421052632,0.7903225806451613,0.7840250892042882,0.7777777777777778,0.7040000000000001,0.3125,0.3125,0.7142857142857143,0.5050762722761054,0.3571428571428571,0.4338624338624337,0.05000000000000005,0.05000000000000005,0.3333333333333333,0.13608276348795434,0.05555555555555558,0.09523809523809523,0.5459317316411131,1
b000ehs6gy,http://www.google.com/base/feeds/snippets/14188088676549374410,0.4032258064516129,0.4032258064516129,0.9615384615384616,0.6277524511897817,0.4098360655737705,0.5517241379310345,0.18135095447870767,0.18135095447870767,0.9840637450199204,0.4230680293428905,0.18188512518409428,0.16159105034182722,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.2581988897471611,0.2,0.25,1.0,1
b0002c3vqq,http://www.google.com/base/feeds/snippets/18371416588940021581,0.5833333333333334,0.5833333333333334,0.8484848484848485,0.7433046224826585,0.6511627906976745,0.5526315789473685,0.14090909090909087,0.14090909090909087,0.96875,0.37030932398980987,0.14155251141552516,0.1912350597609561,0.11111111111111116,0.11111111111111116,0.5,0.25,0.125,0.1,1.0,1
b000cp4ja0,http://www.google.com/base/feeds/snippets/3040037286169376262,0.52,0.52,1.0,0.7211102550927979,0.52,0.6842105263157895,0.06327372764786797,0.06327372764786797,0.7931034482758621,0.2258867796745391,0.06433566433566429,0.1034928848641656,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.8494623655913978,1
b000t9luce,http://www.google.com/base/feeds/snippets/13616236861396817271,0.36764705882352944,0.36764705882352944,0.6756756756756757,0.5492184689546835,0.4464285714285714,0.25806451612903225,0.041750503018108676,0.041750503018108676,1.0,0.20432939832072294,0.041750503018108676,0.0370191533880573,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.40824829046386313,0.25,0.36363636363636365,1.0,0
b000jz4hqo,http://www.google.com/base/feeds/snippets/13255609368261584070,0.2542372881355932,0.2542372881355932,0.5555555555555556,0.42107596053325946,0.3191489361702128,0.21621621621621626,0.0267857142857143,0.0267857142857143,1.0,0.16366341767699433,0.0267857142857143,0.052173913043478265,0.08333333333333337,0.08333333333333337,0.3333333333333333,0.18257418583505536,0.09999999999999998,0.15384615384615385,0.0,0
b000fdetx6,http://www.google.com/base/feeds/snippets/4635585281695496952,0.9534883720930232,0.9534883720930232,1.0,0.9764672918705588,0.9534883720930232,0.9761904761904762,0.15230460921843691,0.15230460921843691,0.912,0.3754644581342339,0.15457627118644068,0.10318840579710144,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.2581988897471611,0.2,0.25,0.9966998899963332,1
b000ujw3ss,http://www.google.com/base/feeds/snippets/18400894852843283701,0.2093023255813954,0.2093023255813954,0.4285714285714286,0.35273781075132926,0.29032258064516125,0.15384615384615385,0.3695652173913043,0.3695652173913043,0.8095238095238095,0.5724197752462528,0.40476190476190477,0.38095238095238093,0.4285714285714286,0.4285714285714286,0.75,0.6123724356957945,0.5,0.6,0.016872675250357655,0
b000v9yxj4,http://www.google.com/base/feeds/snippets/17521446718236049500,0.6896551724137931,0.6896551724137931,1.0,0.8304547985373997,0.6896551724137931,0.8163265306122449,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.6666666666666666,0.3849001794597505,0.2222222222222222,0.3333333333333333,0.888744372186093,1
b000ickl1s,http://www.google.com/base/feeds/snippets/17512159947329144136,0.42105263157894735,0.42105263157894735,0.6956521739130435,0.5992047090185105,0.5161290322580645,0.14814814814814814,0.22432701894317053,0.22432701894317053,0.9297520661157024,0.4606131979544778,0.22819472616632866,0.1742671009771987,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.2,0.3076923076923077,0.0,0
