id_l,id_r,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_js,description_tv,description_oc,description_cs,description_bag,description_rO,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,manufacturer_bag,manufacturer_rO,price_div,label
b000afkxso,http://www.google.com/base/feeds/snippets/1611810981921795487,0.35185185185185186,0.35185185185185186,0.8636363636363636,0.5672273623252055,0.37254901960784315,0.4383561643835616,0.3085365853658537,0.3085365853658537,1.0,0.5554606965086312,0.3085365853658537,0.18825722273998136,0.125,0.125,0.33333333333333326,0.2357022603955159,0.16666666666666663,0.2222222222222222,0.7082499999999999,1
b000mcianu,http://www.google.com/base/feeds/snippets/13653159525369338466,0.28205128205128205,0.28205128205128205,0.7857142857142857,0.4899789435061114,0.3055555555555556,0.28,0.26091954022988506,0.26091954022988506,0.9043824701195219,0.49261067052519825,0.26832151300236406,0.14767547857793983,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.8999949997499875,1
b000ndibge,http://www.google.com/base/feeds/snippets/13472653188599800123,0.4117647058823529,0.4117647058823529,0.813953488372093,0.6082588744530993,0.4545454545454546,0.25,0.020968547179231134,0.020968547179231134,0.9655172413793104,0.14233996827679407,0.02098426180364732,0.03227383863080684,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.062002002002001996,0
b000hctyte,http://www.google.com/base/feeds/snippets/7882287499485291732,0.6417910447761194,0.6417910447761194,0.8431372549019608,0.7838940385932954,0.728813559322034,0.6909090909090909,0.0568948891031823,0.0568948891031823,0.9477911646586346,0.23258118155163787,0.05707376058041114,0.0406021897810219,0.0,0.0,0.0,0.0,0.0,0.0,0.9998999974999374,1
b000hhxevi,http://www.google.com/base/feeds/snippets/2710470763365986624,0.41025641025641024,0.41025641025641024,0.9411764705882353,0.629511580291707,0.42105263157894735,0.4727272727272727,0.5588235294117647,0.5588235294117647,0.8786127167630058,0.7294300917544326,0.6055776892430279,0.24056603773584906,0.125,0.125,0.33333333333333326,0.2357022603955159,0.16666666666666663,0.2222222222222222,0.9489744872436219,1
b000b63xha,http://www.google.com/base/feeds/snippets/14798220155665223365,0.49056603773584906,0.49056603773584906,0.896551724137931,0.6827934508705573,0.52,0.4810126582278481,0.1801604668125456,0.1801604668125456,0.988,0.42236108827505514,0.18055555555555558,0.1433868974042027,0.16666666666666663,0.16666666666666663,0.33333333333333326,0.28867513459481287,0.25,0.2857142857142857,0.8330550918196995,1
b000o27ti0,http://www.google.com/base/feeds/snippets/3621810113236094380,0.6792452830188679,0.6792452830188679,0.8780487804878049,0.811502671200689,0.75,0.7415730337078652,0.019728116710875376,0.019728116710875376,0.9834710743801653,0.13931427531070373,0.019734660033167484,0.026337180946187613,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.9637913959274378,1
b000ujw3ss,http://www.google.com/base/feeds/snippets/18251424810598585817,0.2666666666666666,0.2666666666666666,0.7619047619047619,0.47079190906919965,0.2909090909090909,0.13157894736842105,0.07480314960629919,0.07480314960629919,0.9047619047619048,0.2611822646334021,0.07539682539682535,0.10989010989010989,0.050000000000000044,0.050000000000000044,0.33333333333333326,0.13608276348795434,0.05555555555555558,0.09523809523809523,0.020317596566523606,0
b000fdetx6,http://www.google.com/base/feeds/snippets/4635585281695496952,0.9534883720930233,0.9534883720930233,1.0,0.9764672918705589,0.9534883720930233,0.9761904761904762,0.15230460921843691,0.15230460921843691,0.912,0.3754644581342339,0.15457627118644068,0.10318840579710145,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.9966998899963332,1
b000iek7kg,http://www.google.com/base/feeds/snippets/16351355486478883410,0.5,0.5,1.0,0.7071067811865476,0.5,0.6666666666666666,0.25263157894736843,0.25263157894736843,0.8780487804878049,0.4794675539126594,0.26181818181818184,0.21288515406162464,0.25,0.25,0.6666666666666666,0.4364357804719847,0.2857142857142857,0.4,1.0,1
b000e65hki,http://www.google.com/base/feeds/snippets/11050991040966629398,0.5052631578947369,0.5052631578947369,1.0,0.7108186533109108,0.5052631578947369,0.6713286713286714,0.3351206434316354,0.3351206434316354,0.9920634920634921,0.5773687452850972,0.3360215053763441,0.4598393574297189,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.8448922446122306,1
b0009yn1rq,http://www.google.com/base/feeds/snippets/8664755713112971171,0.2786885245901639,0.2786885245901639,1.0,0.5279095799378564,0.2786885245901639,0.4358974358974359,0.5802816901408451,0.5802816901408451,0.8340080971659919,0.7396971062325253,0.6560509554140128,0.26024955436720143,0.125,0.125,0.33333333333333326,0.2357022603955159,0.16666666666666663,0.2222222222222222,0.7477477477477477,1
b000jz4hqo,http://www.google.com/base/feeds/snippets/4997048253367017859,0.4528301886792453,0.4528301886792453,0.8,0.639148369549569,0.5106382978723405,0.3116883116883117,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333337,0.08333333333333337,0.33333333333333326,0.18257418583505536,0.09999999999999998,0.15384615384615385,0.0,0
b0001wn1a8,http://www.google.com/base/feeds/snippets/8324654787720267662,0.4625,0.4625,0.925,0.6666937223947136,0.48051948051948057,0.5299145299145299,0.3176620076238882,0.3176620076238882,0.9920634920634921,0.5620887717090307,0.3184713375796179,0.15814850530376084,0.0,0.0,0.0,0.0,0.0,0.0,0.9979199583991679,1
b000ra77bs,http://www.google.com/base/feeds/snippets/4432724463066898018,0.1454545454545455,0.1454545454545455,1.0,0.3813850356982369,0.1454545454545455,0.25396825396825395,0.7516339869281046,0.7516339869281046,0.9163346613545816,0.8599407815424489,0.8070175438596492,0.3283582089552239,0.125,0.125,0.33333333333333326,0.2357022603955159,0.16666666666666663,0.2222222222222222,0.7697697697697697,1
b000ickl1s,http://www.google.com/base/feeds/snippets/12662824890153121005,0.46875,0.46875,0.6521739130434783,0.6384423980690614,0.625,0.2127659574468085,0.23847695390781565,0.23847695390781565,0.952,0.4793673992339027,0.24137931034482762,0.1423948220064725,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.19999999999999996,0.3076923076923077,0.0,0
b000hlr9my,http://www.google.com/base/feeds/snippets/16599167006186127666,0.3829787234042553,0.3829787234042553,0.5625,0.5539117094069973,0.5454545454545454,0.3384615384615385,0.04532425653887495,0.04532425653887495,1.0,0.21289494249247665,0.04532425653887495,0.05998286203941731,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.5555308628257125,0
b000ndibwi,http://www.google.com/base/feeds/snippets/596526892186899957,0.58,0.58,1.0,0.7615773105863908,0.5800000000000001,0.7341772151898734,0.029102765366501582,0.029102765366501582,0.9563492063492064,0.1669413869909634,0.02914147521160826,0.03097864351091293,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.9633390605996255,1
b000cp4ja0,http://www.google.com/base/feeds/snippets/3040037286169376262,0.52,0.52,1.0,0.7211102550927979,0.52,0.6842105263157895,0.06327372764786798,0.06327372764786798,0.7931034482758621,0.22588677967453907,0.06433566433566429,0.1034928848641656,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.8494623655913978,1
