id_l,id_r,name_ham,name_go,name_js,name_tv,name_oc,name_cs,name_mE,description_js,description_tv,description_oc,description_cs,price_div,label
138,30,0.032786885245901676,0.5125000000000001,0.47619047619047616,0.47619047619047616,0.9375,0.6790180953188889,0.00671862402579948,0.013953488372092981,0.013953488372092981,1.0,0.11812488464372362,1.0,1
897,562,0.27118644067796616,0.8659574468085107,0.7666666666666667,0.7666666666666667,0.9787234042553191,0.8735402020935491,0.010411951109099093,0.1549893842887473,0.1549893842887473,0.9864864864864865,0.39143357229306974,0.0,1
740,760,0.0674157303370787,0.6680851063829788,0.5111111111111111,0.5111111111111111,0.9787234042553191,0.7112362760726041,0.004229263981820441,0.00917431192660545,0.00917431192660545,1.0,0.09578262852211517,0.0,1
15,56,0.2564102564102564,0.723076923076923,0.6666666666666666,0.6666666666666666,1.0,0.816496580927726,0.012163050624589111,0.08163265306122447,0.08163265306122447,0.9230769230769231,0.2754438892829332,0.7368000000000001,1
146,627,0.12612612612612617,0.5104166666666666,0.30327868852459017,0.30327868852459017,0.7708333333333334,0.5068968775248517,0.00381462543624711,0.2627986348122867,0.2627986348122867,0.9506172839506173,0.5032679738562091,0.0,0
1008,90,0.14583333333333337,0.5674418604651162,0.4,0.4,0.6046511627906976,0.5722930891116554,0.00802951388888884,0.21721311475409832,0.21721311475409832,0.9298245614035088,0.4531404388376097,1.0,0
720,55,0.0,0.43333333333333335,0.4155844155844156,0.4155844155844156,0.8888888888888888,0.6242194517126963,0.005254269093638575,0.01773049645390068,0.01773049645390068,0.8333333333333334,0.12177025603587077,0.0,0
601,1005,0.06578947368421051,0.5545454545454545,0.46341463414634143,0.46341463414634143,0.8636363636363636,0.6571287406727709,0.01058884297520657,0.009584664536741228,0.009584664536741228,1.0,0.09790129997472563,0.0,1
572,200,0.046875,0.5411764705882354,0.4375,0.4375,0.6862745098039216,0.6126225367622542,0.007881584006151465,0.6227272727272727,0.6227272727272727,0.8616352201257862,0.7721281922314125,1.0,0
287,372,0.12195121951219512,0.77,0.5882352941176471,0.5882352941176471,0.75,0.7407971974871922,0.010937500000000044,0.04938271604938271,0.04938271604938271,1.0,0.2222222222222222,0.656896551724138,1
1,943,0.1132075471698113,0.5476190476190477,0.3380281690140845,0.3380281690140845,0.5714285714285714,0.5086846840791569,0.007831968672125322,0.01449275362318836,0.01449275362318836,1.0,0.12038585308576921,0.2506015037593985,0
297,414,0.0714285714285714,0.7931034482758623,0.5178571428571429,0.5178571428571429,1.0,0.7196229171289243,0.006696428571428603,0.01224489795918371,0.01224489795918371,1.0,0.11065666703449761,0.0,1
721,595,0.0,0.5585365853658536,0.375,0.375,0.5853658536585366,0.5467268268018175,0.009220701963117195,0.5171102661596958,0.5171102661596958,0.912751677852349,0.7046537538051421,0.0,0
865,529,0.1159420289855072,0.6632653061224489,0.5128205128205128,0.5128205128205128,0.8163265306122449,0.6879191604901097,0.006616257088846833,0.26490066225165565,0.26490066225165565,0.9411764705882353,0.503503274699574,1.0,0
0,88,0.02777777777777779,0.568,0.32608695652173914,0.32608695652173914,0.6,0.5,0.013600000000000056,0.020618556701030966,0.020618556701030966,0.8,0.12876455599593006,0.0,0
720,796,0.013698630136986356,0.6119047619047618,0.4375,0.4375,0.8333333333333334,0.6320944383519236,0.005348095327453506,0.010676156583629859,0.010676156583629859,1.0,0.1033254885477436,0.0,0
864,137,0.04477611940298509,0.508695652173913,0.4303797468354431,0.4303797468354431,0.7391304347826086,0.612438663180517,0.006905769659166894,0.12068965517241381,0.12068965517241381,0.84,0.3221252953158956,1.0,0
77,107,0.16666666666666663,0.6298245614035087,0.6329113924050633,0.6329113924050633,0.8771929824561403,0.7804881763180784,0.008618036318867373,0.020547945205479423,0.020547945205479423,1.0,0.14334554477024897,0.0,1
865,351,0.12195121951219512,0.5855072463768116,0.45192307692307687,0.45192307692307687,0.6811594202898551,0.624836493281937,0.006196177273682046,0.010101010101010055,0.010101010101010055,1.0,0.10050378152592121,0.3958664546899841,0
1,264,0.1132075471698113,0.5552631578947368,0.3787878787878788,0.3787878787878788,0.6578947368421053,0.5570706472769831,0.007119971520113899,0.033816425120772986,0.033816425120772986,1.0,0.18389242812245676,0.2505012531328321,0
578,467,0.07017543859649122,0.5611111111111111,0.4415584415584415,0.4415584415584415,0.6296296296296297,0.6128364798273251,0.006925207756232732,0.3275862068965517,0.3275862068965517,0.9223300970873787,0.5574172941333446,0.0,0
316,781,0.140625,0.6425531914893616,0.6567164179104478,0.6567164179104478,0.9361702127659575,0.8022574532384201,0.0072021484375,0.010948905109489093,0.010948905109489093,1.0,0.10463701596227337,1.0,1
