id_l,id_r,venue_dLs,venue_NW,venue_tv,venue_oc,venue_cs,venue_bag,year_div,title_dLs,title_NW,title_tv,title_oc,title_cs,title_bag,authors_dLs,authors_NW,authors_tv,authors_oc,authors_cs,authors_bag,label
1296,58775,0.08695652173913049,0.08695652173913043,0.08695652173913038,1.0,0.29488391230979427,0.08695652173913049,1.0,0.24096385542168675,0.3373493975903614,0.3370786516853932,0.8333333333333334,0.5488212999484517,0.3614457831325302,0.20512820512820518,0.3076923076923077,0.3414634146341464,0.875,0.560448538317805,0.3589743589743589,0
1338,22367,0.11764705882352944,0.14705882352941177,0.11111111111111116,0.6666666666666666,0.2800560168056019,0.11764705882352944,1.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,0.9819805060619657,0.9642857142857143,0.1648351648351648,0.21978021978021978,0.24731182795698925,0.92,0.48221102489208234,0.25274725274725274,1
882,16444,0.24561403508771928,0.2719298245614035,0.29824561403508776,1.0,0.5461186812727502,0.29824561403508776,1.0,0.7017543859649122,0.7192982456140351,0.7719298245614035,1.0,0.8785953702139588,0.7719298245614035,0.3548387096774194,0.3548387096774194,0.3548387096774194,1.0,0.5956833971812706,0.3548387096774194,1
1152,1899,0.014285714285714235,0.03571428571428571,0.02777777777777779,0.5,0.11952286093343933,0.02857142857142858,1.0,0.265625,0.5625,0.5189873417721519,0.7321428571428571,0.6848569324005875,0.640625,0.16216216216216217,0.36486486486486486,0.3181818181818181,0.6666666666666666,0.5022472023339227,0.3783783783783784,0
2447,13474,0.08955223880597019,0.09701492537313433,0.08823529411764708,0.8571428571428571,0.27705425792376603,0.08955223880597019,1.0,0.9824561403508771,0.9912280701754386,0.9655172413793104,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.4545454545454546,0.525974025974026,0.6493506493506493,1.0,0.8058229640253802,0.6493506493506493,1
2016,52163,0.15384615384615385,0.19230769230769232,0.1428571428571428,0.6666666666666666,0.3202563076101743,0.15384615384615385,1.0,0.20430107526881724,0.27956989247311825,0.2727272727272727,0.8181818181818182,0.4873773249664941,0.29032258064516125,0.13953488372093026,0.19767441860465115,0.2272727272727273,0.9090909090909091,0.45980048987170286,0.2325581395348837,0
2448,23454,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,1.0,0.4,0.5375,0.5952380952380952,0.9259259259259259,0.7607257743127307,0.625,0.19999999999999996,0.4888888888888889,0.3793103448275862,0.6285714285714286,0.5543478937468667,0.48888888888888893,0
914,5097,0.16176470588235292,0.17647058823529413,0.19117647058823528,1.0,0.4372373160976031,0.19117647058823528,1.0,0.9215686274509804,0.9215686274509803,0.9215686274509803,1.0,0.9599836599916586,0.9215686274509804,0.5384615384615384,0.5384615384615384,0.5384615384615384,1.0,0.7337993857053429,0.5384615384615384,1
432,15640,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.1923076923076923,0.20512820512820512,0.20253164556962022,0.9411764705882353,0.43938802910487174,0.20512820512820518,0.17391304347826086,0.22826086956521738,0.20408163265306123,0.7692307692307693,0.4089304100547654,0.21739130434782605,0
432,4141,0.0,0.375,0.0,0.0,0.0,0.0,1.0,0.2564102564102564,0.5,0.5483870967741935,0.7727272727272727,0.7108057085060271,0.6538461538461539,0.08695652173913049,0.15217391304347827,0.12,0.6,0.27975144247209416,0.13043478260869568,0
1318,26706,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.9636241116594315,0.9285714285714286,1.0,0.9714285714285714,0.9857142857142858,0.9444444444444444,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.33333333333333337,0.3333333333333333,0.33333333333333326,1.0,0.5773502691896257,0.33333333333333337,1
662,2050,0.2941176470588235,0.39705882352941174,0.3421052631578947,0.7647058823529411,0.540728715025007,0.38235294117647056,1.0,0.872093023255814,0.872093023255814,0.872093023255814,1.0,0.9338592095470355,0.872093023255814,0.2567567567567568,0.32432432432432434,0.3918918918918919,1.0,0.6260126930757011,0.3918918918918919,1
1883,27994,0.11764705882352944,0.14705882352941177,0.11111111111111116,0.6666666666666666,0.2800560168056019,0.11764705882352944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.046875,0.046875,0.046875,1.0,0.2165063509461096,0.046875,1
144,22013,0.0,0.375,0.0,0.0,0.0,0.0,1.0,0.25531914893617025,0.5,0.4821428571428572,0.75,0.6563924617405255,0.574468085106383,0.19999999999999996,0.3142857142857143,0.3157894736842105,0.8,0.5237229365663817,0.34285714285714286,0
2016,11029,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.9636241116594315,0.9285714285714286,1.0,0.1839080459770115,0.28160919540229884,0.36363636363636365,0.9696969696969697,0.5972186783529112,0.367816091954023,0.2142857142857143,0.5,0.38888888888888884,0.6363636363636364,0.5640760748177662,0.5,0
2304,3375,0.02941176470588236,0.04411764705882353,0.04347826086956519,0.75,0.1819017187772497,0.044117647058823484,0.9994987468671679,0.23611111111111116,0.4444444444444444,0.5189873417721519,0.8541666666666666,0.6974241628757659,0.5694444444444444,0.31818181818181823,0.42045454545454547,0.41666666666666674,0.8333333333333334,0.6154574548966636,0.4545454545454546,0
1296,22713,0.36363636363636365,0.36363636363636365,0.36363636363636365,1.0,0.6030226891555273,0.36363636363636365,1.0,0.4878048780487805,0.6829268292682927,0.6041666666666666,0.8055555555555556,0.7548398491282626,0.7073170731707317,0.6875,0.6875,0.6875,1.0,0.82915619758885,0.6875,0
2304,57426,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.997,0.16666666666666663,0.1736111111111111,0.18055555555555558,1.0,0.42491829279939863,0.18055555555555558,0.16279069767441856,0.36046511627906974,0.26415094339622636,0.5833333333333334,0.43580096445528327,0.32558139534883723,0
595,44333,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.9636241116594315,0.9285714285714286,1.0,0.9803921568627451,0.9803921568627451,0.9803921568627451,1.0,0.9901475429766743,0.9803921568627451,0.08181818181818179,0.10454545454545454,0.1272727272727272,1.0,0.35675303400633784,0.12727272727272732,1
432,26268,0.01666666666666672,0.041666666666666664,0.032258064516129004,0.5,0.1290994448735805,0.033333333333333326,1.0,0.19999999999999996,0.5277777777777778,0.5412844036697247,0.7564102564102564,0.7041796261387757,0.6555555555555556,0.19565217391304346,0.5108695652173914,0.44067796610169485,0.6666666666666666,0.6138498140448513,0.5652173913043479,0
698,23319,0.24285714285714288,0.24285714285714285,0.24285714285714288,1.0,0.4928053803045811,0.24285714285714288,0.9935064935064936,0.2063492063492064,0.5396825396825397,0.569620253164557,0.7377049180327869,0.7259008777437409,0.7142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,1.0,0.5606119105813882,0.3142857142857143,0
858,13302,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.9636241116594315,0.9285714285714286,1.0,0.972972972972973,0.972972972972973,0.972972972972973,1.0,0.9863939238321437,0.972972972972973,0.12121212121212122,0.2727272727272727,0.23684210526315785,0.6428571428571429,0.41871789467931186,0.2727272727272727,1
631,23632,0.16000000000000003,0.22,0.28,1.0,0.5291502622129182,0.28,1.0,0.7962962962962963,0.7962962962962963,0.7962962962962963,1.0,0.8923543557893895,0.7962962962962963,0.40909090909090906,0.5227272727272727,0.6363636363636364,1.0,0.7977240352174656,0.6363636363636364,1
2206,52448,0.7222222222222222,0.7222222222222222,0.7222222222222222,1.0,0.8498365855987974,0.7222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21656050955414008,0.2643312101910828,0.3121019108280254,1.0,0.5586608191273355,0.3121019108280255,1
2448,5551,0.18918918918918914,0.2702702702702703,0.3157894736842105,0.9230769230769231,0.5471529031050638,0.32432432432432434,0.9960059910134798,0.29729729729729726,0.4189189189189189,0.46153846153846156,0.9,0.6616931598844269,0.4864864864864865,0.08571428571428574,0.14285714285714285,0.10526315789473684,0.5714285714285714,0.255550625999976,0.11428571428571432,0
770,22684,0.276595744680851,0.30851063829787234,0.33333333333333326,0.9411764705882353,0.56603931014178,0.34042553191489366,1.0,0.2622950819672131,0.5655737704918032,0.6,0.7627118644067796,0.7501041883730802,0.7377049180327868,0.4054054054054054,0.6081081081081081,0.5217391304347826,0.7272727272727273,0.686836568438571,0.6486486486486487,0
1208,44680,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.9636241116594315,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16279069767441856,0.2558139534883721,0.23404255319148937,0.7333333333333333,0.4331245770269867,0.2558139534883721,1
375,25906,0.02941176470588236,0.04411764705882353,0.04347826086956519,0.75,0.1819017187772497,0.044117647058823484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666667,0.5416666666666666,0.5416666666666666,1.0,0.7359800721939872,0.5416666666666667,1
2098,9501,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.9636241116594315,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10526315789473684,0.42105263157894735,0.2222222222222222,0.4285714285714286,0.3678836036909795,0.3157894736842105,1
2016,55775,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,1.0,0.19999999999999996,0.29411764705882354,0.3111111111111111,0.8484848484848485,0.5286784384345528,0.3294117647058824,0.2142857142857143,0.5,0.38888888888888884,0.6363636363636364,0.5640760748177662,0.5,0
1353,25944,0.7222222222222222,0.7222222222222222,0.7222222222222222,1.0,0.8498365855987974,0.7222222222222222,1.0,0.2068965517241379,0.5,0.6935483870967742,0.9148936170212766,0.8235795036461986,0.7413793103448276,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,0.8528028654224417,0.7272727272727273,1
2160,34921,0.2222222222222222,0.4722222222222222,0.40909090909090917,0.6923076923076923,0.588348405414552,0.5,1.0,0.31506849315068497,0.5273972602739726,0.6790123456790124,0.873015873015873,0.8110189178736494,0.7534246575342466,0.17142857142857137,0.25,0.273972602739726,0.8695652173913043,0.49844478627922684,0.2857142857142857,0
2304,5885,0.018867924528301883,0.04716981132075472,0.036363636363636376,0.5,0.137360563948689,0.037735849056603765,0.005516549648946841,0.34615384615384615,0.5897435897435898,0.6483516483516484,0.8194444444444444,0.7872967562083452,0.7564102564102564,0.08333333333333337,0.25,0.1724137931034483,0.5,0.32274861218395134,0.20833333333333337,0
1584,2889,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.9636241116594315,0.9285714285714286,1.0,0.9830508474576272,0.9830508474576272,0.9830508474576272,1.0,0.9914892069294688,0.9830508474576272,0.1166666666666667,0.175,0.19354838709677424,0.8571428571428571,0.4140393356054126,0.19999999999999996,1
1126,55329,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,1.0,0.5245901639344263,0.5327868852459017,0.5409836065573771,1.0,0.7355158778417887,0.540983606557377,0.06896551724137934,0.07931034482758621,0.06756756756756754,0.7692307692307693,0.23032671985243935,0.06896551724137934,1
576,7925,0.07999999999999996,0.4,0.2941176470588236,0.5263157894736842,0.4588314677411235,0.4,0.9970044932601099,0.2142857142857143,0.30612244897959184,0.37,0.9487179487179487,0.5984892894764292,0.37755102040816324,0.2142857142857143,0.3469387755102041,0.39423076923076916,0.8723404255319149,0.6041181585230075,0.41836734693877553,0
1008,8591,0.11764705882352944,0.14705882352941177,0.11111111111111116,0.6666666666666666,0.2800560168056019,0.11764705882352944,1.0,0.5396825396825398,0.6666666666666666,0.6197183098591549,0.8461538461538461,0.7687422135960734,0.6984126984126984,0.15384615384615385,0.5192307692307693,0.3783783783783784,0.56,0.5491251783869153,0.5384615384615384,0
2122,27069,0.02985074626865669,0.04477611940298507,0.044117647058823484,0.75,0.1832541665344578,0.04477611940298509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46031746031746035,0.5873015873015873,0.7142857142857143,1.0,0.8451542547285166,0.7142857142857143,1
