id_l,id_r,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_js,description_tv,description_oc,description_cs,description_bag,description_rO,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,manufacturer_bag,manufacturer_rO,price_div,label
b000fnevhk,http://www.google.com/base/feeds/snippets/4436087621332035022,0.4666666666666667,0.4666666666666667,0.75,0.6437963064592142,0.5526315789473684,0.45454545454545453,0.0018126888217522286,0.0018126888217522286,1.0,0.042575683456079316,0.0018126888217522286,0.0036188178528347406,0.11111111111111116,0.11111111111111116,0.33333333333333326,0.21821789023599236,0.1428571428571429,0.2,0.2651635720601238,0
b000h14rr4,http://www.google.com/base/feeds/snippets/975032998818002648,0.2777777777777778,0.2777777777777778,0.5555555555555556,0.445435403187374,0.3571428571428571,0.21739130434782608,0.25177664974619285,0.25177664974619285,1.0,0.5017735044282359,0.25177664974619285,0.2643957826439578,0.125,0.125,0.3333333333333333,0.2357022603955159,0.16666666666666666,0.2222222222222222,0.1434130072262368,0
b000t9luce,http://www.google.com/base/feeds/snippets/18376553625802629051,0.4302325581395349,0.4302325581395349,1.0,0.6559211523800211,0.4302325581395349,0.5691056910569106,0.039865996649916184,0.039865996649916184,0.9754098360655736,0.1972937040672829,0.039906103286385,0.061855670103092786,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.4082482904638631,0.25,0.3636363636363637,0.3248662433121656,0
b000ofnrhy,http://www.google.com/base/feeds/snippets/6968597519129780490,0.2894736842105263,0.2894736842105263,1.0,0.5380275868489703,0.2894736842105263,0.4489795918367347,0.01821360920880077,0.01821360920880077,1.0,0.13495780529039747,0.01821360920880077,0.023325701202060675,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.2581988897471611,0.2,0.25,0.9999374217772216,1
b0006i7glw,http://www.google.com/base/feeds/snippets/14011249272576970385,0.21276595744680848,0.21276595744680848,0.625,0.3904344047215152,0.24390243902439024,0.14035087719298245,0.6895306859205776,0.6895306859205776,0.880184331797235,0.8184019200138513,0.7609561752988048,0.20512820512820512,0.09375,0.09375,1.0,0.3061862178478973,0.09375,0.11428571428571427,1.0,0
b0006i7glw,http://www.google.com/base/feeds/snippets/18368199696280073853,0.08333333333333337,0.08333333333333337,0.19999999999999996,0.158113883008419,0.125,0.15384615384615385,0.6787003610108303,0.6787003610108303,0.8663594470046083,0.8104050561215449,0.7580645161290323,0.3010752688172043,0.09375,0.09375,1.0,0.30618621784789735,0.09375,0.11428571428571428,0.5991198239647929,0
b000licg1m,http://www.google.com/base/feeds/snippets/6070036801370348429,0.4375,0.4375,0.9722222222222222,0.6563012755401806,0.4430379746835443,0.6086956521739131,0.20654911838790926,0.20654911838790926,0.9919354838709676,0.4530210051926042,0.2068965517241379,0.1419624217118998,0.05555555555555558,0.05555555555555558,0.3333333333333333,0.14433756729740646,0.0625,0.10526315789473684,0.0,1
b000ickl1s,http://www.google.com/base/feeds/snippets/7293664946080308091,0.4545454545454546,0.4545454545454546,0.8695652173913043,0.6512896090258361,0.4878048780487805,0.28125,0.0792377131394183,0.0792377131394183,0.8777777777777778,0.26519625027645877,0.08012170385395534,0.0762081784386617,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.19999999999999996,0.3076923076923077,0.0,0
b00079pmwa,http://www.google.com/base/feeds/snippets/18400846626733696167,0.7291666666666666,0.7291666666666666,1.0,0.8539125638299666,0.7291666666666667,0.8433734939759037,0.26492146596858634,0.26492146596858634,1.0,0.5147052224026742,0.26492146596858634,0.4188741721854304,0.09999999999999998,0.09999999999999998,0.3333333333333333,0.2041241452319316,0.125,0.18181818181818185,0.5109974424552429,1
b000exw524,http://www.google.com/base/feeds/snippets/1936516034668822172,0.38235294117647056,0.38235294117647056,1.0,0.6183469424008423,0.38235294117647056,0.5531914893617021,0.2522321428571428,0.2522321428571428,0.9003984063745021,0.4833508658506028,0.2594718714121699,0.1532976827094474,0.07692307692307687,0.07692307692307687,0.3333333333333333,0.1740776559556978,0.09090909090909094,0.14285714285714285,0.9599919983996801,1
