id_l,id_r,name_js,name_tv,name_oc,name_cs,description_js,description_tv,description_oc,description_cs,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,price_div,label
b00001qgvr,http://www.google.com/base/feeds/snippets/17956725325082284641,0.5714285714285714,0.5714285714285714,1.0,0.7559289460184545,0.5661764705882353,0.5661764705882353,0.8651685393258427,0.7329677716371908,0.1875,0.1875,1.0,0.4330127018922194,0.9108638579822478,1
b00002s5ig,http://www.google.com/base/feeds/snippets/8376577004489658408,0.5217391304347826,0.5217391304347826,0.9230769230769232,0.7095748751868991,0.0815518606492478,0.0815518606492478,0.9449541284403672,0.2782635599110129,0.9333333333333332,0.9333333333333332,1.0,0.966091783079296,0.9199839967993598,1
b00002s75b,http://www.google.com/base/feeds/snippets/18029245320668853953,0.2941176470588236,0.2941176470588236,1.0,0.5423261445466404,0.06274509803921569,0.06274509803921569,0.7272727272727273,0.21617674269398568,0.15384615384615385,0.15384615384615385,0.6666666666666666,0.3333333333333333,0.8218316902414632,1
b00004t2un,http://www.google.com/base/feeds/snippets/17501987182659378619,0.5142857142857142,0.5142857142857142,0.72,0.680336051416609,0.7103448275862069,0.7103448275862069,0.8547717842323651,0.8309762450342633,0.05000000000000005,0.05000000000000005,0.3333333333333333,0.13608276348795434,0.15538847117794488,1
b000056b63,http://www.google.com/base/feeds/snippets/17180557293748751234,0.6226415094339622,0.6226415094339622,0.8918918918918919,0.7750237972966844,0.1623419827012641,0.1623419827012641,0.9918699186991872,0.4015428773122338,0.058823529411764726,0.058823529411764726,0.3333333333333333,0.14907119849998596,0.8749687421855464,1
b00005atxo,http://www.google.com/base/feeds/snippets/11430069725574750424,0.7045454545454546,0.7045454545454546,0.96875,0.8357039923266477,0.41791044776119396,0.41791044776119396,1.0,0.6464599351554542,0.11111111111111116,0.11111111111111116,1.0,0.3333333333333333,0.2651922719134237,1
b00005yx8i,http://www.google.com/base/feeds/snippets/18417819850768172148,0.35,0.35,0.6086956521739131,0.5243041203911967,0.01195219123505975,0.01195219123505975,1.0,0.10932607756185052,0.1428571428571428,0.1428571428571428,1.0,0.3779644730092272,0.0,1
b0000691kc,http://www.google.com/base/feeds/snippets/10510400604129253122,1.0,1.0,1.0,1.0,0.20230263157894726,0.20230263157894726,1.0,0.4497806482930845,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.4381752701080432,0
b0000691kc,http://www.google.com/base/feeds/snippets/10688959294324458483,0.5333333333333333,0.5333333333333333,0.7843137254901961,0.7001400420140048,0.043585526315789484,0.043585526315789484,1.0,0.20877146911345296,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.8332777592530843,0
b0000691kc,http://www.google.com/base/feeds/snippets/11125907881740407428,0.2295081967213115,0.2295081967213115,0.5833333333333334,0.4001633653325206,0.01889893179950697,0.01889893179950697,0.9583333333333334,0.13463421041486856,0.13043478260869568,0.13043478260869568,0.5,0.27386127875258304,0.6409335727109514,0
b0000691kc,http://www.google.com/base/feeds/snippets/13637950682292849732,0.6,0.6,0.7647058823529411,0.7501387219099999,0.038651315789473666,0.038651315789473666,1.0,0.19659937891426227,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.7983193277310925,0
b0000691kc,http://www.google.com/base/feeds/snippets/13725607155690879229,0.7090909090909091,0.7090909090909091,0.9069767441860463,0.832808772430015,0.19556285949055047,0.19556285949055047,0.99581589958159,0.44148018830014135,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.3981592637054822,0
b0000691kc,http://www.google.com/base/feeds/snippets/16735105526224477308,0.4225352112676056,0.4225352112676056,0.6,0.5940885257860046,0.20295809367296624,0.20295809367296624,0.995967741935484,0.4497843345211627,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.8855542216886755,0
b0000691kc,http://www.google.com/base/feeds/snippets/17293813878683470763,0.475,0.475,0.7450980392156863,0.6500714712738289,0.1908646003262643,0.1908646003262643,0.9590163934426228,0.4295899935449217,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.6382553021208484,0
b0000691kc,http://www.google.com/base/feeds/snippets/17330899240149634868,0.484375,0.484375,0.7045454545454546,0.6544105129271611,0.1963993453355155,0.1963993453355155,0.975609756097561,0.438810388578619,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.6110444177671068,0
b0000691kc,http://www.google.com/base/feeds/snippets/17453432506391757198,0.4722222222222222,0.4722222222222222,0.6666666666666666,0.6419666752419568,0.20016406890894176,0.20016406890894176,0.9878542510121456,0.4452198943386707,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.6842737094837936,0
