id_l,id_r,name_ham,name_go,name_js,name_tv,name_oc,name_cs,name_mE,description_js,description_tv,description_oc,description_cs,price_div,label
1,943,0.1132075471698113,0.5476190476190477,0.3380281690140845,0.3380281690140845,0.5714285714285714,0.5086846840791569,0.007831968672125322,0.01449275362318836,0.01449275362318836,1.0,0.12038585308576921,0.2506015037593985,0
1010,325,0.07272727272727275,0.6325581395348837,0.5806451612903226,0.5806451612903226,0.8372093023255814,0.7402645090373985,0.010275824770145991,0.026548672566371723,0.026548672566371723,1.0,0.1629376339780706,0.0,0
723,744,0.049180327868852514,0.5461538461538461,0.34523809523809523,0.34523809523809523,0.5576923076923077,0.5149100975656153,0.005106154259607587,0.47736625514403297,0.47736625514403297,0.9354838709677419,0.6795371673715839,0.0,0
144,369,0.014388489208633115,0.28400000000000053,0.2857142857142857,0.2857142857142857,0.84,0.5037985208794165,0.008600000000000052,0.016216216216216273,0.016216216216216273,1.0,0.12734290799340264,0.0,0
435,738,0.15254237288135597,0.5125,0.3582089552238805,0.3582089552238805,0.75,0.552344770738994,0.006607296753806335,0.1800947867298578,0.1800947867298578,0.8085106382978723,0.3899949495440893,1.0,0
145,711,0.14925373134328357,0.5399999999999998,0.41666666666666674,0.41666666666666674,0.8571428571428571,0.6195121541733007,0.006460236132769026,0.10784313725490202,0.10784313725490202,0.8461538461538461,0.305085107923876,0.0,0
696,754,0.04210526315789476,0.3448275862068964,0.26530612244897966,0.26530612244897966,0.896551724137931,0.4953504323372464,0.003268698060941877,0.007894736842105288,0.007894736842105288,1.0,0.08885233166386386,0.0,1
434,24,0.3114754098360656,0.6923076923076923,0.547945205479452,0.547945205479452,0.7692307692307693,0.710220824228435,0.008505917159763343,0.35398230088495575,0.35398230088495575,0.8888888888888888,0.573775310549247,1.0,0
752,584,0.07272727272727275,0.5794871794871795,0.5161290322580645,0.5161290322580645,0.8205128205128205,0.6909336273400487,0.007933884297520621,0.4429065743944637,0.4429065743944637,0.8421052631578947,0.6377716918175448,1.0,0
560,746,0.3023255813953488,0.7452380952380954,0.9767441860465116,0.9767441860465116,1.0,0.9883036912035246,0.011627906976744207,0.2614840989399294,0.2614840989399294,0.9736842105263158,0.5063744256968481,0.0,1
1011,1037,0.015151515151515138,0.4736842105263157,0.42465753424657526,0.42465753424657526,0.8157894736842105,0.6190103744689256,0.005280073461891632,0.32104121475054237,0.32104121475054237,0.9932885906040269,0.5653139016614843,0.46390882228788516,0
292,845,0.015873015873015928,0.40625,0.3380281690140845,0.3380281690140845,0.75,0.5345224838248488,0.013671875,0.013574660633484115,0.013574660633484115,1.0,0.11651034560709261,0.06426023178000842,0
438,662,0.02857142857142858,0.6014492753623188,0.47872340425531923,0.47872340425531923,0.6521739130434783,0.6474987709525735,0.00642857142857145,0.007518796992481258,0.007518796992481258,1.0,0.08671099695241202,0.0,0
684,822,0.1428571428571429,0.5807692307692307,0.4137931034482758,0.4137931034482758,0.9230769230769231,0.628970902033151,0.006855867346938771,0.12418300653594772,0.12418300653594772,1.0,0.35239609324728294,0.0,1
576,976,0.1333333333333333,0.7224489795918367,0.6268656716417911,0.6268656716417911,0.8571428571428571,0.7745966692414834,0.007916666666666683,0.4885496183206106,0.4885496183206106,0.9624060150375939,0.6923370727294135,0.0,0
843,807,0.15492957746478875,0.7523076923076922,0.7662337662337663,0.7662337662337663,0.9076923076923077,0.8684926731375503,0.007692307692307665,0.07253886010362698,0.07253886010362698,1.0,0.26933039209050835,0.0,1
1013,172,0.09433962264150941,0.5,0.423728813559322,0.423728813559322,0.8064516129032258,0.6167671393643105,0.007475970096119666,0.008746355685131157,0.008746355685131157,1.0,0.09352195295828247,1.0,0
267,344,0.2153846153846154,0.7642857142857145,0.8059701492537313,0.8059701492537313,0.9642857142857143,0.8950412845779244,0.008769132653061229,0.01132075471698113,0.01132075471698113,1.0,0.10639903531978634,0.8420930232558139,1
432,83,0.16216216216216217,0.7621621621621623,0.574468085106383,0.574468085106383,0.7297297297297297,0.7297297297297297,0.012783053323593863,0.05555555555555558,0.05555555555555558,1.0,0.2357022603955159,0.646875,0
1011,908,0.045454545454545414,0.40312499999999996,0.2727272727272727,0.2727272727272727,0.65625,0.4569538468837069,0.004706152433425204,0.20342612419700212,0.20342612419700212,0.9313725490196079,0.43857573872921374,1.0,0
1012,884,0.07317073170731703,0.51875,0.37735849056603776,0.37735849056603776,0.625,0.5521576303742327,0.00743604997025582,0.3982683982683983,0.3982683982683983,0.9019607843137255,0.6127616890664871,0.0,0
14,44,0.26315789473684215,0.7307692307692307,0.6842105263157895,0.6842105263157895,1.0,0.827170191868511,0.012465373961218829,0.09599999999999997,0.09599999999999997,0.9230769230769231,0.2988812888320307,0.7377926421404682,1
769,816,0.20370370370370372,0.8574468085106383,0.6031746031746031,0.6031746031746031,0.8085106382978723,0.7542890232888573,0.007716049382716084,0.31858407079646023,0.31858407079646023,0.9863013698630136,0.5617975065414267,0.9615384615384615,1
867,604,0.013513513513513487,0.3285714285714284,0.2592592592592593,0.2592592592592593,0.75,0.4613435139219342,0.004200146092038004,0.044117647058823484,0.044117647058823484,1.0,0.21004201260420152,0.0,0
1002,248,0.07999999999999996,0.6519230769230769,0.6282051282051282,0.6282051282051282,0.9423076923076923,0.784627953644927,0.009430473372781023,0.009803921568627416,0.009803921568627416,1.0,0.09901475429766748,0.0,1
289,1058,0.04166666666666663,0.5228571428571429,0.30487804878048785,0.30487804878048785,0.7142857142857143,0.4980119205559974,0.006172839506172867,0.01382488479262678,0.01382488479262678,1.0,0.11757927025044312,0.0,0
646,1019,0.09333333333333338,0.7862068965517243,0.6625,0.6625,0.9137931034482759,0.8035839261936376,0.006488888888888877,0.01038062283737029,0.01038062283737029,1.0,0.10188534162169871,0.0,1
1,767,0.037735849056603765,0.4178571428571428,0.24615384615384617,0.24615384615384617,0.5714285714285714,0.415339305320932,0.004627981488074084,0.01449275362318836,0.01449275362318836,1.0,0.12038585308576921,1.0,0
0,883,0.0,0.3719999999999999,0.33333333333333326,0.33333333333333326,0.8,0.5393598899705937,0.016000000000000014,0.03589743589743588,0.03589743589743588,0.7777777777777778,0.16795700850802875,0.0,0
