id_l,id_r,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_js,description_tv,description_oc,description_cs,description_bag,description_rO,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,manufacturer_bag,manufacturer_rO,price_div,label
b00002s5ig,http://www.google.com/base/feeds/snippets/8376577004489658408,0.5217391304347826,0.5217391304347826,0.9230769230769232,0.7095748751868991,0.5454545454545454,0.6285714285714286,0.0815518606492478,0.0815518606492478,0.9449541284403672,0.2782635599110129,0.08194112967382661,0.1068814055636896,0.9333333333333332,0.9333333333333332,1.0,0.9660917830792959,0.9333333333333332,0.9655172413793104,0.9199839967993598,1
b00002s75b,http://www.google.com/base/feeds/snippets/18029245320668853953,0.2941176470588236,0.2941176470588236,1.0,0.5423261445466404,0.2941176470588235,0.4545454545454545,0.06274509803921569,0.06274509803921569,0.7272727272727273,0.21617674269398568,0.06425702811244982,0.11808118081180813,0.15384615384615385,0.15384615384615385,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.26666666666666666,0.8218316902414632,1
b00004nhn7,http://www.google.com/base/feeds/snippets/18434385825570199468,0.3428571428571429,0.3428571428571429,1.0,0.5855400437691199,0.3428571428571429,0.5106382978723404,0.08989805375347547,0.08989805375347547,0.9509803921568628,0.2930687471213997,0.090316573556797,0.1054421768707483,0.0,0.0,0.0,0.0,0.0,0.0,0.9273154362416106,1
b00004ochi,http://www.google.com/base/feeds/snippets/8564521918031484066,0.3333333333333333,0.3333333333333333,1.0,0.5773502691896257,0.33333333333333337,0.4032258064516129,0.1436170212765957,0.1436170212765957,0.9681274900398408,0.3737647748727503,0.14429928741092635,0.11576227390180878,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.6664073785976221,1
b000056b63,http://www.google.com/base/feeds/snippets/17180557293748751234,0.6226415094339622,0.6226415094339622,0.8918918918918919,0.7750237972966844,0.6734693877551021,0.4651162790697674,0.1623419827012641,0.1623419827012641,0.9918699186991872,0.4015428773122338,0.16255829447035308,0.057240984544934176,0.058823529411764726,0.058823529411764726,0.3333333333333333,0.14907119849998596,0.06666666666666665,0.1111111111111111,0.8749687421855464,1
b00005op44,http://www.google.com/base/feeds/snippets/18381906790026125106,0.4242424242424243,0.4242424242424243,1.0,0.6513389472789296,0.4242424242424242,0.5957446808510638,0.1476510067114094,0.1476510067114094,1.0,0.3842538310952923,0.1476510067114094,0.10313662945241893,1.0,1.0,1.0,1.0,1.0,1.0,0.8658659217877096,1
b00005yx8i,http://www.google.com/base/feeds/snippets/18417819850768172148,0.35,0.35,0.6086956521739131,0.5243041203911967,0.4516129032258065,0.4814814814814815,0.01195219123505975,0.01195219123505975,1.0,0.10932607756185052,0.01195219123505975,0.023622047244094488,0.1428571428571428,0.1428571428571428,1.0,0.3779644730092272,0.1428571428571429,0.25,0.0,1
b0000691kc,http://www.google.com/base/feeds/snippets/10688959294324458483,0.5333333333333333,0.5333333333333333,0.7843137254901961,0.7001400420140048,0.625,0.20869565217391306,0.043585526315789484,0.043585526315789484,1.0,0.20877146911345296,0.043585526315789484,0.061465721040189124,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.15000000000000002,0.2608695652173913,0.8332777592530843,0
b0000691kc,http://www.google.com/base/feeds/snippets/12049235575237146821,0.5970149253731343,0.5970149253731343,0.7843137254901961,0.7484811885651197,0.7142857142857143,0.37383177570093457,0.18323746918652412,0.18323746918652412,0.9955357142857144,0.4272814772035856,0.18338815789473684,0.15138888888888888,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.15000000000000002,0.2608695652173913,0.5182072829131653,0
b0000691kc,http://www.google.com/base/feeds/snippets/13637950682292849732,0.6,0.6,0.7647058823529411,0.7501387219099999,0.7358490566037736,0.3269230769230769,0.03865131578947367,0.03865131578947367,1.0,0.19659937891426227,0.03865131578947367,0.055423594615993665,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.15000000000000002,0.2608695652173913,0.7983193277310925,0
