id_l,id_r,name_js,name_tv,name_oc,name_cs,description_js,description_tv,description_oc,description_cs,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,price_div,label
b00002s5ig,http://www.google.com/base/feeds/snippets/8376577004489658408,0.5217391304347826,0.5217391304347826,0.9230769230769232,0.7095748751868991,0.0815518606492478,0.0815518606492478,0.9449541284403672,0.2782635599110129,0.9333333333333332,0.9333333333333332,1.0,0.966091783079296,0.9199839967993598,1
b00002s75b,http://www.google.com/base/feeds/snippets/18029245320668853953,0.2941176470588236,0.2941176470588236,1.0,0.5423261445466404,0.06274509803921569,0.06274509803921569,0.7272727272727273,0.21617674269398568,0.15384615384615385,0.15384615384615385,0.6666666666666666,0.3333333333333333,0.8218316902414632,1
b00004nhn7,http://www.google.com/base/feeds/snippets/18434385825570199468,0.3428571428571429,0.3428571428571429,1.0,0.5855400437691199,0.08989805375347547,0.08989805375347547,0.9509803921568628,0.2930687471213997,0.0,0.0,0.0,0.0,0.9273154362416106,1
b00004ochi,http://www.google.com/base/feeds/snippets/8564521918031484066,0.3333333333333333,0.3333333333333333,1.0,0.5773502691896257,0.1436170212765957,0.1436170212765957,0.9681274900398408,0.3737647748727503,0.125,0.125,0.6666666666666666,0.2981423969999719,0.6664073785976221,1
b00004t2un,http://www.google.com/base/feeds/snippets/17501987182659378619,0.5142857142857142,0.5142857142857142,0.72,0.680336051416609,0.7103448275862069,0.7103448275862069,0.8547717842323651,0.8309762450342633,0.05000000000000005,0.05000000000000005,0.3333333333333333,0.13608276348795434,0.15538847117794488,1
b00004tkvy,http://www.google.com/base/feeds/snippets/18441110047404795849,0.5342465753424658,0.5342465753424658,0.8125,0.7036456405748565,1.0,1.0,1.0,1.0,0.05000000000000005,0.05000000000000005,0.3333333333333333,0.13608276348795434,0.0,1
b000056b63,http://www.google.com/base/feeds/snippets/17180557293748751234,0.6226415094339622,0.6226415094339622,0.8918918918918919,0.7750237972966844,0.1623419827012641,0.1623419827012641,0.9918699186991872,0.4015428773122338,0.058823529411764726,0.058823529411764726,0.3333333333333333,0.14907119849998596,0.8749687421855464,1
b00005op44,http://www.google.com/base/feeds/snippets/18381906790026125106,0.4242424242424243,0.4242424242424243,1.0,0.6513389472789296,0.1476510067114094,0.1476510067114094,1.0,0.3842538310952923,1.0,1.0,1.0,1.0,0.8658659217877096,1
b00005yx8i,http://www.google.com/base/feeds/snippets/18417819850768172148,0.35,0.35,0.6086956521739131,0.5243041203911967,0.01195219123505975,0.01195219123505975,1.0,0.10932607756185052,0.1428571428571428,0.1428571428571428,1.0,0.3779644730092272,0.0,1
b0000691kc,http://www.google.com/base/feeds/snippets/10510400604129253122,1.0,1.0,1.0,1.0,0.20230263157894726,0.20230263157894726,1.0,0.4497806482930845,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.4381752701080432,0
b0000691kc,http://www.google.com/base/feeds/snippets/11050991040966629398,0.40384615384615385,0.40384615384615385,0.8235294117647058,0.6033959622888618,0.19934640522875813,0.19934640522875813,0.9682539682539684,0.440780901174761,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.14789607622654907,0
b0000691kc,http://www.google.com/base/feeds/snippets/11348325051429221668,0.3703703703703704,0.3703703703703704,0.8695652173913043,0.5839571624737838,0.20230263157894726,0.20230263157894726,1.0,0.4497806482930845,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.3581432573029212,0
b0000691kc,http://www.google.com/base/feeds/snippets/13023052343955574084,0.5428571428571428,0.5428571428571428,0.7450980392156863,0.7047921864945659,0.042728019720624455,0.042728019720624455,0.981132075471698,0.20483238479055765,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.7983193277310925,0
b0000691kc,http://www.google.com/base/feeds/snippets/13637950682292849732,0.6,0.6,0.7647058823529411,0.7501387219099999,0.038651315789473666,0.038651315789473666,1.0,0.19659937891426227,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.7983193277310925,0
b0000691kc,http://www.google.com/base/feeds/snippets/13704505045182265069,0.5135135135135135,0.5135135135135135,0.7450980392156863,0.6812924733662551,0.19819078947368413,0.19819078947368413,1.0,0.4451862413346624,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.33973589435774315,0
b0000691kc,http://www.google.com/base/feeds/snippets/13725607155690879229,0.7090909090909091,0.7090909090909091,0.9069767441860463,0.832808772430015,0.19556285949055047,0.19556285949055047,0.99581589958159,0.44148018830014135,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.3981592637054822,0
b0000691kc,http://www.google.com/base/feeds/snippets/14182231694994497845,0.4285714285714286,0.4285714285714286,0.8275862068965517,0.6240611609908125,0.20460147904683645,0.20460147904683645,0.996,0.4516089656934823,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.5001000600360216,0
b0000691kc,http://www.google.com/base/feeds/snippets/14872602878188858026,0.4642857142857143,0.4642857142857143,0.8387096774193549,0.6538940912762139,0.20163934426229504,0.20163934426229504,0.9840000000000001,0.4461678938176572,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.7999199679871949,0
