id_l,id_r,venue_dLs,venue_NW,venue_tv,venue_oc,venue_cs,venue_bag,year_div,title_dLs,title_NW,title_tv,title_oc,title_cs,title_bag,authors_dLs,authors_NW,authors_tv,authors_oc,authors_cs,authors_bag,label
1008,415,0.2608695652173913,0.31521739130434784,0.3404255319148937,0.9411764705882352,0.5721588318817212,0.3478260869565217,0.9995002498750624,0.2530120481927711,0.4036144578313253,0.3723404255319149,0.7608695652173914,0.5664350023071129,0.42168674698795183,0.4672897196261683,0.5654205607476636,0.6272727272727273,0.9583333333333334,0.7861238160783627,0.6448598130841121,0
1011,1578,0.058823529411764726,0.14705882352941174,0.05000000000000005,0.25,0.12126781251816655,0.058823529411764726,0.99799899949975,0.19354838709677424,0.5564516129032258,0.5569620253164557,0.7213114754098361,0.7154708005361808,0.7096774193548387,0.18000000000000005,0.46,0.6481481481481481,0.8974358974358975,0.7925939239012171,0.7,0
1096,422,0.21739130434782605,0.3804347826086957,0.3148148148148149,0.68,0.5013026509266503,0.3695652173913043,0.9985022466300548,0.2888888888888889,0.37777777777777777,0.4888888888888889,1.0,0.6992058987801011,0.4888888888888889,0.1944444444444444,0.4583333333333333,0.3404255319148937,0.5925925925925926,0.5132002392796673,0.4444444444444444,0
11,1985,0.2608695652173913,0.31521739130434784,0.3404255319148937,0.9411764705882352,0.5721588318817212,0.3478260869565217,0.9965052421367948,0.2419354838709677,0.4354838709677419,0.4428571428571429,0.7948717948717948,0.6304251719561151,0.5,0.14529914529914534,0.1452991452991453,0.14529914529914534,1.0,0.3811812499312437,0.14529914529914534,0
1157,263,0.15217391304347827,0.21739130434782608,0.22916666666666666,0.8461538461538461,0.4498234510602419,0.23913043478260865,0.99900149775337,0.17948717948717952,0.2435897435897436,0.2142857142857143,0.75,0.4160251471689218,0.23076923076923075,0.3888888888888888,0.4131944444444444,0.4275862068965517,0.9841269841269841,0.6509388146270024,0.4305555555555556,0
1158,1675,0.2608695652173913,0.31521739130434784,0.3404255319148937,0.9411764705882352,0.5721588318817212,0.3478260869565217,0.997997997997998,0.2,0.5625,0.490566037735849,0.6666666666666666,0.6582805886043833,0.65,0.3870967741935484,0.532258064516129,0.4054054054054055,0.7142857142857143,0.5878963512522154,0.4838709677419355,0
1160,551,0.7647058823529411,0.7647058823529411,0.7647058823529411,1.0,0.8744746321952062,0.7647058823529411,0.9985007496251874,1.0,1.0,1.0,1.0,1.0,1.0,0.07453416149068326,0.08385093167701864,0.09316770186335399,1.0,0.3052338478336798,0.09316770186335399,0
1167,1553,0.7647058823529411,0.7647058823529411,0.7647058823529411,1.0,0.8744746321952062,0.7647058823529411,0.999498997995992,0.27450980392156865,0.4117647058823529,0.3793103448275862,0.7586206896551724,0.5720560642415782,0.4313725490196079,1.0,1.0,1.0,1.0,1.0,1.0,0
1236,660,0.7647058823529411,0.7647058823529411,0.7647058823529411,1.0,0.8744746321952062,0.7647058823529411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1257,2175,0.5348837209302326,0.5581395348837209,0.5111111111111111,0.92,0.7014934235299815,0.5348837209302326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,0.9838709677419356,0.9375,0.967741935483871,0.967741935483871,0.967741935483871,1
