id_l,id_r,name_js,name_tv,name_oc,name_cs,description_js,description_tv,description_oc,description_cs,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,price_div,label
b00002s5ig,http://www.google.com/base/feeds/snippets/8376577004489658408,0.5217391304347826,0.5217391304347826,0.9230769230769232,0.7095748751868991,0.0815518606492478,0.0815518606492478,0.9449541284403672,0.2782635599110129,0.9333333333333332,0.9333333333333332,1.0,0.966091783079296,0.9199839967993598,1
b00002s75b,http://www.google.com/base/feeds/snippets/18029245320668853953,0.2941176470588236,0.2941176470588236,1.0,0.5423261445466404,0.06274509803921569,0.06274509803921569,0.7272727272727273,0.21617674269398568,0.15384615384615385,0.15384615384615385,0.6666666666666666,0.3333333333333333,0.8218316902414632,1
b000056b62,http://www.google.com/base/feeds/snippets/18446496383812786183,0.9411764705882352,0.9411764705882352,1.0,0.970142500145332,0.2780487804878049,0.2780487804878049,0.9956331877729258,0.5264718501974615,0.058823529411764726,0.058823529411764726,0.3333333333333333,0.14907119849998596,1.0,1
b00005yx8i,http://www.google.com/base/feeds/snippets/18417819850768172148,0.35,0.35,0.6086956521739131,0.5243041203911967,0.01195219123505975,0.01195219123505975,1.0,0.10932607756185052,0.1428571428571428,0.1428571428571428,1.0,0.3779644730092272,0.0,1
b000068u3h,http://www.google.com/base/feeds/snippets/11635339528486156141,0.295774647887324,0.295774647887324,1.0,0.5438516782058542,0.021582733812949617,0.021582733812949617,1.0,0.14691063206231747,0.32432432432432434,0.32432432432432434,0.6666666666666666,0.508000508000762,0.7382957393483709,1
b0000691kc,http://www.google.com/base/feeds/snippets/11348325051429221668,0.3703703703703704,0.3703703703703704,0.8695652173913043,0.5839571624737838,0.20230263157894726,0.20230263157894726,1.0,0.4497806482930845,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.3581432573029212,0
b0000691kc,http://www.google.com/base/feeds/snippets/11536164712390669476,0.3734939759036144,0.3734939759036144,0.6078431372549019,0.5468979948257953,0.19492219492219487,0.19492219492219487,0.9794238683127572,0.437831529140945,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.7190876350540216,0
b0000691kc,http://www.google.com/base/feeds/snippets/17261970023689791051,0.4814814814814814,0.4814814814814814,0.8965517241379308,0.6760662577400469,0.19180327868852465,0.19180327868852465,0.9831932773109244,0.4349712888388253,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.9560061208875286,0
b0000691kc,http://www.google.com/base/feeds/snippets/17330899240149634868,0.484375,0.484375,0.7045454545454546,0.6544105129271611,0.1963993453355155,0.1963993453355155,0.975609756097561,0.438810388578619,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.6110444177671068,0
b0000691kc,http://www.google.com/base/feeds/snippets/18227581310527396800,0.4642857142857143,0.4642857142857143,0.8387096774193549,0.6538940912762139,0.1602616516762061,0.1602616516762061,0.9655172413793104,0.3944947836173127,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.3197278911564626,0
b0000691kc,http://www.google.com/base/feeds/snippets/3594701920411099396,0.4183673469387755,0.4183673469387755,0.8039215686274509,0.6120084698771955,0.1829959514170041,0.1829959514170041,0.9224489795918368,0.4140555492343658,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.7591036414565826,0
b00006iqth,http://www.google.com/base/feeds/snippets/13286819633533674312,0.26315789473684204,0.26315789473684204,0.5,0.42257712736425823,0.3513513513513513,0.3513513513513513,0.9285714285714286,0.5790660241435862,0.11111111111111116,0.11111111111111116,0.3333333333333333,0.2182178902359924,1.0,1
b00006jo4g,http://www.google.com/base/feeds/snippets/10206096308013781162,0.4107142857142857,0.4107142857142857,1.0,0.6408699444616557,0.50625,0.50625,0.9681274900398408,0.7059897789383544,0.9333333333333332,0.9333333333333332,1.0,0.966091783079296,0.9199839967993598,1
b00006jo4g,http://www.google.com/base/feeds/snippets/16080101328048625984,0.15540540540540534,0.15540540540540534,1.0,0.39421492285986,0.4865424430641823,0.4865424430641823,0.9552845528455284,0.6896509033357532,0.125,0.125,0.6666666666666666,0.2981423969999719,0.9195839167833566,1
b00008wq9i,http://www.google.com/base/feeds/snippets/18441480711193821750,0.30000000000000004,0.30000000000000004,0.5869565217391305,0.4724498048747065,0.16803840877914955,0.16803840877914955,0.9722222222222222,0.4051651733227265,0.16666666666666666,0.16666666666666666,1.0,0.40824829046386296,0.2040858018386109,0
b000098xjo,http://www.google.com/base/feeds/snippets/16361312648941715869,0.8181818181818182,0.8181818181818182,1.0,0.9045340337332908,0.012195121951219523,0.012195121951219523,1.0,0.11043152607484652,0.2142857142857143,0.2142857142857143,1.0,0.4629100498862757,0.0,1
b000099108,http://www.google.com/base/feeds/snippets/1088964682231544841,0.15189873417721522,0.15189873417721522,0.9230769230769232,0.3768445758127966,0.6603053435114504,0.6603053435114504,0.9105263157894736,0.8018373101606262,0.07692307692307687,0.07692307692307687,0.3333333333333333,0.1740776559556978,0.8319421257651641,0
