id_l,id_r,name_ls,name_dLs,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_oc,description_rO,price_div,label
0,309,0.33333333333333337,0.33333333333333337,0.3555555555555556,0.3555555555555556,0.64,0.5333333333333333,0.4444444444444444,0.36065573770491804,0.7652173913043478,0.13636363636363635,0.0,0
144,554,0.17647058823529416,0.17647058823529416,0.44285714285714284,0.44285714285714284,0.62,0.6138914766455381,0.607843137254902,0.27722772277227725,0.8913043478260869,0.19047619047619047,0.0,0
720,1064,0.273972602739726,0.273972602739726,0.4487179487179487,0.4487179487179487,0.875,0.6477040589229046,0.4794520547945206,0.3893805309734513,1.0,0.014084507042253521,0.0,0
1008,421,0.22916666666666663,0.22916666666666663,0.4098360655737705,0.4098360655737705,0.6578947368421053,0.5853661322385587,0.5208333333333333,0.3023255813953488,0.9354838709677419,0.17712177121771217,0.0986046511627907,0
510,652,0.6190476190476191,0.6190476190476191,0.8333333333333334,0.8333333333333334,1.0,0.9128709291752769,0.8333333333333334,0.7272727272727273,0.975,0.25925925925925924,0.0,1
319,464,0.6885245901639344,0.6885245901639344,0.7580645161290323,0.7580645161290323,0.9791666666666666,0.8685849933716231,0.7704918032786885,0.7706422018348624,1.0,0.017094017094017096,0.0,1
234,476,0.34782608695652173,0.34782608695652173,0.4285714285714286,0.4285714285714286,0.8048780487804879,0.6204366813009299,0.4782608695652174,0.4727272727272727,1.0,0.02510460251046025,0.06249140571285705,0
34,36,0.509090909090909,0.509090909090909,0.7413793103448276,0.7413793103448276,0.9347826086956522,0.85488598042411,0.7818181818181819,0.7326732673267327,0.9444444444444444,0.19900497512437812,0.0,1
6,210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05357142857142857,0.0,1
288,512,0.21052631578947367,0.21052631578947367,0.34065934065934067,0.34065934065934067,0.6739130434782609,0.5242953209060972,0.4078947368421053,0.14754098360655737,1.0,0.03076923076923077,1.0,0
577,454,0.1071428571428571,0.1071428571428571,0.36,0.36,0.5869565217391305,0.5319745242113929,0.4821428571428571,0.19607843137254902,1.0,0.016853932584269662,0.0,0
752,584,0.2909090909090909,0.2909090909090909,0.5161290322580645,0.5161290322580645,0.8205128205128205,0.6909336273400487,0.5818181818181818,0.40425531914893614,0.8421052631578947,0.22541966426858512,1.0,0
432,86,0.5405405405405406,0.5405405405405406,0.574468085106383,0.574468085106383,0.7297297297297297,0.7297297297297297,0.7297297297297297,0.6216216216216216,1.0,0.046153846153846156,0.874375,0
865,575,0.33333333333333337,0.33333333333333337,0.4,0.4,0.68,0.5788544409159491,0.49275362318840576,0.47058823529411764,0.9107142857142857,0.19830028328611898,0.41867738301414087,0
866,1024,0.14814814814814814,0.14814814814814814,0.3623188405797102,0.3623188405797102,0.625,0.537914353639919,0.4629629629629629,0.19148936170212766,0.9622641509433962,0.10180623973727422,0.0,0
144,103,0.19999999999999996,0.19999999999999996,0.5,0.5,0.673469387755102,0.6667006794044591,0.6599999999999999,0.36363636363636365,0.8571428571428571,0.11818181818181818,0.0,0
990,1004,0.3035714285714286,0.3035714285714286,0.631578947368421,0.631578947368421,0.972972972972973,0.7908745952947442,0.6428571428571428,0.3870967741935484,0.8225806451612904,0.16524216524216523,0.0,1
601,1005,0.2763157894736842,0.2763157894736842,0.46341463414634143,0.46341463414634143,0.8636363636363636,0.6571287406727709,0.5,0.4166666666666667,1.0,0.012658227848101266,0.0,1
376,334,0.2894736842105263,0.2894736842105263,0.46808510638297873,0.46808510638297873,0.7096774193548387,0.6409882014228715,0.5789473684210527,0.34782608695652173,1.0,0.1984126984126984,0.3337974683544304,1
400,449,0.35064935064935066,0.35064935064935066,0.4545454545454546,0.4545454545454546,1.0,0.674199862463242,0.4545454545454546,0.4642857142857143,0.92,0.1411764705882353,0.0,1
0,36,0.21739130434782605,0.21739130434782605,0.3148148148148149,0.3148148148148149,0.68,0.5013026509266503,0.3695652173913043,0.28169014084507044,0.9444444444444444,0.13100436681222707,0.0,0
335,558,0.26,0.26,0.47457627118644075,0.47457627118644075,0.7567567567567568,0.6509867769653879,0.56,0.2988505747126437,0.9641025641025641,0.22075782537067545,0.0,1
388,444,0.375,0.375,0.40625,0.40625,1.0,0.6373774391990982,0.40625,0.4888888888888889,1.0,0.021660649819494584,0.0,1
577,706,0.1428571428571429,0.1428571428571429,0.3529411764705883,0.3529411764705883,0.6666666666666666,0.5345224838248488,0.4285714285714286,0.13043478260869565,0.9111111111111111,0.20316027088036118,0.0,0
896,931,0.5686274509803921,0.5686274509803921,0.7288135593220338,0.7288135593220338,0.8431372549019608,0.8431372549019608,0.8431372549019608,0.7450980392156863,0.96875,0.08602150537634409,0.0,1
759,519,0.4629629629629629,0.4629629629629629,0.5272727272727272,0.5272727272727272,0.9666666666666667,0.7205107927499322,0.537037037037037,0.5952380952380952,1.0,0.020202020202020204,0.0,1
577,556,0.3650793650793651,0.3650793650793651,0.6301369863013698,0.6301369863013698,0.8214285714285714,0.7744502841566949,0.7301587301587302,0.5714285714285714,1.0,0.016853932584269662,0.0,0
864,1012,0.18840579710144922,0.18840579710144922,0.5813953488372093,0.5813953488372093,0.746268656716418,0.7353736389924108,0.7246376811594203,0.19117647058823528,1.0,0.03468208092485549,0.7954237288135593,0
891,908,0.28125,0.28125,0.4117647058823529,0.4117647058823529,0.875,0.6187184335382291,0.4375,0.3125,0.7549019607843137,0.15606936416184972,0.0,1
288,25,0.2857142857142857,0.2857142857142857,0.5223880597014925,0.5223880597014925,0.7608695652173914,0.6895966054592131,0.625,0.4117647058823529,1.0,0.07035175879396985,1.0,0
288,1057,0.13636363636363635,0.13636363636363635,0.36585365853658536,0.36585365853658536,0.6521739130434783,0.5444655064804709,0.4545454545454546,0.07142857142857142,1.0,0.03076923076923077,0.78,0
0,99,0.15000000000000002,0.15000000000000002,0.23529411764705888,0.23529411764705888,0.8,0.44721359549995787,0.25,0.24761904761904763,0.8,0.04040404040404041,0.0,0
16,1060,0.15189873417721522,0.15189873417721522,0.5247524752475248,0.5247524752475248,0.7066666666666667,0.6885439906093288,0.6708860759493671,0.22077922077922077,1.0,0.02197802197802198,0.9951910232433877,0
432,88,0.5405405405405406,0.5405405405405406,0.5208333333333334,0.5208333333333334,0.6944444444444444,0.6849957804389887,0.6756756756756757,0.6301369863013698,1.0,0.04580152671755725,1.0,0
574,573,0.543859649122807,0.543859649122807,0.5245901639344263,0.5245901639344263,0.8888888888888888,0.7064172571013567,0.5614035087719298,0.6666666666666666,1.0,0.09230769230769231,0.0,1
576,641,0.4666666666666667,0.4666666666666667,0.6417910447761194,0.6417910447761194,0.86,0.785068999090738,0.7166666666666667,0.6181818181818182,0.946236559139785,0.37714285714285717,0.0,0
1047,1059,0.4838709677419355,0.4838709677419355,0.7352941176470589,0.7352941176470589,0.8928571428571429,0.8485552916276634,0.8064516129032258,0.6779661016949152,1.0,0.017964071856287425,0.0,1
1008,79,0.1875,0.1875,0.4482758620689655,0.4482758620689655,0.7222222222222222,0.6254627916220946,0.5416666666666667,0.16666666666666666,0.9230769230769231,0.07905138339920949,1.0,0
264,465,0.1428571428571429,0.1428571428571429,0.368421052631579,0.368421052631579,0.5833333333333334,0.5400617248673216,0.5,0.23076923076923078,0.9186046511627907,0.12461059190031153,0.0,0
343,436,0.31818181818181823,0.31818181818181823,0.5,0.5,0.8064516129032258,0.676912951342353,0.5681818181818181,0.26666666666666666,1.0,0.11428571428571428,0.8666834170854272,1
1009,339,0.30612244897959184,0.30612244897959184,0.5161290322580645,0.5161290322580645,0.7111111111111111,0.681468335999936,0.653061224489796,0.46808510638297873,1.0,0.031496062992125984,0.0,0
1008,532,0.2222222222222222,0.2222222222222222,0.4457831325301205,0.4457831325301205,0.7708333333333334,0.6293827811317888,0.5138888888888888,0.26666666666666666,0.9468085106382979,0.23952095808383234,1.0,0
454,499,0.34090909090909094,0.34090909090909094,0.4464285714285714,0.4464285714285714,0.6756756756756757,0.6196019963707621,0.5681818181818181,0.2716049382716049,1.0,0.26905829596412556,0.0,1
1006,711,0.33333333333333337,0.33333333333333337,0.41666666666666674,0.41666666666666674,1.0,0.6454972243679028,0.41666666666666663,0.47058823529411764,0.9230769230769231,0.12138728323699421,1.0,1
2,33,0.5,0.5,0.5135135135135135,0.5135135135135135,0.8636363636363636,0.6947088029207741,0.5588235294117647,0.6071428571428571,0.7528735632183908,0.32189973614775724,1.0,1
624,747,0.43999999999999995,0.43999999999999995,0.88,0.88,1.0,0.938083151964686,0.88,0.6595744680851063,0.9504950495049505,0.24924012158054712,0.0,1
0,504,0.22580645161290325,0.22580645161290325,0.3384615384615385,0.3384615384615385,0.88,0.5588005588008382,0.3548387096774194,0.3218390804597701,0.88,0.13761467889908258,0.0,0
757,897,0.29729729729729726,0.29729729729729726,0.6904761904761905,0.6904761904761905,0.8529411764705882,0.8176316179301714,0.7837837837837838,0.4788732394366197,0.8602150537634409,0.1858974358974359,0.6144692737430167,1
1008,745,0.125,0.125,0.3870967741935484,0.3870967741935484,0.631578947368421,0.5619514869490164,0.5,0.18604651162790697,0.8555555555555555,0.19047619047619047,0.3685819594845567,0
720,344,0.273972602739726,0.273972602739726,0.4526315789473685,0.4526315789473685,0.6615384615384615,0.6242382080250068,0.589041095890411,0.4782608695652174,1.0,0.014084507042253521,0.0,0
77,107,0.33333333333333337,0.33333333333333337,0.6329113924050633,0.6329113924050633,0.8771929824561403,0.7804881763180784,0.6944444444444444,0.46511627906976744,1.0,0.026845637583892617,0.0,1
288,912,0.125,0.125,0.3623188405797102,0.3623188405797102,0.5434782608695652,0.5320353317242179,0.5208333333333333,0.2553191489361702,1.0,0.03076923076923077,1.0,0
865,553,0.17391304347826086,0.17391304347826086,0.3411764705882353,0.3411764705882353,0.6444444444444445,0.5204358386562267,0.42028985507246375,0.24561403508771928,1.0,0.0707395498392283,0.9961992398479697,0
730,763,0.18309859154929575,0.18309859154929575,0.18309859154929575,0.18309859154929575,1.0,0.42790021213981166,0.18309859154929575,0.30952380952380953,1.0,0.01744186046511628,0.0,1
1,1038,0.36764705882352944,0.36764705882352944,0.5125,0.5125,0.7735849056603774,0.6829540197690888,0.6029411764705883,0.39669421487603307,1.0,0.01904761904761905,0.33573934837092734,0
33,195,0.5416666666666667,0.5416666666666667,0.7450980392156863,0.7450980392156863,0.926829268292683,0.8565861529340606,0.7916666666666666,0.7415730337078652,1.0,0.02643171806167401,0.8140427387701701,1
866,392,0.2962962962962963,0.2962962962962963,0.4426229508196722,0.4426229508196722,0.7941176470588235,0.6301260378126045,0.5,0.2727272727272727,0.9539473684210527,0.1618320610687023,0.0,0
95,87,0.5348837209302326,0.5348837209302326,0.5686274509803921,0.5686274509803921,0.7837837837837838,0.7270477053176553,0.6744186046511628,0.6,1.0,0.10084033613445378,0.874375,1
288,812,0.21126760563380287,0.21126760563380287,0.40963855421686746,0.40963855421686746,0.7391304347826086,0.5949367913237044,0.47887323943661975,0.3418803418803419,1.0,0.11538461538461539,0.04098717948717948,0
916,995,0.5925925925925926,0.5925925925925926,0.9444444444444444,0.9444444444444444,1.0,0.97182531580755,0.9444444444444444,0.780952380952381,1.0,0.01652892561983471,0.9812606473594548,1
291,379,0.6268656716417911,0.6268656716417911,0.7714285714285715,0.7714285714285715,0.9473684210526315,0.8738138633107518,0.8059701492537313,0.7903225806451613,0.9387755102040817,0.17518248175182483,1.0,1
889,1048,0.41666666666666663,0.41666666666666663,0.631578947368421,0.631578947368421,0.9230769230769231,0.7844645405527361,0.6666666666666667,0.5161290322580645,1.0,0.04878048780487805,0.0,1
473,1051,0.5526315789473684,0.5526315789473684,0.5333333333333333,0.5333333333333333,0.7741935483870968,0.699259856097678,0.631578947368421,0.6956521739130435,0.6951219512195121,0.21232876712328766,0.9667676767676767,1
720,336,0.2465753424657534,0.2465753424657534,0.49411764705882355,0.49411764705882355,0.7777777777777778,0.6689458755944951,0.5753424657534247,0.4251968503937008,1.0,0.014084507042253521,0.0,0
145,174,0.26865671641791045,0.26865671641791045,0.48571428571428577,0.48571428571428577,0.918918918918919,0.6828741196823824,0.5074626865671642,0.36538461538461536,0.9428571428571428,0.18723404255319148,0.0,1
572,200,0.203125,0.203125,0.4375,0.4375,0.6862745098039216,0.6126225367622542,0.546875,0.33043478260869563,0.8616352201257862,0.19607843137254902,1.0,0
821,15,0.6021505376344086,0.6021505376344086,0.6063829787234043,0.6063829787234043,0.9827586206896551,0.7761030400725079,0.6129032258064516,0.7549668874172185,1.0,0.018633540372670808,1.0,1
720,56,0.12328767123287676,0.12328767123287676,0.25316455696202533,0.25316455696202533,0.7692307692307693,0.4590731488048886,0.273972602739726,0.16161616161616163,1.0,0.08843537414965986,0.0,0
720,58,0.17808219178082196,0.17808219178082196,0.38372093023255816,0.38372093023255816,0.717391304347826,0.5694735978759545,0.452054794520548,0.2184873949579832,1.0,0.014084507042253521,0.0,0
316,781,0.34375,0.359375,0.6567164179104478,0.6567164179104478,0.9361702127659575,0.8022574532384201,0.6875,0.5405405405405406,1.0,0.021660649819494584,1.0,1
0,229,0.21276595744680848,0.21276595744680848,0.2857142857142857,0.2857142857142857,0.64,0.46676797279326254,0.34042553191489366,0.3055555555555556,0.8,0.04040404040404041,0.0,0
288,168,0.23333333333333328,0.23333333333333328,0.452054794520548,0.452054794520548,0.717391304347826,0.6281442647921768,0.55,0.32075471698113206,0.839622641509434,0.2080536912751678,1.0,0
288,907,0.17391304347826086,0.17391304347826086,0.19999999999999996,0.19999999999999996,0.368421052631579,0.33485541126445795,0.30434782608695654,0.14285714285714285,1.0,0.03076923076923077,1.0,0
498,548,0.3111111111111111,0.3111111111111111,0.6060606060606061,0.6060606060606061,0.8695652173913043,0.7613869876268811,0.6666666666666667,0.37735849056603776,1.0,0.017341040462427744,0.0,1
294,847,0.33333333333333337,0.33333333333333337,0.7777777777777778,0.7777777777777778,1.0,0.8819171036881969,0.7777777777777778,0.59375,1.0,0.027649769585253458,0.0,1
2,426,0.3548387096774194,0.3548387096774194,0.39473684210526316,0.39473684210526316,0.6818181818181818,0.5743796858006126,0.4838709677419355,0.49056603773584906,0.8666666666666667,0.1461187214611872,0.7540816326530613,0
475,619,0.851063829787234,0.851063829787234,0.7735849056603774,0.7735849056603774,0.8723404255319149,0.8723404255319149,0.8723404255319149,0.8723404255319149,1.0,0.02197802197802198,0.0,1
883,677,0.33333333333333337,0.33333333333333337,0.42622950819672134,0.42622950819672134,0.7878787878787878,0.6159131805828746,0.4814814814814815,0.41379310344827586,1.0,0.021505376344086023,0.0,1
288,860,0.19565217391304346,0.19565217391304346,0.5,0.5,0.7368421052631579,0.6697108225289158,0.6086956521739131,0.2857142857142857,1.0,0.03076923076923077,1.0,0
275,852,0.27118644067796616,0.27118644067796616,0.467741935483871,0.467741935483871,0.90625,0.6674165979762845,0.4915254237288136,0.3076923076923077,0.9193548387096774,0.2216867469879518,0.0,1
