id_l,id_r,name_ls,name_dLs,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_oc,description_rO,price_div,label
546,581,0.6923076923076923,0.6923076923076923,0.6896551724137931,0.6896551724137931,0.8695652173913043,0.8178608201095308,0.7692307692307692,0.8163265306122449,1.0,0.24930747922437674,0.0,1
144,369,0.15107913669064746,0.15107913669064746,0.2857142857142857,0.2857142857142857,0.84,0.5037985208794165,0.302158273381295,0.20105820105820105,1.0,0.031914893617021274,0.0,0
432,89,0.5681818181818181,0.5681818181818181,0.5576923076923077,0.5576923076923077,0.7837837837837838,0.7187383157900842,0.6590909090909092,0.6172839506172839,0.9480519480519479,0.374384236453202,0.936875,0
818,70,0.4285714285714286,0.4285714285714286,0.5660377358490566,0.5660377358490566,0.8823529411764706,0.734993936325038,0.6122448979591837,0.5060240963855421,1.0,0.19622641509433963,0.0,1
335,558,0.26,0.26,0.4745762711864408,0.4745762711864408,0.7567567567567568,0.6509867769653879,0.56,0.2988505747126437,0.964102564102564,0.22075782537067545,0.0,1
432,268,0.3442622950819673,0.3442622950819673,0.5076923076923077,0.5076923076923077,0.8918918918918919,0.6946214021572887,0.540983606557377,0.4489795918367347,1.0,0.04651162790697674,0.984375,1
0,948,0.2272727272727273,0.2272727272727273,0.2777777777777778,0.2777777777777778,0.6,0.4522670168666454,0.34090909090909094,0.2898550724637681,0.8,0.04040404040404041,0.0,0
916,995,0.5925925925925926,0.5925925925925926,0.9444444444444444,0.9444444444444444,1.0,0.97182531580755,0.9444444444444444,0.7809523809523811,1.0,0.016528925619834708,0.9812606473594548,1
17,830,0.5576923076923077,0.5576923076923077,0.8392857142857143,0.8392857142857143,0.9215686274509804,0.9126643739222252,0.903846153846154,0.7184466019417476,1.0,0.028571428571428567,0.9288553581568914,1
384,426,0.5,0.5,0.5,0.5,1.0,0.7071067811865476,0.5,0.6666666666666666,0.9555555555555556,0.22399999999999998,0.5355072463768117,1
432,85,0.24096385542168675,0.24096385542168675,0.3636363636363637,0.3636363636363637,0.8648648648648649,0.5774442619080653,0.3855421686746988,0.3666666666666665,1.0,0.04580152671755725,0.874375,0
432,948,0.5454545454545454,0.5454545454545454,0.5,0.5,0.7297297297297297,0.6691701560804231,0.6136363636363636,0.5925925925925926,1.0,0.04580152671755725,0.749375,0
292,99,0.375,0.375,0.4,0.4,1.0,0.6324555320336759,0.4,0.5178571428571429,1.0,0.04424778761061947,1.0,1
1002,248,0.3733333333333333,0.3733333333333333,0.6282051282051282,0.6282051282051282,0.9423076923076924,0.784627953644927,0.6533333333333333,0.4251968503937008,1.0,0.019417475728155338,0.0,1
864,627,0.17910447761194026,0.17910447761194026,0.3529411764705883,0.3529411764705883,0.625,0.5290092118939487,0.4477611940298507,0.17391304347826086,0.9012345679012346,0.30278884462151395,1.0,0
1009,649,0.276595744680851,0.276595744680851,0.4444444444444444,0.4444444444444444,0.8979591836734694,0.648321926219813,0.4680851063829787,0.3776223776223776,0.9012345679012346,0.4682926829268293,0.0,0
0,620,0.2592592592592593,0.2592592592592593,0.3620689655172413,0.3620689655172413,0.84,0.5715476066494082,0.38888888888888884,0.35443037974683544,0.88,0.13761467889908258,0.0,0
720,796,0.31506849315068497,0.31506849315068497,0.4375,0.4375,0.8333333333333334,0.6320944383519236,0.4794520547945206,0.5043478260869565,1.0,0.014084507042253518,0.0,0
720,55,0.2328767123287672,0.2328767123287672,0.4155844155844156,0.4155844155844156,0.8888888888888888,0.6242194517126963,0.4383561643835616,0.2385321100917432,0.8333333333333334,0.027874564459930317,0.0,0
144,757,0.18000000000000005,0.18000000000000005,0.43333333333333335,0.43333333333333335,0.7222222222222222,0.6128258770283411,0.52,0.2325581395348837,1.0,0.031914893617021274,0.0,0
729,764,0.2857142857142857,0.2857142857142857,0.5287356321839081,0.5287356321839081,0.7301587301587301,0.6926893922273593,0.6571428571428571,0.3609022556390977,1.0,0.017543859649122806,0.0,1
310,392,0.3833333333333333,0.3833333333333333,0.5409836065573771,0.5409836065573771,0.9705882352941176,0.7306322805705786,0.55,0.4680851063829787,0.8,0.2847682119205298,0.0,1
1058,832,0.532258064516129,0.532258064516129,0.6129032258064516,0.6129032258064516,1.0,0.7828813612588127,0.6129032258064516,0.66,1.0,0.020477815699658702,1.0,1
131,172,0.3617021276595744,0.3617021276595744,0.6595744680851063,0.6595744680851063,1.0,0.8121419014464815,0.6595744680851063,0.6153846153846154,1.0,0.02127659574468085,1.0,1
288,842,0.10869565217391307,0.10869565217391307,0.17647058823529416,0.17647058823529416,0.3529411764705883,0.3034330424545042,0.2608695652173913,0.2,0.7916666666666666,0.20246913580246914,1.0,0
1006,711,0.33333333333333337,0.33333333333333337,0.4166666666666667,0.4166666666666667,1.0,0.6454972243679028,0.4166666666666666,0.4705882352941176,0.9230769230769232,0.1213872832369942,1.0,1
577,717,0.3035714285714286,0.3035714285714286,0.4137931034482758,0.4137931034482758,0.9230769230769232,0.628970902033151,0.4285714285714286,0.3902439024390244,0.9767441860465116,0.18223234624145787,0.0,1
288,962,0.08695652173913049,0.08695652173913049,0.2794117647058824,0.2794117647058824,0.4634146341463414,0.4375047341055788,0.4130434782608695,0.1839080459770115,0.8385416666666666,0.2314814814814815,1.0,0
2,572,0.2608695652173913,0.2608695652173913,0.2363636363636364,0.2363636363636364,0.5909090909090909,0.4086514987502554,0.28260869565217395,0.38235294117647056,0.8211382113821138,0.3097643097643097,1.0,0
275,852,0.27118644067796616,0.27118644067796616,0.4677419354838711,0.4677419354838711,0.90625,0.6674165979762845,0.4915254237288136,0.3076923076923077,0.9193548387096774,0.2216867469879518,0.0,1
287,372,0.5609756097560976,0.5609756097560976,0.5882352941176471,0.5882352941176471,0.75,0.7407971974871922,0.7317073170731707,0.6419753086419753,1.0,0.09411764705882353,0.656896551724138,1
866,310,0.20175438596491224,0.20175438596491224,0.3125,0.3125,0.7407407407407407,0.5098127419345817,0.3508771929824561,0.2261904761904762,1.0,0.011857707509881422,0.0,0
9,176,0.4375,0.4375,0.75,0.75,1.0,0.8660254037844386,0.75,0.6190476190476191,0.9428571428571428,0.2048780487804878,0.0,1
141,933,0.6,0.6,0.7432432432432432,0.7432432432432432,0.9322033898305084,0.8558303106230308,0.7857142857142857,0.6976744186046512,0.8888888888888888,0.2937062937062937,0.0,1
470,661,0.6,0.6,0.5555555555555556,0.5555555555555556,0.851063829787234,0.7236930202519399,0.6153846153846154,0.6964285714285714,0.905511811023622,0.20671834625323,1.0,1
1072,882,0.5526315789473684,0.5526315789473684,0.6842105263157895,0.6842105263157895,1.0,0.827170191868511,0.6842105263157895,0.65625,1.0,0.027210884353741496,0.9089253187613844,1
432,950,0.5555555555555556,0.5555555555555556,0.5471698113207547,0.5471698113207547,0.7837837837837838,0.7107074680240142,0.6444444444444444,0.6097560975609756,1.0,0.07575757575757576,0.749375,0
376,334,0.2894736842105263,0.2894736842105263,0.4680851063829787,0.4680851063829787,0.7096774193548387,0.6409882014228715,0.5789473684210527,0.3478260869565217,1.0,0.1984126984126984,0.3337974683544304,1
577,689,0.1785714285714286,0.1785714285714286,0.352112676056338,0.352112676056338,0.625,0.5282214092053229,0.4464285714285714,0.25,1.0,0.016853932584269662,0.0,0
454,499,0.34090909090909094,0.34090909090909094,0.4464285714285714,0.4464285714285714,0.6756756756756757,0.6196019963707621,0.5681818181818181,0.2716049382716049,1.0,0.26905829596412556,0.0,1
