id_l,id_r,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_js,description_tv,description_oc,description_cs,description_bag,description_rO,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,manufacturer_bag,manufacturer_rO,price_div,label
b000fnevhk,http://www.google.com/base/feeds/snippets/4436087621332035022,0.4666666666666667,0.4666666666666667,0.75,0.6437963064592142,0.5526315789473684,0.4545454545454545,0.001812688821752229,0.001812688821752229,1.0,0.042575683456079316,0.001812688821752229,0.0036188178528347406,0.11111111111111116,0.11111111111111116,0.3333333333333333,0.2182178902359924,0.1428571428571429,0.2,0.2651635720601238,0
b000ra77bs,http://www.google.com/base/feeds/snippets/4432724463066898018,0.1454545454545455,0.1454545454545455,1.0,0.3813850356982369,0.1454545454545455,0.25396825396825395,0.7516339869281046,0.7516339869281046,0.9163346613545816,0.8599407815424489,0.8070175438596492,0.3283582089552239,0.125,0.125,0.3333333333333333,0.2357022603955159,0.16666666666666666,0.2222222222222222,0.7697697697697697,1
b0009yn1ks,http://www.google.com/base/feeds/snippets/13007684903643403420,0.3548387096774194,0.3548387096774194,0.7857142857142857,0.5555838995037159,0.3928571428571429,0.25396825396825395,0.7246376811594203,0.7246376811594203,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.1134453781512605,0.19999999999999996,0.19999999999999996,0.6666666666666666,0.3849001794597505,0.2222222222222222,0.3333333333333333,0.5412943406444625,0
b000ickl1s,http://www.google.com/base/feeds/snippets/17836395815164917371,0.3333333333333333,0.3333333333333333,0.8260869565217391,0.5441914926198945,0.3584905660377359,0.2631578947368421,0.18604651162790686,0.18604651162790686,0.9839572192513372,0.42850763286335547,0.1866125760649088,0.1329923273657289,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.2,0.3076923076923077,0.0,0
b000t9luce,http://www.google.com/base/feeds/snippets/18376553625802629051,0.4302325581395349,0.4302325581395349,1.0,0.6559211523800211,0.4302325581395349,0.5691056910569106,0.039865996649916184,0.039865996649916184,0.9754098360655736,0.1972937040672829,0.039906103286385,0.061855670103092786,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.4082482904638631,0.25,0.3636363636363637,0.3248662433121656,0
b0002x9a1u,http://www.google.com/base/feeds/snippets/13871525141591734359,0.5625,0.5625,0.7826086956521741,0.7223151185146153,0.6666666666666667,0.68,0.4692144373673036,0.4692144373673036,0.876984126984127,0.6636905975190618,0.5022727272727272,0.17052023121387286,0.11111111111111116,0.11111111111111116,0.3333333333333333,0.2182178902359924,0.1428571428571429,0.2,0.909049567985448,1
b0006i7glw,http://www.google.com/base/feeds/snippets/2200105376248238022,0.2444444444444445,0.2444444444444445,0.6875,0.4348131782731521,0.275,0.25,0.6974169741697417,0.6974169741697417,0.8709677419354839,0.8230548917531015,0.7777777777777778,0.2913043478260869,0.3055555555555556,0.3055555555555556,0.7333333333333333,0.5020790110464023,0.34375,0.2978723404255319,0.5799159831966393,0
b000ickl1s,http://www.google.com/base/feeds/snippets/18405058220481329541,0.31034482758620685,0.31034482758620685,0.6,0.484543711852349,0.3913043478260869,0.3157894736842105,0.23867069486404835,0.23867069486404835,0.9713114754098361,0.48318670423368026,0.24036511156186613,0.17560975609756097,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.19999999999999996,0.3076923076923077,0.0,0
b000licg1m,http://www.google.com/base/feeds/snippets/6070036801370348429,0.4375,0.4375,0.9722222222222222,0.6563012755401806,0.4430379746835443,0.6086956521739131,0.20654911838790926,0.20654911838790926,0.9919354838709676,0.4530210051926042,0.2068965517241379,0.1419624217118998,0.05555555555555558,0.05555555555555558,0.3333333333333333,0.14433756729740646,0.0625,0.10526315789473684,0.0,1
b000ickl1s,http://www.google.com/base/feeds/snippets/7293664946080308091,0.4545454545454546,0.4545454545454546,0.8695652173913043,0.6512896090258361,0.4878048780487805,0.28125,0.0792377131394183,0.0792377131394183,0.8777777777777778,0.2651962502764588,0.08012170385395534,0.0762081784386617,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.2,0.3076923076923077,0.0,0
