id_l,id_r,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_js,description_tv,description_oc,description_cs,description_bag,description_rO,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,manufacturer_bag,manufacturer_rO,price_div,label
b000fnevhk,http://www.google.com/base/feeds/snippets/13429652093833839235,0.2777777777777778,0.2777777777777778,0.8928571428571429,0.5065255615456923,0.28735632183908044,0.3130434782608696,0.07405177603853097,0.07405177603853097,0.9534883720930233,0.26620196517741057,0.07432024169184293,0.0773542600896861,0.11111111111111116,0.11111111111111116,0.33333333333333326,0.21821789023599236,0.1428571428571429,0.2,0.1728617717185303,0
b000ujw3ss,http://www.google.com/base/feeds/snippets/18389952572089446651,0.25757575757575757,0.25757575757575757,0.8095238095238095,0.4711328961526393,0.27419354838709675,0.21686746987951808,0.4,0.4,0.6666666666666666,0.5773502691896257,0.5,0.20408163265306123,0.050000000000000044,0.050000000000000044,0.33333333333333326,0.13608276348795434,0.05555555555555558,0.09523809523809523,0.1233648068669528,0
b00021xhzw,http://www.google.com/base/feeds/snippets/18430621475529168165,0.4642857142857143,0.4642857142857143,0.7959183673469388,0.6476654158584216,0.527027027027027,0.4715447154471545,0.47712418300653603,0.47712418300653603,0.876,0.6695025353647386,0.5116822429906542,0.19174041297935104,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.9861735700197238,1
b0000vyk1o,http://www.google.com/base/feeds/snippets/17409160117322953940,0.6153846153846154,0.6153846153846154,1.0,0.7844645405527362,0.6153846153846154,0.7619047619047619,0.18341708542713564,0.18341708542713564,0.9733333333333334,0.4235889628255314,0.18434343434343436,0.18683651804670912,0.10344827586206895,0.10344827586206895,1.0,0.3216337604513384,0.10344827586206895,0.125,0.124953095684803,1
b000ickl1s,http://www.google.com/base/feeds/snippets/13804410937823415271,0.22499999999999998,0.22499999999999998,0.782608695652174,0.4333890711087691,0.24,0.1836734693877551,0.2489878542510121,0.2489878542510121,0.9919354838709677,0.497474482850611,0.24949290060851925,0.14748784440842788,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.19999999999999996,0.3076923076923077,0.0,0
b000cp4ja0,http://www.google.com/base/feeds/snippets/3040037286169376262,0.52,0.52,1.0,0.7211102550927979,0.52,0.6842105263157895,0.06327372764786798,0.06327372764786798,0.7931034482758621,0.22588677967453907,0.06433566433566429,0.1034928848641656,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.8494623655913978,1
b00022pti4,http://www.google.com/base/feeds/snippets/7739419455751524618,0.6363636363636364,0.6363636363636364,1.0,0.7977240352174657,0.6363636363636364,0.6222222222222222,0.00045599635202919764,0.00045599635202919764,1.0,0.021354071087949067,0.00045599635202919764,0.0009115770282588879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
b000pgvk5s,http://www.google.com/base/feeds/snippets/1872945109493928217,0.3783783783783784,0.3783783783783784,0.9333333333333333,0.6024640760767093,0.38888888888888884,0.5490196078431373,0.02219103587404614,0.02219103587404614,1.0,0.14896655958316996,0.02219103587404614,0.04050111549682513,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.9999615088529639,1
b000ujw3ss,http://www.google.com/base/feeds/snippets/4208369660309054934,0.20192307692307687,0.20192307692307687,1.0,0.44935851713645847,0.20192307692307687,0.192,0.07509881422924902,0.07509881422924902,0.9047619047619048,0.2617020308482614,0.07569721115537853,0.08823529411764706,0.050000000000000044,0.050000000000000044,0.33333333333333326,0.13608276348795434,0.05555555555555558,0.09523809523809523,0.00800286123032904,0
b000fnevhk,http://www.google.com/base/feeds/snippets/16894460490935798232,0.4130434782608696,0.4130434782608696,0.6785714285714286,0.59030127770114,0.5135135135135135,0.3076923076923077,0.1468277945619335,0.1468277945619335,1.0,0.38318115110471385,0.1468277945619335,0.10326659641728135,0.11111111111111116,0.11111111111111116,0.33333333333333326,0.21821789023599236,0.1428571428571429,0.2,0.06887709991158267,0
b000t9luce,http://www.google.com/base/feeds/snippets/13582930230756997101,0.3555555555555556,0.3555555555555556,0.8648648648648649,0.5706103612971936,0.3764705882352941,0.29508196721311475,0.03165298944900352,0.03165298944900352,0.9642857142857143,0.17480946799473884,0.03169014084507038,0.027597402597402596,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.40824829046386313,0.25,0.36363636363636365,0.7919895994799739,0
b0000ycfdq,http://www.google.com/base/feeds/snippets/4188176128903497851,0.36,0.36,1.0,0.6,0.36,0.5294117647058824,0.012345679012345734,0.012345679012345734,1.0,0.11111111111111116,0.012345679012345734,0.024390243902439025,0.15000000000000002,0.15000000000000002,1.0,0.3872983346207417,0.15000000000000002,0.2608695652173913,0.6453226613306654,1
b00008wq9i,http://www.google.com/base/feeds/snippets/18441480711193821750,0.30000000000000004,0.30000000000000004,0.5869565217391305,0.47244980487470645,0.3802816901408451,0.18803418803418803,0.16803840877914955,0.16803840877914955,0.9722222222222222,0.4051651733227265,0.1688490696071675,0.15502055196711687,0.16666666666666663,0.16666666666666663,1.0,0.408248290463863,0.16666666666666663,0.19047619047619047,0.20408580183861083,0
b000j6ddrw,http://www.google.com/base/feeds/snippets/18190371164810858934,0.47619047619047616,0.47619047619047616,0.6896551724137931,0.6465081838352359,0.6060606060606061,0.3225806451612903,0.2842465753424658,0.2842465753424658,0.9485714285714286,0.5233053097427628,0.288695652173913,0.168,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.8999799959991999,1
b000ndibkk,http://www.google.com/base/feeds/snippets/4247841323668156699,0.5967741935483871,0.5967741935483871,0.8604651162790697,0.7540037099937807,0.6607142857142857,0.6666666666666666,0.00022590361445784524,0.00022590361445784524,1.0,0.015030090301053844,0.00022590361445784524,0.00045170518708123164,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.9728857641569134,1
b000t9luce,http://www.google.com/base/feeds/snippets/13342689240311947950,0.34426229508196715,0.34426229508196715,0.5675675675675675,0.5146502354656655,0.4666666666666667,0.24390243902439024,0.04024144869215296,0.04024144869215296,1.0,0.2006027135712598,0.04024144869215296,0.05351386202450032,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.40824829046386313,0.25,0.36363636363636365,0.3384383672916808,0
b000p9cr66,http://www.google.com/base/feeds/snippets/13212739364324191667,0.631578947368421,0.631578947368421,1.0,0.7947194142390263,0.631578947368421,0.7741935483870968,0.5811138014527845,0.5811138014527845,0.9486166007905138,0.7544335361543179,0.6,0.23583460949464014,0.125,0.125,0.6666666666666666,0.2981423969999719,0.1333333333333333,0.2222222222222222,0.90906335253107,1
b000ndibge,http://www.google.com/base/feeds/snippets/13472653188599800123,0.4117647058823529,0.4117647058823529,0.813953488372093,0.6082588744530993,0.4545454545454546,0.25,0.020968547179231134,0.020968547179231134,0.9655172413793104,0.14233996827679407,0.02098426180364732,0.03227383863080684,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.2581988897471611,0.19999999999999996,0.25,0.062002002002001996,0
b000ujw3ss,http://www.google.com/base/feeds/snippets/18400894852843283701,0.2093023255813954,0.2093023255813954,0.4285714285714286,0.35273781075132926,0.29032258064516125,0.15384615384615385,0.3695652173913043,0.3695652173913043,0.8095238095238095,0.5724197752462528,0.40476190476190477,0.38095238095238093,0.4285714285714286,0.4285714285714286,0.75,0.6123724356957945,0.5,0.6,0.016872675250357655,0
b00009nfc1,http://www.google.com/base/feeds/snippets/4441393199380874556,0.7,0.7,0.84,0.8236877675803729,0.8076923076923077,0.7450980392156863,0.5062893081761006,0.5062893081761006,0.71875,0.673646064048357,0.6313725490196078,0.19206680584551147,0.125,0.125,0.33333333333333326,0.2357022603955159,0.16666666666666663,0.2222222222222222,1.0,1
b000ickl1s,http://www.google.com/base/feeds/snippets/16481921705623851193,0.39534883720930236,0.39534883720930236,0.7391304347826086,0.5827524946624018,0.45945945945945943,0.23333333333333334,0.24419778002018167,0.24419778002018167,0.979757085020243,0.49037512504260095,0.24543610547667338,0.18653690186536903,0.18181818181818188,0.18181818181818188,0.6666666666666666,0.3651483716701107,0.19999999999999996,0.3076923076923077,0.0,0
