id_l,id_r,name_ls,name_dLs,name_js,name_tv,name_oc,name_cs,name_bag,name_rO,description_oc,description_rO,price_div,label
572,200,0.203125,0.203125,0.4375,0.4375,0.6862745098039216,0.6126225367622542,0.546875,0.33043478260869563,0.8616352201257862,0.19607843137254902,1.0,0
350,432,0.5128205128205128,0.5128205128205128,0.5421686746987951,0.5421686746987951,0.9,0.7205766921228921,0.5769230769230769,0.65625,1.0,0.06857142857142857,0.0,1
189,264,0.42105263157894735,0.42105263157894735,0.6666666666666666,0.6666666666666666,0.8108108108108109,0.8000711205939974,0.7894736842105263,0.64,1.0,0.08092485549132948,1.0,1
730,763,0.18309859154929575,0.18309859154929575,0.18309859154929575,0.18309859154929575,1.0,0.42790021213981166,0.18309859154929575,0.30952380952380953,1.0,0.01744186046511628,0.0,1
292,99,0.375,0.375,0.4,0.4,1.0,0.6324555320336759,0.4,0.5178571428571429,1.0,0.04424778761061947,1.0,1
0,1033,0.21153846153846156,0.21153846153846156,0.2622950819672132,0.2622950819672132,0.64,0.44376015698018323,0.3076923076923077,0.33766233766233766,0.9428571428571428,0.08771929824561403,0.0,0
234,476,0.34782608695652173,0.34782608695652173,0.4285714285714286,0.4285714285714286,0.8048780487804879,0.6204366813009299,0.4782608695652174,0.4727272727272727,1.0,0.02510460251046025,0.06249140571285705,0
34,36,0.509090909090909,0.509090909090909,0.7413793103448276,0.7413793103448276,0.9347826086956522,0.85488598042411,0.7818181818181819,0.7326732673267327,0.9444444444444444,0.19900497512437812,0.0,1
33,195,0.5416666666666667,0.5416666666666667,0.7450980392156863,0.7450980392156863,0.926829268292683,0.8565861529340606,0.7916666666666666,0.7415730337078652,1.0,0.02643171806167401,0.8140427387701701,1
144,803,0.22388059701492535,0.22388059701492535,0.4444444444444444,0.4444444444444444,0.72,0.6219852664185793,0.5373134328358209,0.2564102564102564,1.0,0.10101010101010101,0.0,0
1035,183,0.4107142857142857,0.4107142857142857,0.7192982456140351,0.7192982456140351,0.9761904761904762,0.8454057513133806,0.7321428571428572,0.6122448979591837,1.0,0.02857142857142857,0.0,1
144,749,0.16000000000000003,0.16000000000000003,0.3561643835616438,0.3561643835616438,0.5306122448979592,0.5252793231671495,0.52,0.24242424242424243,0.648936170212766,0.15770609318996415,0.0,0
16,1060,0.15189873417721522,0.15189873417721522,0.5247524752475248,0.5247524752475248,0.7066666666666667,0.6885439906093288,0.6708860759493671,0.22077922077922077,1.0,0.02197802197802198,0.9951910232433877,0
752,584,0.2909090909090909,0.2909090909090909,0.5161290322580645,0.5161290322580645,0.8205128205128205,0.6909336273400487,0.5818181818181818,0.40425531914893614,0.8421052631578947,0.22541966426858512,1.0,0
11,35,0.34545454545454546,0.34545454545454546,0.5,0.5,0.90625,0.6912603772030544,0.5272727272727273,0.41379310344827586,0.9428571428571428,0.275,0.0,1
274,390,0.5102040816326531,0.5102040816326531,0.7115384615384616,0.7115384615384616,0.925,0.8357448101873575,0.7551020408163265,0.6067415730337079,1.0,0.21705426356589147,0.0,1
1047,1059,0.4838709677419355,0.4838709677419355,0.7352941176470589,0.7352941176470589,0.8928571428571429,0.8485552916276634,0.8064516129032258,0.6779661016949152,1.0,0.017964071856287425,0.0,1
264,465,0.1428571428571429,0.1428571428571429,0.368421052631579,0.368421052631579,0.5833333333333334,0.5400617248673216,0.5,0.23076923076923078,0.9186046511627907,0.12461059190031153,0.0,0
916,995,0.5925925925925926,0.5925925925925926,0.9444444444444444,0.9444444444444444,1.0,0.97182531580755,0.9444444444444444,0.780952380952381,1.0,0.01652892561983471,0.9812606473594548,1
1008,529,0.16326530612244894,0.16326530612244894,0.6166666666666667,0.6166666666666667,0.7708333333333334,0.7629271414291483,0.7551020408163265,0.35051546391752575,0.9411764705882353,0.23384615384615384,1.0,0
475,619,0.851063829787234,0.851063829787234,0.7735849056603774,0.7735849056603774,0.8723404255319149,0.8723404255319149,0.8723404255319149,0.8723404255319149,1.0,0.02197802197802198,0.0,1
1008,185,0.4225352112676056,0.4225352112676056,0.4691358024691358,0.4691358024691358,0.7916666666666666,0.6509292743361551,0.5352112676056338,0.5378151260504201,0.9,0.056,1.0,0
144,765,0.22972972972972971,0.22972972972972971,0.45882352941176463,0.45882352941176463,0.78,0.6411560504908934,0.527027027027027,0.3387096774193548,1.0,0.031914893617021274,0.0,0
601,1005,0.2763157894736842,0.2763157894736842,0.46341463414634143,0.46341463414634143,0.8636363636363636,0.6571287406727709,0.5,0.4166666666666667,1.0,0.012658227848101266,0.0,1
376,334,0.2894736842105263,0.2894736842105263,0.46808510638297873,0.46808510638297873,0.7096774193548387,0.6409882014228715,0.5789473684210527,0.34782608695652173,1.0,0.1984126984126984,0.3337974683544304,1
450,965,0.55,0.55,0.5952380952380952,0.5952380952380952,0.9259259259259259,0.7607257743127307,0.625,0.6567164179104478,0.9743589743589743,0.3452054794520548,0.0,1
1008,999,0.20833333333333337,0.20833333333333337,0.45614035087719296,0.45614035087719296,0.7428571428571429,0.6343350474165466,0.5416666666666667,0.3373493975903614,0.8387096774193549,0.1033210332103321,0.16899224806201552,0
2,33,0.5,0.5,0.5135135135135135,0.5135135135135135,0.8636363636363636,0.6947088029207741,0.5588235294117647,0.6071428571428571,0.7528735632183908,0.32189973614775724,1.0,1
721,221,0.20408163265306123,0.20408163265306123,0.34328358208955223,0.34328358208955223,0.5609756097560976,0.5131423604911343,0.4693877551020408,0.3111111111111111,1.0,0.023715415019762844,0.0,0
577,717,0.3035714285714286,0.3035714285714286,0.4137931034482758,0.4137931034482758,0.9230769230769231,0.628970902033151,0.4285714285714286,0.3902439024390244,0.9767441860465116,0.18223234624145787,0.0,1
