id_l,id_r,name_js,name_tv,name_oc,name_cs,description_js,description_tv,description_oc,description_cs,manufacturer_js,manufacturer_tv,manufacturer_oc,manufacturer_cs,price_div,label
b00002s75b,http://www.google.com/base/feeds/snippets/18029245320668853953,0.2941176470588236,0.2941176470588236,1.0,0.5423261445466404,0.06274509803921569,0.06274509803921569,0.7272727272727273,0.21617674269398568,0.15384615384615385,0.15384615384615385,0.6666666666666666,0.3333333333333333,0.8218316902414632,1
b00004ochi,http://www.google.com/base/feeds/snippets/8564521918031484066,0.3333333333333333,0.3333333333333333,1.0,0.5773502691896257,0.1436170212765957,0.1436170212765957,0.9681274900398408,0.3737647748727503,0.125,0.125,0.6666666666666666,0.2981423969999719,0.6664073785976221,1
b00004tkvy,http://www.google.com/base/feeds/snippets/18441110047404795849,0.5342465753424658,0.5342465753424658,0.8125,0.7036456405748565,1.0,1.0,1.0,1.0,0.05000000000000005,0.05000000000000005,0.3333333333333333,0.13608276348795434,0.0,1
b00006h38u,http://www.google.com/base/feeds/snippets/18406000514365649458,0.64,0.64,0.8421052631578947,0.7825855808712296,0.6711864406779661,0.6711864406779661,0.8114754098360656,0.8032867501721739,0.4,0.4,1.0,0.6324555320336759,0.909049567985448,1
b00008wq9i,http://www.google.com/base/feeds/snippets/18441480711193821750,0.30000000000000004,0.30000000000000004,0.5869565217391305,0.4724498048747065,0.16803840877914955,0.16803840877914955,0.9722222222222222,0.4051651733227265,0.16666666666666666,0.16666666666666666,1.0,0.40824829046386296,0.2040858018386109,0
b000098xjo,http://www.google.com/base/feeds/snippets/16361312648941715869,0.8181818181818182,0.8181818181818182,1.0,0.9045340337332908,0.012195121951219523,0.012195121951219523,1.0,0.11043152607484652,0.2142857142857143,0.2142857142857143,1.0,0.4629100498862757,0.0,1
b00022pti4,http://www.google.com/base/feeds/snippets/16729750960777382226,0.6212121212121212,0.6212121212121212,0.7884615384615384,0.7666565318069348,0.01018237082066864,0.01018237082066864,0.9852941176470588,0.10017062953220113,0.0,0.0,0.0,0.0,0.4999833327777593,1
b00027eqmy,http://www.google.com/base/feeds/snippets/2460101921085498175,0.9166666666666666,0.9166666666666666,1.0,0.957427107756338,0.012295081967213071,0.012295081967213071,1.0,0.11088319064318597,0.08333333333333337,0.08333333333333337,0.3333333333333333,0.18257418583505536,0.7999333111037013,1
b0002c3vqq,http://www.google.com/base/feeds/snippets/18371416588940021581,0.5833333333333334,0.5833333333333334,0.8484848484848485,0.7433046224826585,0.14090909090909087,0.14090909090909087,0.96875,0.37030932398980987,0.11111111111111116,0.11111111111111116,0.5,0.25,1.0,1
b0002tpg1w,http://www.google.com/base/feeds/snippets/11509991321510752800,0.3222222222222222,0.3222222222222222,0.6744186046511628,0.5072907856924567,0.290161892901619,0.290161892901619,0.9433198380566802,0.5277994615079378,0.0,0.0,0.0,0.0,0.0,0
b0006i7glw,http://www.google.com/base/feeds/snippets/16445577344159065644,0.5416666666666666,0.5416666666666666,0.8125,0.7092081432669752,0.5,0.5,0.7142857142857143,0.6681531047810609,0.09375,0.09375,1.0,0.3061862178478973,0.9599919983996801,1
b00081i6ji,http://www.google.com/base/feeds/snippets/18411096849519146392,0.4177215189873418,0.4177215189873418,0.8461538461538461,0.6184722330516126,0.008849557522123908,0.008849557522123908,0.9583333333333334,0.09210912183867416,0.2941176470588236,0.2941176470588236,1.0,0.5423261445466404,0.8229461217554493,1
b0008glgea,http://www.google.com/base/feeds/snippets/5588744582758188682,0.6176470588235294,0.6176470588235294,0.7924528301886793,0.7641417484459112,0.04331320103537528,0.04331320103537528,1.0,0.20811823811327854,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.2581988897471611,1.0,1
b0008glgea,http://www.google.com/base/feeds/snippets/7415156197197389350,0.5094339622641509,0.5094339622641509,1.0,0.7137464271463296,0.04188932942596102,0.04188932942596102,0.9759036144578314,0.20229254579294653,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.2581988897471611,0.9900990099009902,1
b0009stm6g,http://www.google.com/base/feeds/snippets/7117788517647646539,0.4772727272727273,0.4772727272727273,0.9545454545454546,0.6827688932004728,0.03703703703703698,0.03703703703703698,0.3333333333333333,0.1154700538379252,0.1578947368421053,0.1578947368421053,1.0,0.3973597071195132,0.990990990990991,1
b0009yegpc,http://www.google.com/base/feeds/snippets/13834985344480832776,0.75,0.75,1.0,0.8660254037844387,0.3787878787878788,0.3787878787878788,0.8928571428571429,0.5952380952380952,0.2,0.2,0.6666666666666666,0.3849001794597505,0.95995995995996,1
